"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"





1
11,C,1.427885e+000,3.431649e+001,2.470000e+002,1.820000e+002,49,3.387767e-001,3.424244e+002,5.645114e+001,1.105036e+001,5.052339e-001,5.111655e+001,3.714286e+000,3.499868e+000,4.722779e-001
11,D,1.311323e+000,3.431649e+001,1.740000e+002,2.840000e+002,45,4.591807e-001,3.753340e+002,6.028469e+001,1.415528e+001,8.740187e-001,7.877588e+001,6.311111e+000,3.575627e+000,4.322717e-001
11,E,1.253042e+000,3.431649e+001,1.940000e+002,2.220000e+002,43,4.451619e-001,3.359410e+002,5.857350e+001,1.709073e+001,7.825641e-001,7.503032e+001,5.162791e+000,3.819619e+000,4.527244e-001
11,F,1.631869e+000,3.431649e+001,1.870000e+002,2.850000e+002,56,4.394858e-001,3.336597e+002,5.902730e+001,1.394132e+001,7.909052e-001,7.314072e+001,5.089286e+000,3.233288e+000,4.544110e-001
11,G,1.515307e+000,3.431649e+001,2.190000e+002,2.610000e+002,52,4.161179e-001,3.351726e+002,6.500980e+001,1.620995e+001,7.905697e-001,8.206437e+001,5.019231e+000,3.508638e+000,4.692892e-001





2
Timespan (h):, 44.8900
2,B,1.165620e+000,3.431649e+001,3.530000e+002,1.110000e+002,40,2.798400e-001,3.276614e+002,6.333747e+001,1.196942e+001,4.174120e-001,5.443151e+001,2.775000e+000,3.969304e+000,4.000786e-001
2,C,1.107339e+000,3.431649e+001,2.620000e+002,1.320000e+002,38,3.073415e-001,3.599828e+002,6.765053e+001,1.298235e+001,4.860881e-001,7.020613e+001,3.473684e+000,3.159708e+000,4.763505e-001
2,D,1.136480e+000,3.431649e+001,2.070000e+002,2.170000e+002,39,3.570849e-001,3.496544e+002,7.805267e+001,1.515056e+001,8.240471e-001,9.291729e+001,5.564103e+000,3.728872e+000,4.994045e-001
