"","Date","Row","Well","CellLine","Cell.Nucleus","Time","drug","conc","rep","l2","nl2"
"1922","20160326","C","C02","WM164",10557,480.52,"plx",0,2,13.3659122994708,5.08978789419658
"1982","20160326","C","C02","WM164",11269,505.7247,"plx",0,2,13.4600718773976,5.18394747212335
"2042","20160326","C","C02","WM164",7685,530.3719,"plx",0,2,12.9078295445781,4.63170513930389
"7","20160326","B","B03","WM164",511,0,"plx",0.125,1,8.99717948093762,0
"67","20160326","B","B03","WM164",414,15.9858,"plx",0.125,1,8.69348695749933,-0.303692523438295
"127","20160326","B","B03","WM164",428,27.8592,"plx",0.125,1,8.74146698640115,-0.255712494536475
"187","20160326","B","B03","WM164",438,39.1519,"plx",0.125,1,8.77478705960117,-0.222392421336448
"247","20160326","B","B03","WM164",480,50.6911,"plx",0.125,1,8.90689059560852,-0.0902888853291035
"307","20160326","B","B03","WM164",683,63.2436,"plx",0.125,1,9.41574176829009,0.418562287352469
"367","20160326","B","B03","WM164",779,70.4658,"plx",0.125,1,9.60547951806167,0.608300037124048
"427","20160326","B","B03","WM164",840,74.0789,"plx",0.125,1,9.71424551766612,0.717066036728502
"487","20160326","B","B03","WM164",905,74.5556,"plx",0.125,1,9.82177398197057,0.824594501032946
"547","20160326","B","B03","WM164",897,88.1797,"plx",0.125,1,9.80896417491926,0.81178469398164
"607","20160326","B","B03","WM164",1109,99.4331,"plx",0.125,1,10.1150436501617,1.11786416922409
"667","20160326","B","B03","WM164",1482,113.9669,"plx",0.125,1,10.5333297323058,1.53615025136821
"727","20160326","B","B03","WM164",2212,121.8025,"plx",0.125,1,11.1111356702347,2.11395618929709
"787","20160326","B","B03","WM164",2896,137.84,"plx",0.125,1,11.4998458870832,2.50266640614558
"847","20160326","B","B03","WM164",3527,146.6333,"plx",0.125,1,11.7842258604263,2.78704637948863
"907","20160326","B","B03","WM164",5004,147.1642,"plx",0.125,1,12.2888660741658,3.2916865932282
"967","20160326","B","B03","WM164",5956,171.6731,"plx",0.125,1,12.5401280385821,3.54294855764448
"1027","20160326","B","B03","WM164",7458,187.7331,"plx",0.125,1,12.8645730817736,3.86739360083602
"1087","20160326","B","B03","WM164",10080,209.6194,"plx",0.125,2,13.2992080183873,4.30202853744966
"1147","20160326","B","B03","WM164",10929,219.9503,"plx",0.125,2,13.4158737804639,4.41869429952632
"1207","20160326","B","B03","WM164",13451,244.7989,"plx",0.125,2,13.7154258119159,4.71824633097824
"1267","20160326","B","B03","WM164",11055,245.2653,"plx",0.125,2,13.4324114047036,4.43523192376597
"1327","20160326","B","B03","WM164",15518,259.3764,"plx",0.125,2,13.9216550107851,4.92447552984743
"1387","20160326","B","B03","WM164",13970,285.2611,"plx",0.125,2,13.7700444002968,4.7728649193592
"1447","20160326","B","B03","WM164",15812,304.0694,"plx",0.125,2,13.9487322398196,4.95155275888199
"1507","20160326","B","B03","WM164",18030,335.7922,"plx",0.125,2,14.1381117763197,5.14093229538208
"1567","20160326","B","B03","WM164",18221,336.5042,"plx",0.125,2,14.1533145184617,5.15613503752409
"1627","20160326","B","B03","WM164",19445,361.2156,"plx",0.125,2,14.2471116143216,5.24993213338395
"1687","20160326","B","B03","WM164",16115,379.9236,"plx",0.125,2,13.9761165679469,4.97893708700929
"1747","20160326","B","B03","WM164",17263,432.8236,"plx",0.125,2,14.0753955803948,5.07821609945715
"1807","20160326","B","B03","WM164",17013,434.0431,"plx",0.125,2,14.0543499416855,5.05717046074788
"1867","20160326","B","B03","WM164",19351,447.2625,"plx",0.125,2,14.2401205018759,5.24294102093827
"1927","20160326","B","B03","WM164",15582,480.52,"plx",0.125,2,13.9275927993996,4.93041331846194
"1987","20160326","B","B03","WM164",13166,505.7247,"plx",0.125,2,13.6845294824185,4.68735000148087
"2047","20160326","B","B03","WM164",10721,530.3719,"plx",0.125,2,13.3881518588298,4.39097237789214
"8","20160326","C","C03","WM164",438,0,"plx",0.125,1,8.77478705960117,0
"68","20160326","C","C03","WM164",397,15.9858,"plx",0.125,1,8.63299519714296,-0.141791862458216
"128","20160326","C","C03","WM164",387,27.8592,"plx",0.125,1,8.59618975614441,-0.178597303456764
"188","20160326","C","C03","WM164",430,39.1519,"plx",0.125,1,8.74819284958946,-0.026594210011714
"248","20160326","C","C03","WM164",460,50.6911,"plx",0.125,1,8.84549005094438,0.070702991343202
"308","20160326","C","C03","WM164",597,63.2436,"plx",0.125,1,9.22158712126481,0.446800061663632
"368","20160326","C","C03","WM164",647,70.4658,"plx",0.125,1,9.33762190199251,0.562834842391334
"428","20160326","C","C03","WM164",760,74.0789,"plx",0.125,1,9.56985560833095,0.795068548729775
"488","20160326","C","C03","WM164",960,74.5556,"plx",0.125,1,9.90689059560852,1.13210353600734
"548","20160326","C","C03","WM164",745,88.1797,"plx",0.125,1,9.54109661534952,0.76630955574835
"608","20160326","C","C03","WM164",877,99.4331,"plx",0.125,1,9.77643303244473,1.00164597284356
"668","20160326","C","C03","WM164",1302,113.9669,"plx",0.125,1,10.3465137331656,1.57172667356446
"728","20160326","C","C03","WM164",1960,121.8025,"plx",0.125,1,10.9366379390026,2.1618508794014
"788","20160326","C","C03","WM164",2680,137.84,"plx",0.125,1,11.3880172853451,2.61323022574396
"848","20160326","C","C03","WM164",3086,146.6333,"plx",0.125,1,11.5915223465707,2.81673528696956
"908","20160326","C","C03","WM164",4878,147.1642,"plx",0.125,1,12.2520740427962,3.47728698319501
"968","20160326","C","C03","WM164",5206,171.6731,"plx",0.125,1,12.3459595964041,3.57117253680294
"1028","20160326","C","C03","WM164",6540,187.7331,"plx",0.125,2,12.6750749203854,3.90028786078427
"1088","20160326","C","C03","WM164",8577,209.6194,"plx",0.125,2,13.0662574053523,4.29147034575108
"1148","20160326","C","C03","WM164",9577,219.9503,"plx",0.125,2,13.2253580864545,4.45057102685334
"1208","20160326","C","C03","WM164",10852,244.7989,"plx",0.125,2,13.4056733322819,4.63088627268069
"1268","20160326","C","C03","WM164",10102,245.2653,"plx",0.125,2,13.3023533264312,4.52756626683003
"1328","20160326","C","C03","WM164",13264,259.3764,"plx",0.125,2,13.6952282914958,4.92044123189458
"1388","20160326","C","C03","WM164",14673,285.2611,"plx",0.125,2,13.8408762500589,5.06608919045777
"1448","20160326","C","C03","WM164",15578,304.0694,"plx",0.125,2,13.9272224027246,5.15243534312347
"1508","20160326","C","C03","WM164",17348,335.7922,"plx",0.125,2,14.0824817278631,5.30769466826193
"1568","20160326","C","C03","WM164",17107,336.5042,"plx",0.125,2,14.0622991607326,5.28751210113143
"1628","20160326","C","C03","WM164",18268,361.2156,"plx",0.125,2,14.1570310743784,5.38224401477718
"1688","20160326","C","C03","WM164",15732,379.9236,"plx",0.125,2,13.9414144709429,5.16662741134174
"1748","20160326","C","C03","WM164",17524,432.8236,"plx",0.125,2,14.097044499323,5.32225743972178
"1808","20160326","C","C03","WM164",18912,434.0431,"plx",0.125,2,14.2070143201775,5.43222726057636
"1868","20160326","C","C03","WM164",16493,447.2625,"plx",0.125,2,14.0095662217129,5.23477916211174
"1928","20160326","C","C03","WM164",16026,480.52,"plx",0.125,2,13.9681267613563,5.19333970175509
"1988","20160326","C","C03","WM164",13108,505.7247,"plx",0.125,2,13.6781599575428,4.90337289794159
"2048","20160326","C","C03","WM164",14242,530.3719,"plx",0.125,2,13.7978641373337,5.02307707773257
"13","20160326","B","B04","WM164",422,0,"plx",0.25,1,8.72109918870719,0
"73","20160326","B","B04","WM164",430,15.9858,"plx",0.25,1,8.74819284958946,0.0270936608822741
"133","20160326","B","B04","WM164",364,27.8592,"plx",0.25,1,8.5077946401987,-0.213304548508489
"193","20160326","B","B04","WM164",398,39.1519,"plx",0.25,1,8.63662462054365,-0.0844745681635359
"253","20160326","B","B04","WM164",480,50.6911,"plx",0.25,1,8.90689059560852,0.185791406901332
"313","20160326","B","B04","WM164",554,63.2436,"plx",0.25,1,9.11374216604919,0.392642977342003
"373","20160326","B","B04","WM164",543,70.4658,"plx",0.25,1,9.08480838780436,0.363709199097176
"433","20160326","B","B04","WM164",584,74.0789,"plx",0.25,1,9.18982455888002,0.468725370172832
"493","20160326","B","B04","WM164",636,74.5556,"plx",0.25,1,9.31288295528435,0.591783766577169
"553","20160326","B","B04","WM164",684,88.1797,"plx",0.25,1,9.4178525148859,0.696753326178712
"613","20160326","B","B04","WM164",620,99.4331,"plx",0.25,1,9.27612440527424,0.555025216567053
"673","20160326","B","B04","WM164",711,113.9669,"plx",0.25,1,9.47370574961942,0.752606560912231
"733","20160326","B","B04","WM164",833,121.8025,"plx",0.25,1,9.70217268536555,0.981073496658363
"793","20160326","B","B04","WM164",816,137.84,"plx",0.25,1,9.6724253419715,0.95132615326431
"853","20160326","B","B04","WM164",969,146.6333,"plx",0.25,1,9.92035285541508,1.19925366670789
"913","20160326","B","B04","WM164",1183,147.1642,"plx",0.25,1,10.2082343583398,1.4871351696326
"973","20160326","B","B04","WM164",1406,171.6731,"plx",0.25,1,10.4573808790725,1.73628169036535
"1033","20160326","B","B04","WM164",1699,187.7331,"plx",0.25,1,10.7304701371842,2.00937094847703
"1093","20160326","B","B04","WM164",2001,209.6194,"plx",0.25,2,10.9665054519057,2.24540626319856
"1153","20160326","B","B04","WM164",2881,219.9503,"plx",0.25,2,11.4923539451599,2.77125475645268
"1213","20160326","B","B04","WM164",4216,244.7989,"plx",0.25,2,12.0416591516372,3.32055996293003
"1273","20160326","B","B04","WM164",4418,245.2653,"plx",0.25,2,12.1091777033553,3.38807851464809
"1333","20160326","B","B04","WM164",5614,259.3764,"plx",0.25,2,12.4548133485125,3.73371415980534
"1393","20160326","B","B04","WM164",5677,285.2611,"plx",0.25,2,12.4709130262749,3.74981383756769
"1453","20160326","B","B04","WM164",7350,304.0694,"plx",0.25,2,12.8435285346111,4.1224293459039
"1513","20160326","B","B04","WM164",7652,335.7922,"plx",0.25,2,12.9016211583461,4.18052196963893
"1573","20160326","B","B04","WM164",11237,336.5042,"plx",0.25,2,13.455969302758,4.73487011405085
"1633","20160326","B","B04","WM164",12496,361.2156,"plx",0.25,2,13.609178738142,4.88807954943479
"1693","20160326","B","B04","WM164",11563,379.9236,"plx",0.25,2,13.4972281306421,4.77612894193493
"1753","20160326","B","B04","WM164",12733,432.8236,"plx",0.25,2,13.6362847497091,4.91518556100191
"1813","20160326","B","B04","WM164",12811,434.0431,"plx",0.25,2,13.645095473397,4.92399628468986
"1873","20160326","B","B04","WM164",14003,447.2625,"plx",0.25,2,13.7734483225387,5.05234913383147
"1933","20160326","B","B04","WM164",12129,480.52,"plx",0.25,2,13.5661729889929,4.84507380028566
"1993","20160326","B","B04","WM164",13635,505.7247,"plx",0.25,2,13.7350270798026,5.01392789109544
"2053","20160326","B","B04","WM164",13642,530.3719,"plx",0.25,2,13.7357675472666,5.01466835855945
"14","20160326","C","C04","WM164",425,0,"plx",0.25,1,8.73131903102506,0
"74","20160326","C","C04","WM164",438,15.9858,"plx",0.25,1,8.77478705960117,0.0434680285761093
"134","20160326","C","C04","WM164",426,27.8592,"plx",0.25,1,8.73470962022584,0.00339058920077306
"194","20160326","C","C04","WM164",463,39.1519,"plx",0.25,1,8.85486838326024,0.123549352235171
"254","20160326","C","C04","WM164",489,50.6911,"plx",0.25,1,8.93369065495223,0.202371623927169
"314","20160326","C","C04","WM164",591,63.2436,"plx",0.25,1,9.20701432017753,0.475695289152467
"374","20160326","C","C04","WM164",584,70.4658,"plx",0.25,1,9.18982455888002,0.458505527854953
"434","20160326","C","C04","WM164",628,74.0789,"plx",0.25,1,9.29462074889163,0.563301717866562
"494","20160326","C","C04","WM164",729,74.5556,"plx",0.25,1,9.50977500432694,0.778455973301872
"554","20160326","C","C04","WM164",671,88.1797,"plx",0.25,1,9.39016895620018,0.658849925175119
"614","20160326","C","C04","WM164",657,99.4331,"plx",0.25,1,9.35974956032233,0.628430529297265
"674","20160326","C","C04","WM164",708,113.9669,"plx",0.25,1,9.467605550083,0.736286519057932
"734","20160326","C","C04","WM164",852,121.8025,"plx",0.25,1,9.73470962022584,1.00339058920077
"794","20160326","C","C04","WM164",870,137.84,"plx",0.25,1,9.76487159073609,1.03355255971103
"854","20160326","C","C04","WM164",975,146.6333,"plx",0.25,1,9.92925840863697,1.19793937761191
"914","20160326","C","C04","WM164",1825,147.1642,"plx",0.25,1,10.8336807486547,2.10236171762968
"974","20160326","C","C04","WM164",1570,171.6731,"plx",0.25,1,10.616548843779,1.88522981275393
"1034","20160326","C","C04","WM164",1958,187.7331,"plx",0.25,2,10.9351650496037,2.20384601857863
"1094","20160326","C","C04","WM164",2497,209.6194,"plx",0.25,2,11.2859801059282,2.55466107490315
"1154","20160326","C","C04","WM164",3242,219.9503,"plx",0.25,2,11.6626683755175,2.93134934449248
"1214","20160326","C","C04","WM164",4562,244.7989,"plx",0.25,2,12.1554507313121,3.42413170028707
"1274","20160326","C","C04","WM164",4422,245.2653,"plx",0.25,2,12.1104833098162,3.37916427879116
"1334","20160326","C","C04","WM164",6450,259.3764,"plx",0.25,2,12.655083445198,3.92376441417291
"1394","20160326","C","C04","WM164",6960,285.2611,"plx",0.25,2,12.7648715907361,4.03355255971103
"1454","20160326","C","C04","WM164",7199,304.0694,"plx",0.25,2,12.8135808029896,4.08226177196457
"1514","20160326","C","C04","WM164",8838,335.7922,"plx",0.25,2,13.109504215757,4.37818518473194
"1574","20160326","C","C04","WM164",11594,336.5042,"plx",0.25,2,13.5010907702745,4.76977173924945
"1634","20160326","C","C04","WM164",12965,361.2156,"plx",0.25,2,13.6623345857407,4.93101555471559
"1694","20160326","C","C04","WM164",12391,379.9236,"plx",0.25,2,13.597005002607,4.86568597158191
"1754","20160326","C","C04","WM164",13886,432.8236,"plx",0.25,2,13.7613434561006,5.03002442507558
"1814","20160326","C","C04","WM164",12998,434.0431,"plx",0.25,2,13.6660020326449,4.93468300161984
"1874","20160326","C","C04","WM164",14604,447.2625,"plx",0.25,2,13.8340759534349,5.10275692240982
"1934","20160326","C","C04","WM164",15196,480.52,"plx",0.25,2,13.891403996665,5.16008496563996
"1994","20160326","C","C04","WM164",13384,505.7247,"plx",0.25,2,13.7082217300384,4.97690269901329
"2054","20160326","C","C04","WM164",14506,530.3719,"plx",0.25,2,13.8243621335695,5.09304310254442
"19","20160326","B","B05","WM164",436,0,"plx",0.5,1,8.76818432477693,0
"79","20160326","B","B05","WM164",386,15.9858,"plx",0.5,1,8.59245703726808,-0.175727287508847
"139","20160326","B","B05","WM164",375,27.8592,"plx",0.5,1,8.55074678538324,-0.217437539393684
"199","20160326","B","B05","WM164",439,39.1519,"plx",0.5,1,8.77807712953536,0.00989280475843124
"259","20160326","B","B05","WM164",508,50.6911,"plx",0.5,1,8.98868468677217,0.220500361995239
"319","20160326","B","B05","WM164",509,63.2436,"plx",0.5,1,8.9915218460757,0.223337521298768
"379","20160326","B","B05","WM164",565,70.4658,"plx",0.5,1,9.14210705730255,0.373922732525623
"439","20160326","B","B05","WM164",591,74.0789,"plx",0.5,1,9.20701432017753,0.438829995400605
"499","20160326","B","B05","WM164",552,74.5556,"plx",0.5,1,9.10852445677817,0.340340132001241
"559","20160326","B","B05","WM164",624,88.1797,"plx",0.5,1,9.28540221886225,0.517217894085322
"619","20160326","B","B05","WM164",588,99.4331,"plx",0.5,1,9.19967234483636,0.431488020059437
"679","20160326","B","B05","WM164",588,113.9669,"plx",0.5,1,9.19967234483636,0.431488020059437
"739","20160326","B","B05","WM164",613,121.8025,"plx",0.5,1,9.25974326369078,0.491558938913855
"799","20160326","B","B05","WM164",598,137.84,"plx",0.5,1,9.2240016741981,0.455817349421178
"859","20160326","B","B05","WM164",608,146.6333,"plx",0.5,1,9.24792751344359,0.479743188666658
"919","20160326","B","B05","WM164",923,147.1642,"plx",0.5,1,9.85018683764577,1.08200251286885
"979","20160326","B","B05","WM164",902,171.6731,"plx",0.5,1,9.81698362325538,1.04879929847845
"1039","20160326","B","B05","WM164",992,187.7331,"plx",0.5,1,9.95419631038687,1.18601198560995
"1099","20160326","B","B05","WM164",1376,209.6194,"plx",0.5,2,10.4262647547021,1.65808042992517
"1159","20160326","B","B05","WM164",1609,219.9503,"plx",0.5,2,10.6519486107234,1.88376428594652
"1219","20160326","B","B05","WM164",2776,244.7989,"plx",0.5,2,11.4387918525783,2.67060752780133
"1279","20160326","B","B05","WM164",2945,245.2653,"plx",0.5,2,11.5240519187178,2.7558675939409
"1339","20160326","B","B05","WM164",3691,259.3764,"plx",0.5,2,11.8497960222456,3.08161169746868
"1399","20160326","B","B05","WM164",4258,285.2611,"plx",0.5,2,12.0559602344523,3.28777590967537
"1459","20160326","B","B05","WM164",5384,304.0694,"plx",0.5,2,12.3944626946103,3.62627836983339
"1519","20160326","B","B05","WM164",5908,335.7922,"plx",0.5,2,12.5284541107648,3.76026978598786
"1579","20160326","B","B05","WM164",9510,336.5042,"plx",0.5,2,13.2152296257479,4.447045300971
"1639","20160326","B","B05","WM164",10130,361.2156,"plx",0.5,2,13.3063465536885,4.53816222891157
"1699","20160326","B","B05","WM164",9654,379.9236,"plx",0.5,2,13.2369111114446,4.46872678666768
"1759","20160326","B","B05","WM164",10451,432.8236,"plx",0.5,2,13.3513533721921,4.58316904741522
"1819","20160326","B","B05","WM164",10302,434.0431,"plx",0.5,2,13.3306368247233,4.56245249994636
"1879","20160326","B","B05","WM164",11879,447.2625,"plx",0.5,2,13.5361257716003,4.76794144682334
"1939","20160326","B","B05","WM164",11395,480.52,"plx",0.5,2,13.4761133041527,4.70792897937573
"1999","20160326","B","B05","WM164",11206,505.7247,"plx",0.5,2,13.4519837772302,4.68379945245326
"2059","20160326","B","B05","WM164",10283,530.3719,"plx",0.5,2,13.3279736026139,4.55978927783696
"20","20160326","C","C05","WM164",371,0,"plx",0.5,1,8.5352753766208,0
"80","20160326","C","C05","WM164",376,15.9858,"plx",0.5,1,8.55458885167764,0.0193134750568351
"140","20160326","C","C05","WM164",393,27.8592,"plx",0.5,1,8.61838550225861,0.0831101256378037
"200","20160326","C","C05","WM164",457,39.1519,"plx",0.5,1,8.83605035505807,0.300774978437268
"260","20160326","C","C05","WM164",481,50.6911,"plx",0.5,1,8.90989308377004,0.374617707149239
"320","20160326","C","C05","WM164",537,63.2436,"plx",0.5,1,9.06877827798541,0.53350290136461
"380","20160326","C","C05","WM164",518,70.4658,"plx",0.5,1,9.01680828768655,0.481532911065752
"440","20160326","C","C05","WM164",542,74.0789,"plx",0.5,1,9.08214904135387,0.546873664733068
"500","20160326","C","C05","WM164",590,74.5556,"plx",0.5,1,9.2045711442492,0.669295767628402
"560","20160326","C","C05","WM164",616,88.1797,"plx",0.5,1,9.2667865406949,0.731511164074099
"620","20160326","C","C05","WM164",569,99.4331,"plx",0.5,1,9.15228484230658,0.617009465685779
"680","20160326","C","C05","WM164",547,113.9669,"plx",0.5,1,9.09539702279256,0.560121646171755
"740","20160326","C","C05","WM164",587,121.8025,"plx",0.5,1,9.19721669311005,0.66194131648925
"800","20160326","C","C05","WM164",577,137.84,"plx",0.5,1,9.17242750864548,0.63715213202468
"860","20160326","C","C05","WM164",617,146.6333,"plx",0.5,1,9.26912667914942,0.733851302528615
"920","20160326","C","C05","WM164",966,147.1642,"plx",0.5,1,9.91587937883577,1.38060400221497
"980","20160326","C","C05","WM164",846,171.6731,"plx",0.5,1,9.72451385311995,1.18923847649915
"1040","20160326","C","C05","WM164",970,187.7331,"plx",0.5,2,9.92184093707449,1.38656556045369
"1100","20160326","C","C05","WM164",1410,209.6194,"plx",0.5,2,10.4614794472862,1.92620407066535
"1160","20160326","C","C05","WM164",1513,219.9503,"plx",0.5,2,10.5631962722167,2.02792089559594
"1220","20160326","C","C05","WM164",2732,244.7989,"plx",0.5,2,11.4157417682901,2.88046639166929
"1280","20160326","C","C05","WM164",2792,245.2653,"plx",0.5,2,11.4470832262097,2.91180784958885
"1340","20160326","C","C05","WM164",3708,259.3764,"plx",0.5,2,11.8564255286255,3.32115015200473
"1400","20160326","C","C05","WM164",4420,285.2611,"plx",0.5,2,12.1098306542788,3.57455527765799
"1460","20160326","C","C05","WM164",5492,304.0694,"plx",0.5,2,12.4231159101471,3.8878405335263
"1520","20160326","C","C05","WM164",6532,335.7922,"plx",0.5,2,12.6733090755617,4.13803369894089
"1580","20160326","C","C05","WM164",10038,336.5042,"plx",0.5,2,13.2931842307595,4.75790885413871
"1640","20160326","C","C05","WM164",10250,361.2156,"plx",0.5,2,13.3233362892802,4.78806091265937
"1700","20160326","C","C05","WM164",10674,379.9236,"plx",0.5,2,13.3818132959883,4.84653791936751
"1760","20160326","C","C05","WM164",10898,432.8236,"plx",0.5,2,13.4117757755765,4.87650039895573
"1820","20160326","C","C05","WM164",11392,434.0431,"plx",0.5,2,13.4757334309664,4.9404580543456
"1880","20160326","C","C05","WM164",12471,447.2625,"plx",0.5,2,13.6062895333455,5.07101415672473
"1940","20160326","C","C05","WM164",11864,480.52,"plx",0.5,2,13.5343028824546,4.99902750583383
"2000","20160326","C","C05","WM164",10878,505.7247,"plx",0.5,2,13.4091257104653,4.87385033384451
"2060","20160326","C","C05","WM164",10277,530.3719,"plx",0.5,2,13.3271315626828,4.79185618606204
"25","20160326","B","B06","WM164",436,0,"plx",1,1,8.76818432477693,0
