"","Date","CellLine","Row","Cell.Nucleus","Well","Time","drug","conc","rep","l2","nl2"
"555","20160203","WM88","D",3497,"D06",192.0856,"plx",8,3,11.7719020806977,1.75370190188449
"585","20160203","WM88","D",3416,"D06",208.595,"plx",8,3,11.7380922596205,1.71989208080726
"615","20160203","WM88","D",3759,"D06",217.0714,"plx",8,3,11.876133200043,1.85793302122979
"645","20160203","WM88","D",3454,"D06",237.9711,"plx",8,3,11.7540523675289,1.7358521887157
"675","20160203","WM88","D",3751,"D06",244.2717,"plx",8,3,11.8730595476615,1.85485936884824
"705","20160203","WM88","D",3698,"D06",244.7022,"plx",8,3,11.8525295094042,1.83432933059097
"735","20160203","WM88","D",5166,"D06",280.5786,"plx",8,3,12.334831928118,2.31663174930477
"18","20160203","WM88","D",1276,"D07",0,"plx",8,4,10.3174126137649,0
"48","20160203","WM88","D",1547,"D07",16.4683,"plx",8,4,10.595257481449,0.277844867684166
"78","20160203","WM88","D",1511,"D07",21.3894,"plx",8,4,10.5612879451648,0.243875331399959
"108","20160203","WM88","D",1517,"D07",28.7858,"plx",8,4,10.567005370247,0.249592756482164
"138","20160203","WM88","D",1515,"D07",40.4903,"plx",8,4,10.5651020783603,0.247689464595444
"168","20160203","WM88","D",1764,"D07",48.2967,"plx",8,4,10.7846348455575,0.467222231792652
"198","20160203","WM88","D",1812,"D07",68.5892,"plx",8,4,10.8233672400462,0.505954626281365
"228","20160203","WM88","D",1470,"D07",73.92,"plx",8,4,10.5216004397237,0.204187825958858
"258","20160203","WM88","D",1383,"D07",74.2592,"plx",8,4,10.4335854411505,0.116172827385626
"288","20160203","WM88","D",1948,"D07",91.7686,"plx",8,4,10.9277779620823,0.610365348317472
"318","20160203","WM88","D",1513,"D07",98.81,"plx",8,4,10.5631962722167,0.245783658451868
"348","20160203","WM88","D",2206,"D07",113.8211,"plx",8,4,11.1072170755914,0.789804461826513
"378","20160203","WM88","D",2047,"D07",122.5478,"plx",8,4,10.9992953870234,0.681882773258542
"408","20160203","WM88","D",2901,"D07",136.7453,"plx",8,4,11.502334580198,1.18492196643313
"438","20160203","WM88","D",3584,"D07",160.6433,"plx",8,4,11.8073549220576,1.48994230829273
"468","20160203","WM88","D",3874,"D07",161.0481,"plx",8,4,11.9196082386033,1.60219562483838
"498","20160203","WM88","D",4430,"D07",168.0683,"plx",8,4,12.1130909834424,1.79567836967751
"528","20160203","WM88","D",4506,"D07",185.3547,"plx",8,4,12.1376315982354,1.82021898447056
"558","20160203","WM88","D",4564,"D07",192.0856,"plx",8,4,12.1560830762887,1.83867046252381
"588","20160203","WM88","D",5822,"D07",208.595,"plx",8,4,12.5072991241228,2.1898865103579
"618","20160203","WM88","D",6212,"D07",217.0714,"plx",8,4,12.6008421143873,2.28342950062243
"648","20160203","WM88","D",7367,"D07",237.9711,"plx",8,4,12.8468615272867,2.52944891352184
"678","20160203","WM88","D",7153,"D07",244.2717,"plx",8,4,12.8043327261876,2.48692011242275
"708","20160203","WM88","D",6377,"D07",244.7022,"plx",8,4,12.6386621658597,2.32124955209479
"738","20160203","WM88","D",9514,"D07",280.5786,"plx",8,4,13.2158363099625,2.89842369619759
"21","20160203","WM88","D",1191,"D08",0,"plx",8,5,10.2179576978641,0
"51","20160203","WM88","D",1413,"D08",16.4683,"plx",8,5,10.4645457503339,0.246588052469827
"81","20160203","WM88","D",1217,"D08",21.3894,"plx",8,5,10.2491134527137,0.0311557548496157
"111","20160203","WM88","D",1082,"D08",28.7858,"plx",8,5,10.0794847838268,-0.138472914037298
"141","20160203","WM88","D",1271,"D08",40.4903,"plx",8,5,10.311748315005,0.0937906171408454
"171","20160203","WM88","D",1462,"D08",48.2967,"plx",8,5,10.5137275959524,0.295769898088324
"201","20160203","WM88","D",1149,"D08",68.5892,"plx",8,5,10.1661630826461,-0.0517946152180002
"231","20160203","WM88","D",1202,"D08",73.92,"plx",8,5,10.2312211807112,0.0132634828470728
"261","20160203","WM88","D",1101,"D08",74.2592,"plx",8,5,10.1045987535644,-0.113358944299744
"291","20160203","WM88","D",1641,"D08",91.7686,"plx",8,5,10.6803595235137,0.4624018256496
"321","20160203","WM88","D",1713,"D08",98.81,"plx",8,5,10.742309436084,0.524351738219886
"351","20160203","WM88","D",1983,"D08",113.8211,"plx",8,5,10.9534689622288,0.735511264364735
"381","20160203","WM88","D",2065,"D08",122.5478,"plx",8,5,11.0119260663068,0.793968368442695
"411","20160203","WM88","D",2679,"D08",136.7453,"plx",8,5,11.3874788658424,1.16952116797827
"441","20160203","WM88","D",3144,"D08",160.6433,"plx",8,5,11.6183855022586,1.40042780439449
"471","20160203","WM88","D",2602,"D08",161.0481,"plx",8,5,11.3454052467178,1.12744754885368
"501","20160203","WM88","D",3562,"D08",168.0683,"plx",8,5,11.7984718011016,1.5805141032375
"531","20160203","WM88","D",3770,"D08",185.3547,"plx",8,5,11.880348808156,1.66239111029191
"561","20160203","WM88","D",3169,"D08",192.0856,"plx",8,5,11.6298119443822,1.41185424651812
"591","20160203","WM88","D",5032,"D08",208.595,"plx",8,5,12.2969162068793,2.07895850901517
"621","20160203","WM88","D",5814,"D08",217.0714,"plx",8,5,12.5053153561362,2.28735765827212
"651","20160203","WM88","D",5209,"D08",237.9711,"plx",8,5,12.3467907217507,2.12883302388659
"681","20160203","WM88","D",7134,"D08",244.2717,"plx",8,5,12.8004955004668,2.5825378026027
"711","20160203","WM88","D",7134,"D08",244.7022,"plx",8,5,12.8004955004668,2.5825378026027
"741","20160203","WM88","D",8373,"D08",280.5786,"plx",8,5,13.0315289097872,2.81357121192311
"24","20160203","WM88","D",760,"D09",0,"plx",8,6,9.56985560833095,0
"54","20160203","WM88","D",727,"D09",16.4683,"plx",8,6,9.50581155391959,-0.0640440544113545
"84","20160203","WM88","D",527,"D09",21.3894,"plx",8,6,9.04165915163721,-0.528196456693735
"114","20160203","WM88","D",747,"D09",28.7858,"plx",8,6,9.54496443278924,-0.0248911755417112
"144","20160203","WM88","D",860,"D09",40.4903,"plx",8,6,9.74819284958946,0.178337241258511
"174","20160203","WM88","D",935,"D09",48.2967,"plx",8,6,9.868822554775,0.29896694644405
"204","20160203","WM88","D",1269,"D09",68.5892,"plx",8,6,10.3094763538411,0.739620745510157
"234","20160203","WM88","D",1204,"D09",73.92,"plx",8,6,10.2336196767597,0.663764068428753
"264","20160203","WM88","D",1255,"D09",74.2592,"plx",8,6,10.2934716488381,0.723616040507185
"294","20160203","WM88","D",1313,"D09",91.7686,"plx",8,6,10.3586512008929,0.788795592561938
"324","20160203","WM88","D",1345,"D09",98.81,"plx",8,6,10.393390457444,0.823534849113038
"354","20160203","WM88","D",1738,"D09",113.8211,"plx",8,6,10.7632123668144,1.19335675848345
"384","20160203","WM88","D",1869,"D09",122.5478,"plx",8,6,10.8680508537452,1.29819524541421
"414","20160203","WM88","D",2318,"D09",136.7453,"plx",8,6,11.1786648510065,1.60880924267552
"444","20160203","WM88","D",2954,"D09",160.6433,"plx",8,6,11.5284541107648,1.95859850243384
"474","20160203","WM88","D",2988,"D09",161.0481,"plx",8,6,11.5449644327892,1.97510882445829
"504","20160203","WM88","D",4106,"D09",168.0683,"plx",8,6,12.0035179121086,2.43366230377765
"534","20160203","WM88","D",3307,"D09",185.3547,"plx",8,6,11.6913073301911,2.12145172186017
"564","20160203","WM88","D",4303,"D09",192.0856,"plx",8,6,12.0711271249483,2.50127151661736
"594","20160203","WM88","D",5233,"D09",208.595,"plx",8,6,12.3534225436147,2.78356693528377
"624","20160203","WM88","D",3593,"D09",217.0714,"plx",8,6,11.8109732200022,2.24111761167122
"654","20160203","WM88","D",6180,"D09",237.9711,"plx",8,6,12.5933911227917,3.02353551446079
"684","20160203","WM88","D",6719,"D09",244.2717,"plx",8,6,12.7140308149288,3.14417520659783
"714","20160203","WM88","D",5909,"D09",244.7022,"plx",8,6,12.5286982835742,2.95884267524324
"744","20160203","WM88","D",9316,"D09",280.5786,"plx",8,6,13.1854949242109,3.61563931587992
"27","20160203","WM88","D",1026,"D10",0,"plx",8,7,10.0028150156071,0
"57","20160203","WM88","D",908,"D10",16.4683,"plx",8,7,9.82654848729091,-0.176266528316139
"87","20160203","WM88","D",729,"D10",21.3894,"plx",8,7,9.50977500432694,-0.493040011280117
"117","20160203","WM88","D",1243,"D10",28.7858,"plx",8,7,10.2796105810525,0.276795565445431
"147","20160203","WM88","D",869,"D10",40.4903,"plx",8,7,9.7632123668144,-0.239602648792653
"177","20160203","WM88","D",1226,"D10",48.2967,"plx",8,7,10.2597432636908,0.256928248083728
"207","20160203","WM88","D",924,"D10",68.5892,"plx",8,7,9.85174904141606,-0.151065974190995
"237","20160203","WM88","D",1100,"D10",73.92,"plx",8,7,10.103287808412,0.100472792804968
"267","20160203","WM88","D",1426,"D10",74.2592,"plx",8,7,10.4777582664439,0.474943250836835
"297","20160203","WM88","D",954,"D10",91.7686,"plx",8,7,9.89784545600551,-0.104969559601543
"327","20160203","WM88","D",1565,"D10",98.81,"plx",8,7,10.61194694182,0.609131926212926
"357","20160203","WM88","D",1550,"D10",113.8211,"plx",8,7,10.5980525001616,0.595237484554547
"387","20160203","WM88","D",2001,"D10",122.5478,"plx",8,7,10.9665054519057,0.963690436298688
"417","20160203","WM88","D",2346,"D10",136.7453,"plx",8,7,11.1959872980285,1.19317228242146
"447","20160203","WM88","D",2992,"D10",160.6433,"plx",8,7,11.5468944598876,1.54407944428058
"477","20160203","WM88","D",2765,"D10",161.0481,"plx",8,7,11.4330637651221,1.43024874951502
"507","20160203","WM88","D",2930,"D10",168.0683,"plx",8,7,11.5166849493096,1.51386993370256
"537","20160203","WM88","D",3328,"D10",185.3547,"plx",8,7,11.7004397181411,1.69762470253404
"567","20160203","WM88","D",4509,"D10",192.0856,"plx",8,7,12.1385917946375,2.13577677903047
"597","20160203","WM88","D",4481,"D10",208.595,"plx",8,7,12.1296050111525,2.12678999554545
"627","20160203","WM88","D",5530,"D10",217.0714,"plx",8,7,12.4330637651221,2.43024874951502
"657","20160203","WM88","D",3457,"D10",237.9711,"plx",8,7,11.7553048882624,1.75248987265535
"687","20160203","WM88","D",5263,"D10",244.2717,"plx",8,7,12.3616696794928,2.35885466388572
"717","20160203","WM88","D",5730,"D10",244.7022,"plx",8,7,12.4843194236443,2.48150440803721
"747","20160203","WM88","D",7996,"D10",280.5786,"plx",8,7,12.9650627567446,2.96224774113757
"30","20160203","WM88","D",1261,"D11",0,"plx",8,8,10.3003525603282,0
"60","20160203","WM88","D",1313,"D11",16.4683,"plx",8,8,10.3586512008929,0.0582986405646668
"90","20160203","WM88","D",1255,"D11",21.3894,"plx",8,8,10.2934716488381,-0.00688091149008585
"120","20160203","WM88","D",1309,"D11",28.7858,"plx",8,8,10.3542493819452,0.0538968216170215
"150","20160203","WM88","D",1220,"D11",40.4903,"plx",8,8,10.2526654324502,-0.0476871278779711
"180","20160203","WM88","D",1471,"D11",48.2967,"plx",8,8,10.5225815312548,0.222228970926611
"210","20160203","WM88","D",1443,"D11",68.5892,"plx",8,8,10.4948555844912,0.194503024162978
"240","20160203","WM88","D",1218,"D11",73.92,"plx",8,8,10.2502984179063,-0.050054142421887
"270","20160203","WM88","D",1534,"D11",74.2592,"plx",8,8,10.5830827675029,0.282730207174714
"300","20160203","WM88","D",1461,"D11",91.7686,"plx",8,8,10.5127404628035,0.212387902475278
"330","20160203","WM88","D",1607,"D11",98.81,"plx",8,8,10.6501542136751,0.349801653346875
"360","20160203","WM88","D",1813,"D11",113.8211,"plx",8,8,10.8241632097442,0.523810649415939
"390","20160203","WM88","D",2168,"D11",122.5478,"plx",8,8,11.0821490413539,0.781796481025651
"420","20160203","WM88","D",2581,"D11",136.7453,"plx",8,8,11.333714426094,1.03336186576575
"450","20160203","WM88","D",2832,"D11",160.6433,"plx",8,8,11.467605550083,1.16725298975478
"480","20160203","WM88","D",3312,"D11",161.0481,"plx",8,8,11.6934869574993,1.39313439717111
"510","20160203","WM88","D",3813,"D11",168.0683,"plx",8,8,11.8967108157261,1.5963582553979
"540","20160203","WM88","D",3436,"D11",185.3547,"plx",8,8,11.7465143211385,1.44616176081024
"570","20160203","WM88","D",4161,"D11",192.0856,"plx",8,8,12.0227145730448,1.72236201271654
"600","20160203","WM88","D",4769,"D11",208.595,"plx",8,8,12.2194710673944,1.91911850706614
"630","20160203","WM88","D",5329,"D11",217.0714,"plx",8,8,12.37964911776,2.07929655743182
"660","20160203","WM88","D",6115,"D11",237.9711,"plx",8,8,12.5781367834147,2.27778422308653
"690","20160203","WM88","D",6106,"D11",244.2717,"plx",8,8,12.5760118742068,2.27565931387856
"720","20160203","WM88","D",5503,"D11",244.7022,"plx",8,8,12.4260026133294,2.12565005300114
"750","20160203","WM88","D",8276,"D11",280.5786,"plx",8,8,13.01471792986,2.71436536953179
