"Column","Row","Cell Nuclei / mm^2","Evaluated Area [mm^2]","Estimated Total Cell Count","Total Granule Count","Cell Nucleus","Contrast","Size [um^2]","Intensity","Roughness","Granularity","Granule Intensity","Granule Count","Longishness","Compactness"
9,D,1.075968e+002,1.369000e+001,1.700000e+003,8.527000e+003,1473,2.427954e-001,3.435206e+002,1.258863e+002,3.191573e+001,8.896387e-001,1.503899e+002,5.788866e+000,1.439512e+000,7.501551e-001
10,B,9.269540e+001,1.369000e+001,1.520000e+003,7.374000e+003,1269,2.535969e-001,3.340997e+002,1.260225e+002,3.095949e+001,9.161823e-001,1.501269e+002,5.810875e+000,1.429199e+000,7.605650e-001
10,C,9.422936e+001,1.369000e+001,1.576000e+003,7.762000e+003,1290,2.680953e-001,3.218030e+002,1.292385e+002,3.483434e+001,9.813780e-001,1.543014e+002,6.017054e+000,1.425438e+000,7.572998e-001
10,D,9.934259e+001,1.369000e+001,1.622000e+003,8.124000e+003,1360,2.603903e-001,3.228231e+002,1.295503e+002,3.309875e+001,9.691387e-001,1.538938e+002,5.973529e+000,1.431816e+000,7.612018e-001
11,B,9.576333e+001,1.369000e+001,1.542000e+003,7.676000e+003,1311,2.660991e-001,3.185480e+002,1.287055e+002,3.575369e+001,9.651023e-001,1.545237e+002,5.855072e+000,1.422285e+000,7.563728e-001
11,C,9.715121e+001,1.369000e+001,1.548000e+003,7.728000e+003,1330,2.741007e-001,3.125311e+002,1.291347e+002,3.664767e+001,9.803717e-001,1.549554e+002,5.810526e+000,1.403570e+000,7.602534e-001
11,D,8.049671e+001,1.369000e+001,1.342000e+003,6.489000e+003,1102,2.622216e-001,3.194705e+002,1.309348e+002,3.505328e+001,9.705266e-001,1.565401e+002,5.888385e+000,1.397079e+000,7.657701e-001





3
Timespan (h):, 28.5581
2,B,3.206720e+001,1.369000e+001,6.940000e+002,1.820000e+003,439,1.974567e-001,2.753579e+002,1.190906e+002,2.509092e+001,7.904032e-001,1.394191e+002,4.145786e+000,1.388723e+000,7.289572e-001
2,C,3.747261e+001,1.369000e+001,8.330000e+002,2.032000e+003,513,1.856786e-001,2.850725e+002,1.202050e+002,2.335153e+001,7.226897e-001,1.398381e+002,3.961014e+000,1.382698e+000,7.198537e-001
2,D,3.235939e+001,1.369000e+001,7.360000e+002,1.738000e+003,443,1.883124e-001,2.802300e+002,1.196162e+002,2.353453e+001,7.339699e-001,1.385229e+002,3.923251e+000,1.380317e+000,7.255917e-001
3,B,4.463112e+001,1.369000e+001,7.950000e+002,2.230000e+003,611,2.126746e-001,2.326446e+002,1.213641e+002,3.279258e+001,8.185068e-001,1.439870e+002,3.649755e+000,1.376363e+000,7.605989e-001
3,C,4.536158e+001,1.369000e+001,1.082000e+003,2.425000e+003,621,2.127522e-001,2.448806e+002,1.223772e+002,3.029874e+001,8.235792e-001,1.445712e+002,3.904992e+000,1.388756e+000,7.559562e-001
3,D,4.324324e+001,1.369000e+001,7.640000e+002,2.349000e+003,592,2.201004e-001,2.345228e+002,1.244668e+002,3.175790e+001,8.837026e-001,1.474416e+002,3.967905e+000,1.340322e+000,7.729476e-001
4,B,4.265888e+001,1.369000e+001,7.450000e+002,2.138000e+003,584,2.159790e-001,2.491297e+002,1.214982e+002,3.168073e+001,7.697470e-001,1.454993e+002,3.660959e+000,1.325609e+000,7.632516e-001
4,C,4.653031e+001,1.369000e+001,8.080000e+002,2.385000e+003,637,2.217277e-001,2.437463e+002,1.228272e+002,3.356791e+001,8.055880e-001,1.482575e+002,3.744113e+000,1.341450e+000,7.648520e-001
4,D,4.287801e+001,1.369000e+001,7.340000e+002,2.307000e+003,587,2.203366e-001,2.309280e+002,1.249277e+002,3.411036e+001,8.874108e-001,1.494369e+002,3.930153e+000,1.377989e+000,7.673303e-001
5,B,4.506939e+001,1.369000e+001,8.500000e+002,2.477000e+003,617,2.326987e-001,2.444520e+002,1.260549e+002,3.746235e+001,8.567909e-001,1.523860e+002,4.014587e+000,1.349361e+000,7.634557e-001
5,C,4.726077e+001,1.369000e+001,8.100000e+002,2.615000e+003,647,2.353492e-001,2.354443e+002,1.241312e+002,3.514693e+001,8.936508e-001,1.494196e+002,4.041731e+000,1.368212e+000,7.661469e-001
5,D,4.755296e+001,1.369000e+001,8.290000e+002,2.349000e+003,651,2.212741e-001,2.420197e+002,1.234135e+002,3.414518e+001,7.791634e-001,1.487719e+002,3.608295e+000,1.354127e+000,7.646776e-001
6,B,3.893353e+001,1.369000e+001,6.390000e+002,2.078000e+003,533,2.329845e-001,2.375313e+002,1.238816e+002,3.601234e+001,8.585389e-001,1.489540e+002,3.898687e+000,1.321976e+000,7.781453e-001
6,C,4.747991e+001,1.369000e+001,7.790000e+002,2.692000e+003,650,2.386418e-001,2.351105e+002,1.249016e+002,3.613902e+001,9.209678e-001,1.496549e+002,4.141538e+000,1.360659e+000,7.743407e-001
6,D,4.338934e+001,1.369000e+001,7.590000e+002,2.411000e+003,594,2.296635e-001,2.324812e+002,1.252508e+002,3.415164e+001,9.145753e-001,1.495079e+002,4.058923e+000,1.363424e+000,7.784242e-001
7,B,1.124178e+002,1.369000e+001,1.785000e+003,9.234000e+003,1539,2.499743e-001,3.280106e+002,1.329811e+002,3.573123e+001,9.642052e-001,1.584617e+002,6.000000e+000,1.448490e+000,7.431363e-001
7,C,1.105186e+002,1.369000e+001,1.745000e+003,8.786000e+003,1513,2.448856e-001,3.270778e+002,1.322113e+002,3.393648e+001,9.382781e-001,1.575540e+002,5.807006e+000,1.444745e+000,7.515139e-001
7,D,1.057706e+002,1.369000e+001,1.735000e+003,8.652000e+003,1448,2.541728e-001,3.204532e+002,1.349760e+002,3.716243e+001,9.823618e-001,1.611087e+002,5.975138e+000,1.456707e+000,7.419427e-001
8,B,1.084003e+002,1.369000e+001,1.768000e+003,8.926000e+003,1484,2.480018e-001,3.416496e+002,1.309683e+002,3.172144e+001,9.253475e-001,1.552409e+002,6.014825e+000,1.469613e+000,7.458044e-001
