"","Date","Row","Well","CellLine","Cell.Nucleus","Time","drug","conc","rep","l2","nl2"
"266","20150227","C","C06","A375",1051,96.0494,"plx",8,14,10.0375469539622,2.58633584212985
"326","20150227","C","C06","A375",1293,120.4186,"plx",8,14,10.3365065598103,2.88529544797793
"386","20150227","C","C06","A375",1546,142.0008,"plx",8,14,10.5943246039248,3.14311349209252
"27","20150227","D","D06","A375",221,0,"plx",8,15,7.78790255939143,0
"87","20150227","D","D06","A375",365,25.9614,"plx",8,15,8.51175265376738,0.723850094375948
"147","20150227","D","D06","A375",406,40.2572,"plx",8,15,8.66533591718518,0.877433357793745
"207","20150227","D","D06","A375",869,70.355,"plx",8,15,9.7632123668144,1.97530980742297
"267","20150227","D","D06","A375",1227,96.0494,"plx",8,15,10.2609195336629,2.47301697427147
"327","20150227","D","D06","A375",1525,120.4186,"plx",8,15,10.5745935273376,2.78669096794618
"387","20150227","D","D06","A375",1725,142.0008,"plx",8,15,10.7523806465529,2.96447808716146
"31","20150227","B","B07","A375",220,0,"plx",8,16,7.78135971352466,0
"91","20150227","B","B07","A375",297,25.9614,"plx",8,16,8.21431912080077,0.432959407276106
"151","20150227","B","B07","A375",424,40.2572,"plx",8,16,8.7279204545632,0.946560741038539
"211","20150227","B","B07","A375",809,70.355,"plx",8,16,9.65999589242998,1.87863617890532
"271","20150227","B","B07","A375",1066,96.0494,"plx",8,16,10.0579917227592,2.27663200923452
"331","20150227","B","B07","A375",1228,120.4186,"plx",8,16,10.2620948453702,2.48073513184552
"391","20150227","B","B07","A375",1329,142.0008,"plx",8,16,10.3761253892762,2.59476567575151
"32","20150227","C","C07","A375",214,0,"plx",8,17,7.74146698640115,0
"92","20150227","C","C07","A375",299,25.9614,"plx",8,17,8.2240016741981,0.482534687796957
"152","20150227","C","C07","A375",415,40.2572,"plx",8,17,8.69696752623429,0.95550053983314
"212","20150227","C","C07","A375",886,70.355,"plx",8,17,9.79116288855502,2.04969590215387
"272","20150227","C","C07","A375",1220,96.0494,"plx",8,17,10.2526654324502,2.5111984460491
"332","20150227","C","C07","A375",1583,120.4186,"plx",8,17,10.6284455401372,2.88697855373603
"392","20150227","C","C07","A375",1888,142.0008,"plx",8,17,10.8826430493618,3.14117606296069
"33","20150227","D","D07","A375",257,0,"plx",8,18,8.00562454919388,0
"93","20150227","D","D07","A375",358,25.9614,"plx",8,18,8.48381577726426,0.478191228070378
"153","20150227","D","D07","A375",446,40.2572,"plx",8,18,8.8008998999203,0.795275350726426
"213","20150227","D","D07","A375",1070,70.355,"plx",8,18,10.0633950812885,2.05777053209463
"273","20150227","D","D07","A375",1536,96.0494,"plx",8,18,10.5849625007212,2.57933795152728
"333","20150227","D","D07","A375",1936,120.4186,"plx",8,18,10.9188632372746,2.91323868808072
"393","20150227","D","D07","A375",2168,142.0008,"plx",8,18,11.0821490413539,3.07652449215999
