"","x","N","y","sd","se","ci"
"55",0.589048622548086,2000,-1.51282063451121,0.415890497208611,0.00929959422954641,0.0182379124302849
"56",0.687223392972768,2000,-1.24451021269579,0.342129105944191,0.00765023937972439,0.0150032778241912
"57",0.785398163397448,2000,-0.996996461645518,0.274084940864751,0.00612872559382593,0.0120193589021674
"58",0.883572933822129,2000,-0.772663074087796,0.212413304476728,0.00474970588135325,0.00931489243460839
"59",0.981747704246811,2000,-0.573670503177905,0.157708128351686,0.00352646095598631,0.00691592391200859
"60",1.07992247467149,2000,-0.401935156154116,0.1104962532406,0.00247077133505013,0.00484555671265027
"61",1.17809724509617,2000,-0.259110938288355,0.0712323553094257,0.00159280388669294,0.00312372960444105
"62",1.27627201552085,2000,-0.146573324874327,0.0402945673590702,0.00090101391738825,0.00176702472367941
"63",1.37444678594553,2000,-0.0654061146485314,0.0179808371998112,0.000402063742711347,0.00078850788001745
"64",1.47262155637022,2000,-0.0163909922159495,0.00450605825100753,0.000100758525598267,0.000197602725571332
"65",1.5707963267949,4000,0,0,0,0
"66",1.66897109721958,2000,-0.0209893116019561,0.00288760407936348,6.45687901356244e-05,0.000126629174473175
"67",1.76714586764426,2000,-0.0837551078631741,0.0115226071116449,0.000257653327796605,0.000505297189719983
"68",1.86532063806894,2000,-0.187692919854382,0.0258218492972703,0.000577394103334515,0.00113235726575259
"69",1.96349540849362,2000,-0.331801769627919,0.0456476211172315,0.00102071183829284,0.00200177047125292
"70",2.0616701789183,2000,-0.514693810182553,0.0708089895510325,0.00158333714054181,0.00310516388178237
"71",2.15984494934298,2000,-0.734607691188785,0.101063636866053,0.00225985162085849,0.00443191121562136
"72",2.25801971976766,2000,-0.98942552175537,0.136120194269777,0.00304374007497699,0.00596923517067118
"73",2.35619449019234,2000,-1.27669326687635,0.175641047950543,0.00392745322856713,0.00770233047685789
"74",2.45436926061703,2000,-1.5936443811297,0.219245590483108,0.00490248044087311,0.00961450647897669
"75",2.55254403104171,2000,-1.93722645202204,0.266513886286217,0.0059594316668363,0.0116873478768254
"76",2.65071880146639,2000,-2.30413059638963,0.316990715831806,0.00708812788836238,0.0139008920746124
"77",2.74889357189107,2000,-2.69082332675198,0.370189959657911,0.00827769914382994,0.0162338214316667
"78",2.84706834231575,2000,-3.09358058072797,0.42559927996482,0.00951668921176302,0.0186636685629709
"79",2.94524311274043,2000,-3.5085235857923,0.482685054708162,0.0107931659405066,0.021167032712361
"80",3.04341788316511,2000,-3.93165621397527,0.540897516670901,0.0120948361613696,0.0237198051146002
"81",3.14159265358979,2000,-4.35890346675966,0.599676048022166,0.0134091640785599,0.0262974011759678
"82",3.23976742401447,2000,-4.78615071954405,0.658454579373431,0.0147234919957502,0.0288749972373354
"83",3.33794219443916,2000,-5.20928334772702,0.716667041336169,0.0160251622166133,0.0314277696395747
"84",3.43611696486384,2000,-5.62422635279134,0.773752816079511,0.0173016389453568,0.0339311337889648
"85",3.53429173528852,2000,-6.02698360676733,0.82916213638642,0.0185406290132899,0.036360980920269
"86",3.6324665057132,2000,-6.41367633712969,0.882361380212525,0.0197302002687574,0.0386939102773232
"87",3.73064127613788,2000,-6.78058048149727,0.932838209758114,0.0208588964902835,0.0409074544751102
"88",3.82881604656256,2000,-7.12416255238962,0.980106505561223,0.0219158477162467,0.042980295872959
"89",3.92699081698724,2000,-7.44111366664296,1.02371104809379,0.0228908749285527,0.0448924718750778
"90",4.02516558741192,2000,-7.72838141176395,1.06323190177455,0.0237745880821428,0.0466255671812645
"91",4.1233403578366,2000,-7.98319924233053,1.09828845917828,0.0245584765362613,0.0481628911363143
"92",4.22151512826128,2000,-8.20311312333676,1.1285431064933,0.025234991016578,0.0494896384701533
"93",4.31968989868597,2000,-8.3860051638914,1.1537044749271,0.025797616318827,0.0505930318806828
"94",4.41786466911065,2000,-8.53011401366493,1.17353024674706,0.0262409340537853,0.0514624450861831
"95",4.51603943953533,2000,-8.63405182565614,1.18782948893269,0.0265606748293232,0.0520895051622157
"96",4.61421420996001,2000,-8.69681762191736,1.19646449196497,0.0267537593669842,0.0524681731774625
"97",4.71238898038469,2000,-8.71780693351931,1.19935209604433,0.0268183281571198,0.0525948023519357
"98",4.81056375080937,2000,-8.69681762191736,1.19646449196497,0.0267537593669842,0.0524681731774625
"99",4.90873852123405,2000,-8.63405182565614,1.18782948893269,0.0265606748293232,0.0520895051622157
"100",5.00691329165873,2000,-8.53011401366493,1.17353024674706,0.0262409340537853,0.0514624450861831
"101",5.10508806208341,2000,-8.3860051638914,1.1537044749271,0.025797616318827,0.0505930318806828
"102",5.20326283250809,2000,-8.20311312333676,1.1285431064933,0.025234991016578,0.0494896384701533
"103",5.30143760293278,2000,-7.98319924233053,1.09828845917828,0.0245584765362613,0.0481628911363143
"104",5.39961237335746,2000,-7.72838141176395,1.06323190177455,0.0237745880821428,0.0466255671812645
"105",5.49778714378214,2000,-7.44111366664296,1.02371104809379,0.0228908749285527,0.0448924718750778
"106",5.59596191420682,2000,-7.12416255238962,0.980106505561223,0.0219158477162467,0.042980295872959
"107",5.6941366846315,2000,-6.78058048149727,0.932838209758114,0.0208588964902835,0.0409074544751102
"108",5.79231145505618,2000,-6.41367633712969,0.882361380212525,0.0197302002687574,0.0386939102773232
"109",5.89048622548086,2000,-6.02698360676733,0.829162136386421,0.0185406290132899,0.036360980920269
"110",5.98866099590554,2000,-5.62422635279134,0.773752816079511,0.0173016389453568,0.0339311337889648
"111",6.08683576633022,2000,-5.20928334772702,0.716667041336169,0.0160251622166133,0.0314277696395747
"112",6.18501053675491,2000,-4.78615071954405,0.65845457937343,0.0147234919957502,0.0288749972373354
"113",6.28318530717959,2000,-4.35890346675966,0.599676048022166,0.0134091640785599,0.0262974011759678
"114",6.38136007760427,2000,-3.93165621397527,0.540897516670901,0.0120948361613696,0.0237198051146003
"115",6.47953484802895,2000,-3.5085235857923,0.482685054708162,0.0107931659405066,0.021167032712361
"116",6.57770961845363,2000,-3.09358058072797,0.42559927996482,0.00951668921176302,0.0186636685629709
"117",6.67588438887831,2000,-2.69082332675198,0.370189959657911,0.00827769914382993,0.0162338214316667
"118",6.77405915930299,2000,-2.30413059638963,0.316990715831806,0.00708812788836238,0.0139008920746124
"119",6.87223392972767,2000,-1.93722645202204,0.266513886286217,0.0059594316668363,0.0116873478768254
"120",6.97040870015235,2000,-1.5936443811297,0.219245590483108,0.0049024804408731,0.00961450647897668
"121",7.06858347057703,2000,-1.27669326687635,0.175641047950543,0.00392745322856713,0.00770233047685789
"122",7.16675824100172,2000,-0.98942552175537,0.136120194269777,0.00304374007497699,0.00596923517067118
"123",7.2649330114264,2000,-0.734607691188784,0.101063636866053,0.00225985162085848,0.00443191121562136
"124",7.36310778185108,2000,-0.514693810182553,0.0708089895510325,0.00158333714054181,0.00310516388178237
"125",7.46128255227576,2000,-0.331801769627919,0.0456476211172315,0.00102071183829284,0.00200177047125292
"126",7.55945732270044,2000,-0.187692919854381,0.0258218492972702,0.000577394103334514,0.00113235726575259
"127",7.65763209312512,2000,-0.0837551078631736,0.0115226071116449,0.000257653327796604,0.000505297189719981
"128",7.7558068635498,2000,-0.0209893116019561,0.00288760407936348,6.45687901356244e-05,0.000126629174473175
"129",7.85398163397448,4000,0,0,0,0
"130",7.95215640439916,2000,-0.00960318312265175,0.000195450216107613,4.37039969433647e-06,8.57101556726096e-06
"131",8.05033117482385,2000,-0.0383202485875026,0.000779918572005411,1.74395094391866e-05,3.42015187037388e-05
"132",8.14850594524853,2000,-0.0858746353557801,0.00174777631792314,3.90814665634043e-05,7.66446736531686e-05
"133",8.24668071567321,2000,-0.151808368687035,0.0030897024546828,6.90878471891869e-05,0.000135491729631601
"134",8.34485548609789,2000,-0.235486470686241,0.00479277350001592,0.000107169673467952,0.000210175957320889
"135",8.44303025652257,2000,-0.336103075488042,0.0068405879487626,0.00015296019659499,0.000299978106781833
"136",8.54120502694725,2000,-0.452689190185568,0.00921342422833221,0.000206018428800944,0.000404033334224278
"137",8.63937979737193,2000,-0.584122026761826,0.0118884306282282,0.000265833390305087,0.000521339530925577
"138",8.73755456779661,2000,-0.729135815152091,0.0148398453745123,0.000331829030329954,0.000650766974085409
"139",8.83572933822129,2000,-0.886333993301564,0.0180392447297705,0.000403369774785216,0.000791069206673906
"140",8.93390410864597,2000,-1.0542026568214,0.0214558167292419,0.00047976664719362,0.000940895041494237
"141",9.03207887907065,2000,-1.23112513871556,0.0250566579168834,0.000560283903911096,0.00109880157385395
"142",9.13025364949534,2000,-1.41539757876773,0.0288070902236381,0.000644146119740244,0.00126326807752594
"143",9.22842841992002,2000,-1.60524533264665,0.032670994936197,0.000730545655698879,0.00143271065017329
"144",9.3266031903447,2000,-1.79884006270112,0.036611160539953,0.000818650437024929,0.00160549746719469
"145",9.42477796076938,2000,-1.99431734585109,0.0405896410862285,0.000907611966511252,0.00177996449708734
"146",9.52295273119406,2000,-2.18979462900105,0.0445681216325037,0.000996573495997572,0.00195443152697998
"147",9.62112750161874,2000,-2.38338935905552,0.0485082872362597,0.00108467827732362,0.00212721834400138
"148",9.71930227204342,2000,-2.57323711293444,0.0523721919488186,0.00117107781328226,0.00229666091664873
"149",9.8174770424681,2000,-2.75750955298661,0.0561226242555733,0.0012549400291114,0.00246112742032072
"150",9.91565181289278,2000,-2.93443203488077,0.0597234654432149,0.00133545728582888,0.00261903395268043
"151",10.0138265833175,2000,-3.10230069840061,0.0631400374426863,0.00141185415823728,0.00276885978750076
"152",10.1120013537421,2000,-3.25949887655008,0.0663394367979444,0.00148339490269255,0.00290916202008926
"153",10.2101761241668,2000,-3.40451266494035,0.0692908515442286,0.00154939054271741,0.00303858946324909
"154",10.3083508945915,2000,-3.5359455015166,0.0719658579441246,0.00160920550422156,0.00315589565995039
"155",10.4065256650162,2000,-3.65253161621413,0.0743386942236942,0.00166226373642751,0.00325995088739284
"156",10.5047004354409,2000,-3.75314822101593,0.0763865086724408,0.00170805425955455,0.00334975303685378
"157",10.6028752058656,2000,-3.83682632301514,0.0780895797177739,0.00174613608583331,0.00342443726454307
"158",10.7010499762902,2000,-3.90276005634639,0.0794315058545336,0.0017761424664591,0.0034832843205215
"159",10.7992247467149,2000,-3.95031444311467,0.0803993636004514,0.00179778442358331,0.00352572747547093
"160",10.8973995171396,2000,-3.97903150857952,0.0809838319563491,0.00181085353332816,0.00355135797860741
"161",10.9955742875643,2000,-3.98863469170217,0.0811792821724567,0.0018152239330225,0.00355992899417467
"162",11.093749057989,2000,-3.97903150857952,0.0809838319563491,0.00181085353332816,0.00355135797860741
"163",11.1919238284136,2000,-3.95031444311467,0.0803993636004514,0.00179778442358331,0.00352572747547093
"164",11.2900985988383,2000,-3.90276005634639,0.0794315058545336,0.0017761424664591,0.0034832843205215
"165",11.388273369263,2000,-3.83682632301514,0.0780895797177739,0.00174613608583331,0.00342443726454307
"166",11.4864481396877,2000,-3.75314822101593,0.0763865086724408,0.00170805425955455,0.00334975303685378
"167",11.5846229101124,2000,-3.65253161621413,0.0743386942236941,0.00166226373642751,0.00325995088739284
"168",11.682797680537,2000,-3.5359455015166,0.0719658579441245,0.00160920550422156,0.00315589565995039
"169",11.7809724509617,2000,-3.40451266494035,0.0692908515442285,0.00154939054271741,0.00303858946324909
"170",11.8791472213864,2000,-3.25949887655008,0.0663394367979444,0.00148339490269255,0.00290916202008926
"171",11.9773219918111,2000,-3.10230069840061,0.0631400374426863,0.00141185415823728,0.00276885978750076
"172",12.0754967622358,2000,-2.93443203488077,0.0597234654432149,0.00133545728582888,0.00261903395268043
"173",12.1736715326604,2000,-2.75750955298662,0.0561226242555733,0.00125494002911141,0.00246112742032072
"174",12.2718463030851,2000,-2.57323711293444,0.0523721919488186,0.00117107781328226,0.00229666091664873
"175",12.3700210735098,2000,-2.38338935905552,0.0485082872362597,0.00108467827732362,0.00212721834400138
"176",12.4681958439345,2000,-2.18979462900105,0.0445681216325037,0.000996573495997572,0.00195443152697998
"177",12.5663706143592,2000,-1.99431734585109,0.0405896410862284,0.00090761196651125,0.00177996449708733
"178",12.6645453847839,2000,-1.79884006270112,0.036611160539953,0.000818650437024929,0.00160549746719469
"179",12.7627201552085,2000,-1.60524533264665,0.032670994936197,0.000730545655698879,0.00143271065017329
"180",12.8608949256332,2000,-1.41539757876773,0.0288070902236381,0.000644146119740244,0.00126326807752594
"181",12.9590696960579,2000,-1.23112513871556,0.0250566579168834,0.000560283903911096,0.00109880157385395
"182",13.0572444664826,2000,-1.0542026568214,0.0214558167292419,0.00047976664719362,0.000940895041494237
"183",13.1554192369073,2000,-0.886333993301564,0.0180392447297705,0.000403369774785216,0.000791069206673905
"184",13.2535940073319,2000,-0.72913581515209,0.0148398453745123,0.000331829030329953,0.000650766974085408
"185",13.3517687777566,2000,-0.584122026761826,0.0118884306282282,0.000265833390305087,0.000521339530925577
"186",13.4499435481813,2000,-0.452689190185568,0.00921342422833221,0.000206018428800944,0.000404033334224278
"187",13.548118318606,2000,-0.336103075488042,0.0068405879487626,0.00015296019659499,0.000299978106781833
"188",13.6462930890307,2000,-0.235486470686241,0.00479277350001592,0.000107169673467952,0.000210175957320889
"189",13.7444678594553,2000,-0.151808368687035,0.0030897024546828,6.90878471891869e-05,0.000135491729631601
"190",13.84264262988,2000,-0.0858746353557799,0.00174777631792313,3.90814665634041e-05,7.66446736531683e-05
"191",13.9408174003047,2000,-0.0383202485875023,0.000779918572005395,1.74395094391863e-05,3.42015187037381e-05
"192",14.0389921707294,2000,-0.00960318312265175,0.000195450216107613,4.37039969433647e-06,8.57101556726096e-06
"193",14.1371669411541,2000,0,0,0,0
