"","X","Date","CellLine","Row","Cell.Nucleus","Well","Time","drug","conc","rep","l2","nl2"
"1",1,20151031,"SKMEL5 Subclone03","B",429,"B02",0,"plx",0,1,8.74483383749955,0
"2",61,20151031,"SKMEL5 Subclone03","B",577,"B02",16.9122,"plx",0,1,9.17242750864548,0.427593671145937
"3",121,20151031,"SKMEL5 Subclone03","B",714,"B02",25.3178,"plx",0,1,9.4797802640291,0.734946426529554
"4",181,20151031,"SKMEL5 Subclone03","B",986,"B02",39.2389,"plx",0,1,9.94544383637791,1.20060999887837
"5",241,20151031,"SKMEL5 Subclone03","B",3129,"B02",86.4383,"plx",0,1,11.6114859432409,2.86665210574138
"6",301,20151031,"SKMEL5 Subclone03","B",3459,"B02",94.5472,"plx",0,1,11.7561392983729,3.01130546087338
"7",361,20151031,"SKMEL5 Subclone03","B",5340,"B02",111.5292,"plx",0,1,12.3826240265749,3.63779018907537
"8",421,20151031,"SKMEL5 Subclone03","B",6533,"B02",119.1372,"plx",0,1,12.6735299244011,3.9286960869016
"9",481,20151031,"SKMEL5 Subclone03","B",9143,"B02",135.4592,"plx",0,1,13.1584519045384,4.41361806703884
"10",541,20151031,"SKMEL5 Subclone03","B",10330,"B02",142.0622,"plx",0,1,13.3345526337524,4.58971879625288
"11",601,20151031,"SKMEL5 Subclone03","B",13802,"B02",160.9006,"plx",0,1,13.752589717641,5.00775588014145
"12",661,20151031,"SKMEL5 Subclone03","B",16214,"B02",184.6306,"plx",0,1,13.9849524277324,5.24011859023282
"13",721,20151031,"SKMEL5 Subclone03","B",15676,"B02",190.7478,"plx",0,1,13.9362698576022,5.19143602010266
"14",781,20151031,"SKMEL5 Subclone03","B",17296,"B02",208.5317,"plx",0,1,14.0781508077346,5.3333169702351
"15",841,20151031,"SKMEL5 Subclone03","B",17280,"B02",232.6903,"plx",0,1,14.0768155970508,5.33198175955129
"16",901,20151031,"SKMEL5 Subclone03","B",14917,"B02",256.2172,"plx",0,1,13.8646697998403,5.11983596234076
"17",2,20151031,"SKMEL5 Subclone03","C",350,"C02",0,"plx",0,2,8.45121111183233,0
"18",62,20151031,"SKMEL5 Subclone03","C",457,"C02",16.9122,"plx",0,2,8.83605035505807,0.384839243225741
"19",122,20151031,"SKMEL5 Subclone03","C",568,"C02",25.3178,"plx",0,2,9.14974711950468,0.698536007672352
"20",182,20151031,"SKMEL5 Subclone03","C",743,"C02",39.2389,"plx",0,2,9.5372184005386,1.08600728870627
"21",242,20151031,"SKMEL5 Subclone03","C",2314,"C02",86.4383,"plx",0,2,11.1761731491075,2.72496203727516
"22",302,20151031,"SKMEL5 Subclone03","C",2533,"C02",94.5472,"plx",0,2,11.3066313617125,2.85542024988017
"23",362,20151031,"SKMEL5 Subclone03","C",3823,"C02",111.5292,"plx",0,2,11.9004894848346,3.44927837300232
"24",422,20151031,"SKMEL5 Subclone03","C",4635,"C02",119.1372,"plx",0,2,12.1783536235129,3.72714251168056
"25",482,20151031,"SKMEL5 Subclone03","C",6586,"C02",135.4592,"plx",0,2,12.6851867965953,4.23397568476302
"26",542,20151031,"SKMEL5 Subclone03","C",7519,"C02",142.0622,"plx",0,2,12.8763250860632,4.42511397423091
"27",602,20151031,"SKMEL5 Subclone03","C",11287,"C02",160.9006,"plx",0,2,13.462374459083,5.01116334725071
"28",662,20151031,"SKMEL5 Subclone03","C",14576,"C02",184.6306,"plx",0,2,13.8313072438021,5.38009613196972
"29",722,20151031,"SKMEL5 Subclone03","C",15271,"C02",190.7478,"plx",0,2,13.8985069176373,5.44729580580496
"30",782,20151031,"SKMEL5 Subclone03","C",17457,"C02",208.5317,"plx",0,2,14.0915180314725,5.64030691964015
"31",842,20151031,"SKMEL5 Subclone03","C",16954,"C02",232.6903,"plx",0,2,14.0493380717519,5.5981269599196
"32",902,20151031,"SKMEL5 Subclone03","C",17295,"C02",256.2172,"plx",0,2,14.0780673932603,5.62685628142796
"33",7,20151031,"SKMEL5 Subclone03","B",421,"B03",0,"plx",0.125,1,8.7176764230664,0
"34",67,20151031,"SKMEL5 Subclone03","B",571,"B03",16.9122,"plx",0.125,1,9.15734693536284,0.439670512296448
"35",127,20151031,"SKMEL5 Subclone03","B",711,"B03",25.3178,"plx",0.125,1,9.47370574961942,0.756029326553021
"36",187,20151031,"SKMEL5 Subclone03","B",1010,"B03",39.2389,"plx",0.125,1,9.98013957763916,1.26246315457276
"37",247,20151031,"SKMEL5 Subclone03","B",3517,"B03",86.4383,"plx",0.125,1,11.7801296196253,3.06245319655891
"38",307,20151031,"SKMEL5 Subclone03","B",4152,"B03",94.5472,"plx",0.125,1,12.0195907283579,3.30191430529149
"39",367,20151031,"SKMEL5 Subclone03","B",6224,"B03",111.5292,"plx",0.125,1,12.6036263449862,3.8859499219198
"40",427,20151031,"SKMEL5 Subclone03","B",7655,"B03",119.1372,"plx",0.125,1,12.9021866623871,4.18451023932075
"41",487,20151031,"SKMEL5 Subclone03","B",11058,"B03",135.4592,"plx",0.125,1,13.4328028563519,4.71512643328547
"42",547,20151031,"SKMEL5 Subclone03","B",12749,"B03",142.0622,"plx",0.125,1,13.6380964696438,4.92042004657737
"43",607,20151031,"SKMEL5 Subclone03","B",17501,"B03",160.9006,"plx",0.125,1,14.0951497389683,5.37747331590195
"44",667,20151031,"SKMEL5 Subclone03","B",21168,"B03",184.6306,"plx",0.125,1,14.3695973462787,5.65192092321228
"45",727,20151031,"SKMEL5 Subclone03","B",21417,"B03",190.7478,"plx",0.125,1,14.3864687873576,5.6687923642912
"46",787,20151031,"SKMEL5 Subclone03","B",21123,"B03",208.5317,"plx",0.125,1,14.3665271279655,5.64885070489909
"47",847,20151031,"SKMEL5 Subclone03","B",22442,"B03",232.6903,"plx",0.125,1,14.4539136322122,5.73623720914576
"48",907,20151031,"SKMEL5 Subclone03","B",19187,"B03",256.2172,"plx",0.125,1,14.2278415348834,5.51016511181698
"49",8,20151031,"SKMEL5 Subclone03","C",440,"C03",0,"plx",0.125,2,8.78135971352466,0
"50",68,20151031,"SKMEL5 Subclone03","C",584,"C03",16.9122,"plx",0.125,2,9.18982455888002,0.408464845355358
"51",128,20151031,"SKMEL5 Subclone03","C",708,"C03",25.3178,"plx",0.125,2,9.467605550083,0.686245836558337
"52",188,20151031,"SKMEL5 Subclone03","C",1010,"C03",39.2389,"plx",0.125,2,9.98013957763916,1.1987798641145
"53",248,20151031,"SKMEL5 Subclone03","C",3653,"C03",86.4383,"plx",0.125,2,11.834866038362,3.05350632483736
"54",308,20151031,"SKMEL5 Subclone03","C",4287,"C03",94.5472,"plx",0.125,2,12.065752701817,3.28439298829231
"55",368,20151031,"SKMEL5 Subclone03","C",6543,"C03",111.5292,"plx",0.125,2,12.6757365553619,3.89437684183725
"56",428,20151031,"SKMEL5 Subclone03","C",7796,"C03",119.1372,"plx",0.125,2,12.9285183752579,4.14715866173323
"57",488,20151031,"SKMEL5 Subclone03","C",11524,"C03",135.4592,"plx",0.125,2,13.4923539451599,4.71099423163521
"58",548,20151031,"SKMEL5 Subclone03","C",12345,"C03",142.0622,"plx",0.125,2,13.5916392160301,4.81027950250548
"59",608,20151031,"SKMEL5 Subclone03","C",17875,"C03",160.9006,"plx",0.125,2,14.1256556214405,5.34429590791582
"60",668,20151031,"SKMEL5 Subclone03","C",21863,"C03",184.6306,"plx",0.125,2,14.4162037580599,5.63484404453521
"61",728,20151031,"SKMEL5 Subclone03","C",19874,"C03",190.7478,"plx",0.125,2,14.2785946496905,5.49723493616587
"62",788,20151031,"SKMEL5 Subclone03","C",22235,"C03",208.5317,"plx",0.125,2,14.4405447842389,5.65918507071421
"63",848,20151031,"SKMEL5 Subclone03","C",21256,"C03",232.6903,"plx",0.125,2,14.3755825124905,5.59422279896585
"64",908,20151031,"SKMEL5 Subclone03","C",20818,"C03",256.2172,"plx",0.125,2,14.34554385411,5.56418414058536
"65",13,20151031,"SKMEL5 Subclone03","B",428,"B04",0,"plx",0.25,1,8.74146698640115,0
"66",73,20151031,"SKMEL5 Subclone03","B",588,"B04",16.9122,"plx",0.25,1,9.19967234483636,0.458205358435217
"67",133,20151031,"SKMEL5 Subclone03","B",717,"B04",25.3178,"plx",0.25,1,9.4858293087019,0.744362322300757
"68",193,20151031,"SKMEL5 Subclone03","B",977,"B04",39.2389,"plx",0.25,1,9.93221475196838,1.19074776556724
"69",253,20151031,"SKMEL5 Subclone03","B",2986,"B04",86.4383,"plx",0.25,1,11.5439984501345,2.80253146373339
"70",313,20151031,"SKMEL5 Subclone03","B",3217,"B04",94.5472,"plx",0.25,1,11.6515002206527,2.91003323425159
"71",373,20151031,"SKMEL5 Subclone03","B",4924,"B04",111.5292,"plx",0.25,1,12.2656150464845,3.52414806008331
"72",433,20151031,"SKMEL5 Subclone03","B",5913,"B04",119.1372,"plx",0.25,1,12.5296745617646,3.7882075753635
"73",493,20151031,"SKMEL5 Subclone03","B",8111,"B04",135.4592,"plx",0.25,1,12.9856640790187,4.24419709261752
"74",553,20151031,"SKMEL5 Subclone03","B",8860,"B04",142.0622,"plx",0.25,1,13.1130909834424,4.37162399704123
"75",613,20151031,"SKMEL5 Subclone03","B",12118,"B04",160.9006,"plx",0.25,1,13.5648639902269,4.82339700382579
"76",673,20151031,"SKMEL5 Subclone03","B",16117,"B04",184.6306,"plx",0.25,1,13.9762956067956,5.23482862039445
"77",733,20151031,"SKMEL5 Subclone03","B",16681,"B04",190.7478,"plx",0.25,1,14.0259181582479,5.28445117184673
"78",793,20151031,"SKMEL5 Subclone03","B",18303,"B04",208.5317,"plx",0.25,1,14.1597925160588,5.41832552965764
"79",853,20151031,"SKMEL5 Subclone03","B",18213,"B04",232.6903,"plx",0.25,1,14.1526809585719,5.41121397217076
"80",913,20151031,"SKMEL5 Subclone03","B",19380,"B04",256.2172,"plx",0.25,1,14.2422809503024,5.5008139639013
"81",14,20151031,"SKMEL5 Subclone03","C",532,"C04",0,"plx",0.25,2,9.05528243550119,0
"82",74,20151031,"SKMEL5 Subclone03","C",756,"C04",16.9122,"plx",0.25,2,9.56224242422107,0.506959988719883
"83",134,20151031,"SKMEL5 Subclone03","C",907,"C04",25.3178,"plx",0.25,2,9.82495874052852,0.769676305027334
"84",194,20151031,"SKMEL5 Subclone03","C",1278,"C04",39.2389,"plx",0.25,2,10.319672120947,1.26438968544581
"85",254,20151031,"SKMEL5 Subclone03","C",4100,"C04",86.4383,"plx",0.25,2,12.0014081943928,2.94612575889162
"86",314,20151031,"SKMEL5 Subclone03","C",4706,"C04",94.5472,"plx",0.25,2,12.2002856052243,3.14500316972311
"87",374,20151031,"SKMEL5 Subclone03","C",7029,"C04",111.5292,"plx",0.25,2,12.7791037395843,3.7238213040831
"88",434,20151031,"SKMEL5 Subclone03","C",8291,"C04",119.1372,"plx",0.25,2,13.01733040424,3.96204796873882
"89",494,20151031,"SKMEL5 Subclone03","C",11451,"C04",135.4592,"plx",0.25,2,13.4831859719367,4.42790353643553
"90",554,20151031,"SKMEL5 Subclone03","C",12838,"C04",142.0622,"plx",0.25,2,13.6481328456527,4.59285041015147
"91",614,20151031,"SKMEL5 Subclone03","C",16990,"C04",160.9006,"plx",0.25,2,14.0523982320716,4.99711579657039
"92",674,20151031,"SKMEL5 Subclone03","C",18933,"C04",184.6306,"plx",0.25,2,14.2086154087741,5.15333297327289
"93",734,20151031,"SKMEL5 Subclone03","C",19736,"C04",190.7478,"plx",0.25,2,14.2685420003001,5.21325956479893
"94",794,20151031,"SKMEL5 Subclone03","C",21867,"C04",208.5317,"plx",0.25,2,14.4164676858065,5.36118525030529
"95",854,20151031,"SKMEL5 Subclone03","C",20209,"C04",232.6903,"plx",0.25,2,14.3027103142936,5.2474278787924
"96",914,20151031,"SKMEL5 Subclone03","C",21177,"C04",256.2172,"plx",0.25,2,14.3702106066666,5.31492817116542
"97",19,20151031,"SKMEL5 Subclone03","B",406,"B05",0,"plx",0.5,1,8.66533591718518,0
"98",79,20151031,"SKMEL5 Subclone03","B",516,"B05",16.9122,"plx",0.5,1,9.01122725542325,0.345891338238077
"99",139,20151031,"SKMEL5 Subclone03","B",620,"B05",25.3178,"plx",0.5,1,9.27612440527424,0.610788488089062
"100",199,20151031,"SKMEL5 Subclone03","B",841,"B05",39.2389,"plx",0.5,1,9.71596199025514,1.05062607306997
"101",259,20151031,"SKMEL5 Subclone03","B",2437,"B05",86.4383,"plx",0.5,1,11.2508905357233,2.58555461853816
"102",319,20151031,"SKMEL5 Subclone03","B",2666,"B05",94.5472,"plx",0.5,1,11.380461065089,2.7151251479038
"103",379,20151031,"SKMEL5 Subclone03","B",3703,"B05",111.5292,"plx",0.5,1,11.8544788341716,3.18914291698645
"104",439,20151031,"SKMEL5 Subclone03","B",4174,"B05",119.1372,"plx",0.5,1,12.0272148851598,3.36187896797466
"105",499,20151031,"SKMEL5 Subclone03","B",5484,"B05",135.4592,"plx",0.5,1,12.4210128557792,3.75567693859405
"106",559,20151031,"SKMEL5 Subclone03","B",5912,"B05",142.0622,"plx",0.5,1,12.5294305541462,3.86409463696097
"107",619,20151031,"SKMEL5 Subclone03","B",7399,"B05",160.9006,"plx",0.5,1,12.8531145834403,4.18777866625511
"108",679,20151031,"SKMEL5 Subclone03","B",9737,"B05",184.6306,"plx",0.5,1,13.2492616265998,4.58392570941467
"109",739,20151031,"SKMEL5 Subclone03","B",9865,"B05",190.7478,"plx",0.5,1,13.2681033356109,4.60276741842574
"110",799,20151031,"SKMEL5 Subclone03","B",11064,"B05",208.5317,"plx",0.5,1,13.4335854411505,4.76824952396532
"111",859,20151031,"SKMEL5 Subclone03","B",12204,"B05",232.6903,"plx",0.5,1,13.5750664645787,4.90973054739348
"112",919,20151031,"SKMEL5 Subclone03","B",13010,"B05",256.2172,"plx",0.5,1,13.6673333416052,5.00199742441998
"113",20,20151031,"SKMEL5 Subclone03","C",512,"C05",0,"plx",0.5,2,9,0
"114",80,20151031,"SKMEL5 Subclone03","C",701,"C05",16.9122,"plx",0.5,2,9.45327063401062,0.453270634010623
"115",140,20151031,"SKMEL5 Subclone03","C",861,"C05",25.3178,"plx",0.5,2,9.74986942739684,0.749869427396844
"116",200,20151031,"SKMEL5 Subclone03","C",1169,"C05",39.2389,"plx",0.5,2,10.1910592145317,1.19105921453166
"117",260,20151031,"SKMEL5 Subclone03","C",3487,"C05",86.4383,"plx",0.5,2,11.7677706487767,2.7677706487767
"118",320,20151031,"SKMEL5 Subclone03","C",3692,"C05",94.5472,"plx",0.5,2,11.8501868376458,2.85018683764577
"119",380,20151031,"SKMEL5 Subclone03","C",5044,"C05",111.5292,"plx",0.5,2,12.3003525603282,3.30035256032822
"120",440,20151031,"SKMEL5 Subclone03","C",5657,"C05",119.1372,"plx",0.5,2,12.4658214556438,3.46582145564378
"121",500,20151031,"SKMEL5 Subclone03","C",7199,"C05",135.4592,"plx",0.5,2,12.8135808029896,3.81358080298963
"122",560,20151031,"SKMEL5 Subclone03","C",7823,"C05",142.0622,"plx",0.5,2,12.9335062496294,3.93350624962944
"123",620,20151031,"SKMEL5 Subclone03","C",9845,"C05",160.9006,"plx",0.5,2,13.2651754907889,4.26517549078892
"124",680,20151031,"SKMEL5 Subclone03","C",11900,"C05",184.6306,"plx",0.5,2,13.5386739530827,4.53867395308267
"125",740,20151031,"SKMEL5 Subclone03","C",12102,"C05",190.7478,"plx",0.5,2,13.5629578693341,4.56295786933412
"126",800,20151031,"SKMEL5 Subclone03","C",13671,"C05",208.5317,"plx",0.5,2,13.7388311559444,4.7388311559444
"127",860,20151031,"SKMEL5 Subclone03","C",15263,"C05",232.6903,"plx",0.5,2,13.8977509367248,4.89775093672478
"128",920,20151031,"SKMEL5 Subclone03","C",16872,"C05",256.2172,"plx",0.5,2,14.0423433797937,5.04234337979369
"129",25,20151031,"SKMEL5 Subclone03","B",384,"B06",0,"plx",1,1,8.58496250072116,0
"130",85,20151031,"SKMEL5 Subclone03","B",521,"B06",16.9122,"plx",1,1,9.02513956227851,0.440177061557351
"131",145,20151031,"SKMEL5 Subclone03","B",596,"B06",25.3178,"plx",1,1,9.21916852046216,0.634206019741006
"132",205,20151031,"SKMEL5 Subclone03","B",779,"B06",39.2389,"plx",1,1,9.60547951806167,1.02051701734051
"133",265,20151031,"SKMEL5 Subclone03","B",1841,"B06",86.4383,"plx",1,1,10.8462739113499,2.26131141062875
"134",325,20151031,"SKMEL5 Subclone03","B",1839,"B06",94.5472,"plx",1,1,10.8447057644119,2.25974326369078
"135",385,20151031,"SKMEL5 Subclone03","B",2302,"B06",111.5292,"plx",1,1,11.1686721181322,2.58370961741107
"136",445,20151031,"SKMEL5 Subclone03","B",2347,"B06",119.1372,"plx",1,1,11.1966021265232,2.61163962580201
"137",505,20151031,"SKMEL5 Subclone03","B",2823,"B06",135.4592,"plx",1,1,11.4630134134497,2.87805091272854
"138",565,20151031,"SKMEL5 Subclone03","B",2965,"B06",142.0622,"plx",1,1,11.5338163894334,2.94885388871221
"139",625,20151031,"SKMEL5 Subclone03","B",3471,"B06",160.9006,"plx",1,1,11.7611356498286,3.17617314910749
"140",685,20151031,"SKMEL5 Subclone03","B",4066,"B06",184.6306,"plx",1,1,11.9893944998447,3.40443199912358
"141",745,20151031,"SKMEL5 Subclone03","B",3879,"B06",190.7478,"plx",1,1,11.9214690605314,3.33650655981026
"142",805,20151031,"SKMEL5 Subclone03","B",4261,"B06",208.5317,"plx",1,1,12.0569763361782,3.47201383545706
"143",865,20151031,"SKMEL5 Subclone03","B",4715,"B06",232.6903,"plx",1,1,12.2030420555625,3.6180795548413
"144",925,20151031,"SKMEL5 Subclone03","B",5368,"B06",256.2172,"plx",1,1,12.3901689562002,3.80520645547903
"145",26,20151031,"SKMEL5 Subclone03","C",571,"C06",0,"plx",1,2,9.15734693536284,0
"146",86,20151031,"SKMEL5 Subclone03","C",732,"C06",16.9122,"plx",1,2,9.51569983828404,0.358352902921199
"147",146,20151031,"SKMEL5 Subclone03","C",818,"C06",25.3178,"plx",1,2,9.67595703294175,0.518610097578906
"148",206,20151031,"SKMEL5 Subclone03","C",1127,"C06",39.2389,"plx",1,2,10.1382718001722,0.980924864809378
"149",266,20151031,"SKMEL5 Subclone03","C",2726,"C06",86.4383,"plx",1,2,11.4125698468052,2.25522291144237
"150",326,20151031,"SKMEL5 Subclone03","C",2762,"C06",94.5472,"plx",1,2,11.4314976042581,2.27415066889521
"151",386,20151031,"SKMEL5 Subclone03","C",3543,"C06",111.5292,"plx",1,2,11.7907557501183,2.63340881475547
"152",446,20151031,"SKMEL5 Subclone03","C",3808,"C06",119.1372,"plx",1,2,11.8948177633079,2.7374708279451
"153",506,20151031,"SKMEL5 Subclone03","C",4430,"C06",135.4592,"plx",1,2,12.1130909834424,2.95574404807954
"154",566,20151031,"SKMEL5 Subclone03","C",4712,"C06",142.0622,"plx",1,2,12.2021238238305,3.04477688846762
"155",626,20151031,"SKMEL5 Subclone03","C",5685,"C06",160.9006,"plx",1,2,12.4729446337796,3.31559769841677
"156",686,20151031,"SKMEL5 Subclone03","C",6819,"C06",184.6306,"plx",1,2,12.735344469539,3.57799753417616
"157",746,20151031,"SKMEL5 Subclone03","C",6723,"C06",190.7478,"plx",1,2,12.7148894342315,3.55754249886871
"158",806,20151031,"SKMEL5 Subclone03","C",7314,"C06",208.5317,"plx",1,2,12.8364449113414,3.67909797597853
"159",866,20151031,"SKMEL5 Subclone03","C",8401,"C06",232.6903,"plx",1,2,13.0363453517407,3.8789984163779
"160",926,20151031,"SKMEL5 Subclone03","C",9658,"C06",256.2172,"plx",1,2,13.2375087481727,4.08016181280981
"161",31,20151031,"SKMEL5 Subclone03","B",452,"B07",0,"plx",2,1,8.82017896241519,0
"162",91,20151031,"SKMEL5 Subclone03","B",597,"B07",16.9122,"plx",2,1,9.22158712126481,0.401408158849618
"163",151,20151031,"SKMEL5 Subclone03","B",660,"B07",25.3178,"plx",2,1,9.36632221424582,0.546143251830628
"164",211,20151031,"SKMEL5 Subclone03","B",844,"B07",39.2389,"plx",2,1,9.72109918870719,0.900920226291998
"165",271,20151031,"SKMEL5 Subclone03","B",1747,"B07",86.4383,"plx",2,1,10.7706638929168,1.95048493050157
"166",331,20151031,"SKMEL5 Subclone03","B",1625,"B07",94.5472,"plx",2,1,10.6662240028032,1.84604504038799
"167",391,20151031,"SKMEL5 Subclone03","B",2000,"B07",111.5292,"plx",2,1,10.9657842846621,2.1456053222469
"168",451,20151031,"SKMEL5 Subclone03","B",2128,"B07",119.1372,"plx",2,1,11.0552824355012,2.235103473086
"169",511,20151031,"SKMEL5 Subclone03","B",2507,"B07",135.4592,"plx",2,1,11.2917462808339,2.47156731841875
"170",571,20151031,"SKMEL5 Subclone03","B",2565,"B07",142.0622,"plx",2,1,11.3247431104944,2.50456414807923
"171",631,20151031,"SKMEL5 Subclone03","B",2961,"B07",160.9006,"plx",2,1,11.5318687751776,2.71168981276237
"172",691,20151031,"SKMEL5 Subclone03","B",3464,"B07",184.6306,"plx",2,1,11.7582232147267,2.93804425231154
"173",751,20151031,"SKMEL5 Subclone03","B",3341,"B07",190.7478,"plx",2,1,11.706064267335,2.88588530491978
"174",811,20151031,"SKMEL5 Subclone03","B",3725,"B07",208.5317,"plx",2,1,11.8630247102369,3.0428457478217
"175",871,20151031,"SKMEL5 Subclone03","B",4262,"B07",232.6903,"plx",2,1,12.0573148777827,3.23713591536752
"176",931,20151031,"SKMEL5 Subclone03","B",4975,"B07",256.2172,"plx",2,1,12.2804808103184,3.46030184790319
"177",32,20151031,"SKMEL5 Subclone03","C",468,"C07",0,"plx",2,2,8.8703647195834,0
"178",92,20151031,"SKMEL5 Subclone03","C",596,"C07",16.9122,"plx",2,2,9.21916852046216,0.348803800878757
"179",152,20151031,"SKMEL5 Subclone03","C",654,"C07",25.3178,"plx",2,2,9.35314682549808,0.482782105914678
"180",212,20151031,"SKMEL5 Subclone03","C",808,"C07",39.2389,"plx",2,2,9.6582114827518,0.787846763168391
"181",272,20151031,"SKMEL5 Subclone03","C",1729,"C07",86.4383,"plx",2,2,10.7557221536423,1.88535743405888
"182",332,20151031,"SKMEL5 Subclone03","C",1740,"C07",94.5472,"plx",2,2,10.7648715907361,1.89450687115269
"183",392,20151031,"SKMEL5 Subclone03","C",2060,"C07",111.5292,"plx",2,2,11.0084286220706,2.13806390248718
"184",452,20151031,"SKMEL5 Subclone03","C",2193,"C07",119.1372,"plx",2,2,11.0986900966736,2.22832537709019
"185",512,20151031,"SKMEL5 Subclone03","C",2484,"C07",135.4592,"plx",2,2,11.2784494582205,2.40808473863708
"186",572,20151031,"SKMEL5 Subclone03","C",2504,"C07",142.0622,"plx",2,2,11.2900188469326,2.41965412734921
"187",632,20151031,"SKMEL5 Subclone03","C",2927,"C07",160.9006,"plx",2,2,11.5152070304088,2.64484231082535
"188",692,20151031,"SKMEL5 Subclone03","C",3430,"C07",184.6306,"plx",2,2,11.7439928610602,2.87362814147677
"189",752,20151031,"SKMEL5 Subclone03","C",3167,"C07",190.7478,"plx",2,2,11.6289011520282,2.75853643244479
"190",812,20151031,"SKMEL5 Subclone03","C",3645,"C07",208.5317,"plx",2,2,11.8317030992143,2.9613383796309
"191",872,20151031,"SKMEL5 Subclone03","C",4065,"C07",232.6903,"plx",2,2,11.9890396369624,3.11867491737899
"192",932,20151031,"SKMEL5 Subclone03","C",4510,"C07",256.2172,"plx",2,2,12.1389117181427,3.26854699855934
"193",37,20151031,"SKMEL5 Subclone03","B",411,"B08",0,"plx",4,1,8.68299458368168,0
"194",97,20151031,"SKMEL5 Subclone03","B",534,"B08",16.9122,"plx",4,1,9.06069593168755,0.377701348005871
"195",157,20151031,"SKMEL5 Subclone03","B",533,"B08",25.3178,"plx",4,1,9.05799172275918,0.374997139077493
"196",217,20151031,"SKMEL5 Subclone03","B",641,"B08",39.2389,"plx",4,1,9.32418054661874,0.641185962937058
"197",277,20151031,"SKMEL5 Subclone03","B",1259,"B08",86.4383,"plx",4,1,10.298062567719,1.61506798403733
"198",337,20151031,"SKMEL5 Subclone03","B",1177,"B08",94.5472,"plx",4,1,10.2008986050384,1.51790402135676
"199",397,20151031,"SKMEL5 Subclone03","B",1458,"B08",111.5292,"plx",4,1,10.5097750043269,1.82678042064525
"200",457,20151031,"SKMEL5 Subclone03","B",1551,"B08",119.1372,"plx",4,1,10.5989829710361,1.91598838735441
"201",517,20151031,"SKMEL5 Subclone03","B",1755,"B08",135.4592,"plx",4,1,10.7772553151919,2.09426073151024
"202",577,20151031,"SKMEL5 Subclone03","B",1788,"B08",142.0622,"plx",4,1,10.8041310211833,2.12113643750163
"203",637,20151031,"SKMEL5 Subclone03","B",2014,"B08",160.9006,"plx",4,1,10.9758479680068,2.2928533843251
"204",697,20151031,"SKMEL5 Subclone03","B",2380,"B08",184.6306,"plx",4,1,11.2167458581953,2.53375127451362
"205",757,20151031,"SKMEL5 Subclone03","B",2109,"B08",190.7478,"plx",4,1,11.0423433797937,2.35934879611201
"206",817,20151031,"SKMEL5 Subclone03","B",2343,"B08",208.5317,"plx",4,1,11.1941412388631,2.51114665518145
"207",877,20151031,"SKMEL5 Subclone03","B",2664,"B08",232.6903,"plx",4,1,11.3793783670713,2.69638378338958
"208",937,20151031,"SKMEL5 Subclone03","B",2880,"B08",256.2172,"plx",4,1,11.4918530963297,2.80885851264799
"209",38,20151031,"SKMEL5 Subclone03","C",503,"C08",0,"plx",4,2,8.97441458980553,0
"210",98,20151031,"SKMEL5 Subclone03","C",660,"C08",16.9122,"plx",4,2,9.36632221424582,0.391907624440289
"211",158,20151031,"SKMEL5 Subclone03","C",683,"C08",25.3178,"plx",4,2,9.41574176829009,0.441327178484563
"212",218,20151031,"SKMEL5 Subclone03","C",763,"C08",39.2389,"plx",4,2,9.57553924683453,0.601124657029004
"213",278,20151031,"SKMEL5 Subclone03","C",1507,"C08",86.4383,"plx",4,2,10.5574637015978,1.5830491117923
"214",338,20151031,"SKMEL5 Subclone03","C",1414,"C08",94.5472,"plx",4,2,10.4655664048094,1.49115181500387
"215",398,20151031,"SKMEL5 Subclone03","C",1622,"C08",111.5292,"plx",4,2,10.6635581042173,1.68914351441175
"216",458,20151031,"SKMEL5 Subclone03","C",1755,"C08",119.1372,"plx",4,2,10.7772553151919,1.8028407253864
"217",518,20151031,"SKMEL5 Subclone03","C",1984,"C08",135.4592,"plx",4,2,10.9541963103869,1.97978172058135
"218",578,20151031,"SKMEL5 Subclone03","C",2082,"C08",142.0622,"plx",4,2,11.0237543532994,2.04933976349389
"219",638,20151031,"SKMEL5 Subclone03","C",2340,"C08",160.9006,"plx",4,2,11.1922928144708,2.21787822466524
"220",698,20151031,"SKMEL5 Subclone03","C",2598,"C08",184.6306,"plx",4,2,11.3431857154479,2.36877112564235
"221",758,20151031,"SKMEL5 Subclone03","C",2413,"C08",190.7478,"plx",4,2,11.2366122002158,2.26219761041022
"222",818,20151031,"SKMEL5 Subclone03","C",2631,"C08",208.5317,"plx",4,2,11.3613955331659,2.38698094336036
"223",878,20151031,"SKMEL5 Subclone03","C",2982,"C08",232.6903,"plx",4,2,11.5420645422834,2.56764995247792
"224",938,20151031,"SKMEL5 Subclone03","C",3411,"C08",256.2172,"plx",4,2,11.7359790396134,2.76156444980788
"225",43,20151031,"SKMEL5 Subclone03","B",461,"B09",0,"plx",8,1,8.84862294042934,0
"226",103,20151031,"SKMEL5 Subclone03","B",574,"B09",16.9122,"plx",8,1,9.16490692667569,0.316283986246349
"227",163,20151031,"SKMEL5 Subclone03","B",581,"B09",25.3178,"plx",8,1,9.18239435340453,0.333771412975191
"228",223,20151031,"SKMEL5 Subclone03","B",554,"B09",39.2389,"plx",8,1,9.11374216604919,0.26511922561985
"229",283,20151031,"SKMEL5 Subclone03","B",985,"B09",86.4383,"plx",8,1,9.94397991434374,1.0953569739144
