"","X","Date","CellLine","Row","Cell.Nucleus","Well","Time","drug","conc","rep","l2","nl2"
"851",172,20151031,"SKMEL5 Subclone04","E",340,"E10",25.3178,"plx",16,2,8.4093909361377,0.123988717275454
"852",232,20151031,"SKMEL5 Subclone04","E",269,"E10",39.2389,"plx",16,2,8.07146236255662,-0.213939856305625
"853",292,20151031,"SKMEL5 Subclone04","E",255,"E10",86.4383,"plx",16,2,7.99435343685886,-0.291048782003391
"854",352,20151031,"SKMEL5 Subclone04","E",118,"E10",94.5472,"plx",16,2,6.88264304936184,-1.40275916950041
"855",412,20151031,"SKMEL5 Subclone04","E",249,"E10",111.5292,"plx",16,2,7.96000193206808,-0.325400286794168
"856",472,20151031,"SKMEL5 Subclone04","E",256,"E10",119.1372,"plx",16,2,8,-0.285402218862249
"857",532,20151031,"SKMEL5 Subclone04","E",295,"E10",135.4592,"plx",16,2,8.2045711442492,-0.0808310746130445
"858",592,20151031,"SKMEL5 Subclone04","E",299,"E10",142.0622,"plx",16,2,8.2240016741981,-0.0614005446641439
"859",652,20151031,"SKMEL5 Subclone04","E",344,"E10",160.9006,"plx",16,2,8.4262647547021,0.140862535839849
"860",712,20151031,"SKMEL5 Subclone04","E",358,"E10",184.6306,"plx",16,2,8.48381577726426,0.198413558402008
"861",772,20151031,"SKMEL5 Subclone04","E",358,"E10",190.7478,"plx",16,2,8.48381577726426,0.198413558402008
"862",832,20151031,"SKMEL5 Subclone04","E",362,"E10",208.5317,"plx",16,2,8.49984588708321,0.214443668220957
"863",892,20151031,"SKMEL5 Subclone04","E",367,"E10",232.6903,"plx",16,2,8.51963625284321,0.234234033980965
"864",952,20151031,"SKMEL5 Subclone04","E",368,"E10",256.2172,"plx",16,2,8.52356195605701,0.238159737194763
"865",53,20151031,"SKMEL5 Subclone08","F",371,"F10",0,"plx",16,1,8.5352753766208,0
"866",113,20151031,"SKMEL5 Subclone08","F",406,"F10",16.9122,"plx",16,1,8.66533591718518,0.130060540564374
"867",173,20151031,"SKMEL5 Subclone08","F",387,"F10",25.3178,"plx",16,1,8.59618975614441,0.0609143795236076
"868",233,20151031,"SKMEL5 Subclone08","F",342,"F10",39.2389,"plx",16,1,8.4178525148859,-0.117422861734905
"869",293,20151031,"SKMEL5 Subclone08","F",361,"F10",86.4383,"plx",16,1,8.49585502688717,-0.0394203497336321
"870",353,20151031,"SKMEL5 Subclone08","F",188,"F10",94.5472,"plx",16,1,7.55458885167764,-0.980686524943165
"871",413,20151031,"SKMEL5 Subclone08","F",215,"F10",111.5292,"plx",16,1,7.74819284958946,-0.787082527031342
"872",473,20151031,"SKMEL5 Subclone08","F",225,"F10",119.1372,"plx",16,1,7.81378119121704,-0.721494185403765
"873",533,20151031,"SKMEL5 Subclone08","F",250,"F10",135.4592,"plx",16,1,7.96578428466209,-0.569491091958716
"874",593,20151031,"SKMEL5 Subclone08","F",247,"F10",142.0622,"plx",16,1,7.94836723158468,-0.586908145036125
"875",653,20151031,"SKMEL5 Subclone08","F",259,"F10",160.9006,"plx",16,1,8.01680828768655,-0.518467088934248
"876",713,20151031,"SKMEL5 Subclone08","F",274,"F10",184.6306,"plx",16,1,8.09803208296053,-0.437243293660275
"877",773,20151031,"SKMEL5 Subclone08","F",274,"F10",190.7478,"plx",16,1,8.09803208296053,-0.437243293660275
"878",833,20151031,"SKMEL5 Subclone08","F",267,"F10",208.5317,"plx",16,1,8.06069593168755,-0.474579444933248
"879",893,20151031,"SKMEL5 Subclone08","F",266,"F10",232.6903,"plx",16,1,8.05528243550119,-0.479992941119614
"880",953,20151031,"SKMEL5 Subclone08","F",266,"F10",256.2172,"plx",16,1,8.05528243550119,-0.479992941119614
"881",54,20151031,"SKMEL5 Subclone08","G",393,"G10",0,"plx",16,2,8.61838550225861,0
"882",114,20151031,"SKMEL5 Subclone08","G",467,"G10",16.9122,"plx",16,2,8.86727873970966,0.248893237451055
"883",174,20151031,"SKMEL5 Subclone08","G",431,"G10",25.3178,"plx",16,2,8.7515440590891,0.133158556830493
"884",234,20151031,"SKMEL5 Subclone08","G",354,"G10",39.2389,"plx",16,2,8.467605550083,-0.150779952175609
"885",294,20151031,"SKMEL5 Subclone08","G",382,"G10",86.4383,"plx",16,2,8.57742882803575,-0.0409566742228566
"886",354,20151031,"SKMEL5 Subclone08","G",200,"G10",94.5472,"plx",16,2,7.64385618977472,-0.974529312483882
"887",414,20151031,"SKMEL5 Subclone08","G",242,"G10",111.5292,"plx",16,2,7.91886323727459,-0.699522264984012
"888",474,20151031,"SKMEL5 Subclone08","G",261,"G10",119.1372,"plx",16,2,8.02790599656988,-0.590479505688721
"889",534,20151031,"SKMEL5 Subclone08","G",266,"G10",135.4592,"plx",16,2,8.05528243550119,-0.563103066757417
"890",594,20151031,"SKMEL5 Subclone08","G",254,"G10",142.0622,"plx",16,2,7.98868468677217,-0.629700815486441
"891",654,20151031,"SKMEL5 Subclone08","G",242,"G10",160.9006,"plx",16,2,7.91886323727459,-0.699522264984012
"892",714,20151031,"SKMEL5 Subclone08","G",239,"G10",184.6306,"plx",16,2,7.90086680798075,-0.717518694277858
"893",774,20151031,"SKMEL5 Subclone08","G",239,"G10",190.7478,"plx",16,2,7.90086680798075,-0.717518694277858
"894",834,20151031,"SKMEL5 Subclone08","G",226,"G10",208.5317,"plx",16,2,7.82017896241519,-0.798206539843418
"895",894,20151031,"SKMEL5 Subclone08","G",252,"G10",232.6903,"plx",16,2,7.97727992349992,-0.641105578758689
"896",954,20151031,"SKMEL5 Subclone08","G",246,"G10",256.2172,"plx",16,2,7.94251450533924,-0.675870996919366
"897",57,20151031,"SKMEL5 Subclone04","D",356,"D11",0,"plx",32,1,8.4757334309664,0
"898",117,20151031,"SKMEL5 Subclone04","D",447,"D11",16.9122,"plx",32,1,8.80413102118332,0.32839759021692
"899",177,20151031,"SKMEL5 Subclone04","D",355,"D11",25.3178,"plx",32,1,8.47167521439204,-0.00405821657435368
"900",237,20151031,"SKMEL5 Subclone04","D",256,"D11",39.2389,"plx",32,1,8,-0.475733430966399
"901",297,20151031,"SKMEL5 Subclone04","D",282,"D11",86.4383,"plx",32,1,8.13955135239879,-0.336182078567605
"902",357,20151031,"SKMEL5 Subclone04","D",115,"D11",94.5472,"plx",32,1,6.84549005094437,-1.63024338002202
"903",417,20151031,"SKMEL5 Subclone04","D",280,"D11",111.5292,"plx",32,1,8.12928301694497,-0.346450414021431
"904",477,20151031,"SKMEL5 Subclone04","D",282,"D11",119.1372,"plx",32,1,8.13955135239879,-0.336182078567605
"905",537,20151031,"SKMEL5 Subclone04","D",332,"D11",135.4592,"plx",32,1,8.37503943134693,-0.100693999619473
"906",597,20151031,"SKMEL5 Subclone04","D",318,"D11",142.0622,"plx",32,1,8.31288295528435,-0.162850475682044
"907",657,20151031,"SKMEL5 Subclone04","D",338,"D11",160.9006,"plx",32,1,8.40087943628218,-0.0748539946842151
"908",717,20151031,"SKMEL5 Subclone04","D",371,"D11",184.6306,"plx",32,1,8.5352753766208,0.059541945654404
"909",777,20151031,"SKMEL5 Subclone04","D",371,"D11",190.7478,"plx",32,1,8.5352753766208,0.059541945654404
"910",837,20151031,"SKMEL5 Subclone04","D",368,"D11",208.5317,"plx",32,1,8.52356195605701,0.0478285250906136
"911",897,20151031,"SKMEL5 Subclone04","D",378,"D11",232.6903,"plx",32,1,8.56224242422107,0.0865089932546734
"912",957,20151031,"SKMEL5 Subclone04","D",377,"D11",256.2172,"plx",32,1,8.55842071326866,0.0826872823022651
"913",58,20151031,"SKMEL5 Subclone04","E",342,"E11",0,"plx",32,2,8.4178525148859,0
"914",118,20151031,"SKMEL5 Subclone04","E",421,"E11",16.9122,"plx",32,2,8.7176764230664,0.299823908180498
"915",178,20151031,"SKMEL5 Subclone04","E",347,"E11",25.3178,"plx",32,2,8.43879185257826,0.0209393376923632
"916",238,20151031,"SKMEL5 Subclone04","E",252,"E11",39.2389,"plx",32,2,7.97727992349992,-0.440572591385981
"917",298,20151031,"SKMEL5 Subclone04","E",308,"E11",86.4383,"plx",32,2,8.2667865406949,-0.151065974190995
"918",358,20151031,"SKMEL5 Subclone04","E",255,"E11",94.5472,"plx",32,2,7.99435343685886,-0.42349907802704
"919",418,20151031,"SKMEL5 Subclone04","E",329,"E11",111.5292,"plx",32,2,8.36194377373524,-0.055908741150656
"920",478,20151031,"SKMEL5 Subclone04","E",358,"E11",119.1372,"plx",32,2,8.48381577726426,0.065963262378359
"921",538,20151031,"SKMEL5 Subclone04","E",389,"E11",135.4592,"plx",32,2,8.60362634498619,0.185773830100295
"922",598,20151031,"SKMEL5 Subclone04","E",394,"E11",142.0622,"plx",32,2,8.62205181945638,0.204199304570478
"923",658,20151031,"SKMEL5 Subclone04","E",437,"E11",160.9006,"plx",32,2,8.7714894695006,0.353636954614702
"924",718,20151031,"SKMEL5 Subclone04","E",471,"E11",184.6306,"plx",32,2,8.87958324961278,0.461730734726887
"925",778,20151031,"SKMEL5 Subclone04","E",471,"E11",190.7478,"plx",32,2,8.87958324961278,0.461730734726887
"926",838,20151031,"SKMEL5 Subclone04","E",475,"E11",208.5317,"plx",32,2,8.89178370321831,0.473931188332413
"927",898,20151031,"SKMEL5 Subclone04","E",485,"E11",232.6903,"plx",32,2,8.92184093707449,0.503988422188593
"928",958,20151031,"SKMEL5 Subclone04","E",476,"E11",256.2172,"plx",32,2,8.89481776330794,0.476965248422045
"929",59,20151031,"SKMEL5 Subclone08","F",242,"F11",0,"plx",32,1,7.91886323727459,0
"930",119,20151031,"SKMEL5 Subclone08","F",265,"F11",16.9122,"plx",32,1,8.04984854945056,0.130985312175968
"931",179,20151031,"SKMEL5 Subclone08","F",237,"F11",25.3178,"plx",32,1,7.88874324889826,-0.0301199883763354
"932",239,20151031,"SKMEL5 Subclone08","F",219,"F11",39.2389,"plx",32,1,7.77478705960117,-0.144076177673421
"933",299,20151031,"SKMEL5 Subclone08","F",237,"F11",86.4383,"plx",32,1,7.88874324889826,-0.0301199883763354
"934",359,20151031,"SKMEL5 Subclone08","F",77,"F11",94.5472,"plx",32,1,6.2667865406949,-1.65207669657969
"935",419,20151031,"SKMEL5 Subclone08","F",132,"F11",111.5292,"plx",32,1,7.04439411935845,-0.874469117916141
"936",479,20151031,"SKMEL5 Subclone08","F",123,"F11",119.1372,"plx",32,1,6.94251450533924,-0.976348731935355
"937",539,20151031,"SKMEL5 Subclone08","F",124,"F11",135.4592,"plx",32,1,6.95419631038687,-0.96466692688772
"938",599,20151031,"SKMEL5 Subclone08","F",107,"F11",142.0622,"plx",32,1,6.74146698640115,-1.17739625087345
"939",659,20151031,"SKMEL5 Subclone08","F",124,"F11",160.9006,"plx",32,1,6.95419631038687,-0.96466692688772
"940",719,20151031,"SKMEL5 Subclone08","F",134,"F11",184.6306,"plx",32,1,7.06608919045777,-0.852774046816823
"941",779,20151031,"SKMEL5 Subclone08","F",134,"F11",190.7478,"plx",32,1,7.06608919045777,-0.852774046816823
"942",839,20151031,"SKMEL5 Subclone08","F",134,"F11",208.5317,"plx",32,1,7.06608919045777,-0.852774046816823
"943",899,20151031,"SKMEL5 Subclone08","F",127,"F11",232.6903,"plx",32,1,6.98868468677217,-0.930178550502429
"944",959,20151031,"SKMEL5 Subclone08","F",131,"F11",256.2172,"plx",32,1,7.03342300153745,-0.885440235737144
"945",60,20151031,"SKMEL5 Subclone08","G",306,"G11",0,"plx",32,2,8.25738784269265,0
"946",120,20151031,"SKMEL5 Subclone08","G",354,"G11",16.9122,"plx",32,2,8.467605550083,0.210217707390346
"947",180,20151031,"SKMEL5 Subclone08","G",316,"G11",25.3178,"plx",32,2,8.3037807481771,0.046392905484451
"948",240,20151031,"SKMEL5 Subclone08","G",268,"G11",39.2389,"plx",32,2,8.06608919045777,-0.191298652234879
"949",300,20151031,"SKMEL5 Subclone08","G",278,"G11",86.4383,"plx",32,2,8.11894107272351,-0.138446769969145
"950",360,20151031,"SKMEL5 Subclone08","G",124,"G11",94.5472,"plx",32,2,6.95419631038687,-1.30319153230578
"951",420,20151031,"SKMEL5 Subclone08","G",164,"G11",111.5292,"plx",32,2,7.35755200461808,-0.899835838074567
"952",480,20151031,"SKMEL5 Subclone08","G",144,"G11",119.1372,"plx",32,2,7.16992500144231,-1.08746284125034
"953",540,20151031,"SKMEL5 Subclone08","G",170,"G11",135.4592,"plx",32,2,7.4093909361377,-0.84799690655495
"954",600,20151031,"SKMEL5 Subclone08","G",174,"G11",142.0622,"plx",32,2,7.44294349584873,-0.814444346843923
"955",660,20151031,"SKMEL5 Subclone08","G",181,"G11",160.9006,"plx",32,2,7.49984588708321,-0.757541955609446
"956",720,20151031,"SKMEL5 Subclone08","G",179,"G11",184.6306,"plx",32,2,7.48381577726426,-0.773572065428395
"957",780,20151031,"SKMEL5 Subclone08","G",179,"G11",190.7478,"plx",32,2,7.48381577726426,-0.773572065428395
"958",840,20151031,"SKMEL5 Subclone08","G",180,"G11",208.5317,"plx",32,2,7.49185309632967,-0.765534746362976
"959",900,20151031,"SKMEL5 Subclone08","G",186,"G11",232.6903,"plx",32,2,7.53915881110803,-0.71822903158462
"960",960,20151031,"SKMEL5 Subclone08","G",187,"G11",256.2172,"plx",32,2,7.54689445988764,-0.710493382805015
