"","Row","Cell.Nucleus","Time","Well","l2","CellLine","drug","cond","conc","rep","nl2"
"999","F",1121,68.0961,"F10",10.1305705628054,"SKMEL5","plx","plx-pt",8,1,0.0985248358746169
"1000","F",1002,68.5597,"F10",9.96866679319521,"SKMEL5","plx","plx-pt",8,1,-0.063378933735601
"1001","F",1245,72.9506,"F10",10.2819300269554,"SKMEL5","plx","plx-pt",8,1,0.249884300024634
"1002","F",1264,87.6475,"F10",10.3037807481771,"SKMEL5","plx","plx-pt",8,1,0.271735021246293
"1003","F",1326,94.6431,"F10",10.3728650601126,"SKMEL5","plx","plx-pt",8,1,0.340819333181779
"1004","F",1315,98.6264,"F10",10.3608470841797,"SKMEL5","plx","plx-pt",8,1,0.328801357248855
"1006","G",584,0,"G10",9.18982455888002,"SKMEL5","plx","plx-pt",8,2,0
"1007","G",693,13.6606,"G10",9.43671154213721,"SKMEL5","plx","plx-pt",8,2,0.246886983257196
"1008","G",691,22.1131,"G10",9.43254190038826,"SKMEL5","plx","plx-pt",8,2,0.242717341508241
"1009","G",664,24.575,"G10",9.37503943134693,"SKMEL5","plx","plx-pt",8,2,0.185214872466908
"1010","G",565,38.0756,"G10",9.14210705730255,"SKMEL5","plx","plx-pt",8,2,-0.047717501577468
"1011","G",578,42.5656,"G10",9.17492568250068,"SKMEL5","plx","plx-pt",8,2,-0.0148988763793394
"1012","G",580,46.7875,"G10",9.17990909001493,"SKMEL5","plx","plx-pt",8,2,-0.0099154688650831
"1013","G",641,64.1572,"G10",9.32418054661874,"SKMEL5","plx","plx-pt",8,2,0.134355987738724
"1014","G",806,68.0961,"G10",9.65463602852797,"SKMEL5","plx","plx-pt",8,2,0.46481146964795
"1015","G",634,68.5597,"G10",9.30833903013941,"SKMEL5","plx","plx-pt",8,2,0.11851447125939
"1016","G",765,72.9506,"G10",9.57931593758001,"SKMEL5","plx","plx-pt",8,2,0.389491378699997
"1017","G",707,87.6475,"G10",9.4655664048094,"SKMEL5","plx","plx-pt",8,2,0.275741845929382
"1018","G",756,94.6431,"G10",9.56224242422107,"SKMEL5","plx","plx-pt",8,2,0.372417865341054
"1019","G",812,98.6264,"G10",9.66533591718518,"SKMEL5","plx","plx-pt",8,2,0.475511358305159
