"","Slice","Count","l2","Time","day","cID","nl2","Cell","conc","drug"
"1369","WellR05-C11H2B_day0",3,1.58496250072116,-169.1575,-4,115,-5.14295795384204,"SC01",8,"plx"
"1370","WellR05-C11H2B_day1",12,3.58496250072116,-124.1042,-3,115,-3.14295795384204,"SC01",8,"plx"
"1371","WellR05-C11H2B_day2",15,3.90689059560852,-100.3244,-2,115,-2.82102985895468,"SC01",8,"plx"
"1372","WellR05-C11H2B_day3",32,5,-45.9536,-1,115,-1.7279204545632,"SC01",8,"plx"
"1373","WellR05-C11H2B_day4",106,6.7279204545632,0,0,115,0,"SC01",8,"plx"
"1374","WellR05-C11H2B_day5",131,7.03342300153745,17.6897,1,115,0.305502546974251,"SC01",8,"plx"
"1375","WellR05-C11H2B_day6",136,7.08746284125034,49.4008,2,115,0.35954238668714,"SC01",8,"plx"
"1376","WellR05-C11H2B_day7",135,7.07681559705083,67.66,3,115,0.348895142487632,"SC01",8,"plx"
"1377","WellR05-C11H2B_day8",127,6.98868468677217,98.6242,4,115,0.260764232208967,"SC01",8,"plx"
"1378","WellR05-C11H2B_day9",143,7.15987133677839,140.8703,5,115,0.43195088221519,"SC01",8,"plx"
"1379","WellR05-C11H2B_day10",133,7.05528243550119,168.3842,6,115,0.327361980937991,"SC01",8,"plx"
"1380","WellR05-C11H2B_day11",51,5.6724253419715,235.0925,7,115,-1.0554951125917,"SC01",8,"plx"
"1381","WellR05-C11H2B_day0",7,2.8073549220576,-169.1575,-4,116,-3.70043971814109,"SC01",8,"plx"
"1382","WellR05-C11H2B_day1",19,4.24792751344359,-124.1042,-3,116,-2.25986712675511,"SC01",8,"plx"
"1383","WellR05-C11H2B_day2",31,4.95419631038687,-100.3244,-2,116,-1.55359832981182,"SC01",8,"plx"
"1384","WellR05-C11H2B_day3",65,6.02236781302845,-45.9536,-1,116,-0.485426827170242,"SC01",8,"plx"
"1385","WellR05-C11H2B_day4",91,6.5077946401987,0,0,116,0,"SC01",8,"plx"
"1386","WellR05-C11H2B_day5",125,6.96578428466209,17.6897,1,116,0.457989644463391,"SC01",8,"plx"
"1387","WellR05-C11H2B_day6",95,6.56985560833095,49.4008,2,116,0.0620609681322515,"SC01",8,"plx"
"1388","WellR05-C11H2B_day7",85,6.4093909361377,67.66,3,116,-0.0984037040609946,"SC01",8,"plx"
"1389","WellR05-C11H2B_day8",54,5.75488750216347,98.6242,4,116,-0.752907138035228,"SC01",8,"plx"
"1390","WellR05-C11H2B_day9",39,5.28540221886225,140.8703,5,116,-1.22239242133645,"SC01",8,"plx"
"1391","WellR05-C11H2B_day10",20,4.32192809488736,168.3842,6,116,-2.18586654531133,"SC01",8,"plx"
"1392","WellR05-C11H2B_day11",1,0,235.0925,7,116,-6.5077946401987,"SC01",8,"plx"
"1393","WellR03-C02H2B_day0",165,7.36632221424582,0,1,1,0,"SC07",8,"plx"
"1394","WellR03-C02H2B_day1",171,7.4178525148859,39.0881,2,1,0.0515303006400822,"SC07",8,"plx"
"1395","WellR03-C02H2B_day2",195,7.60733031374961,66.1906,3,1,0.241008099503794,"SC07",8,"plx"
"1396","WellR03-C02H2B_day3",176,7.4594316186373,88.6261,4,1,0.0931094043914813,"SC07",8,"plx"
"1397","WellR03-C02H2B_day4",172,7.4262647547021,95.4489,5,1,0.0599425404562819,"SC07",8,"plx"
"1398","WellR03-C02H2B_day5",127,6.98868468677217,112.1483,6,1,-0.377637527473651,"SC07",8,"plx"
"1399","WellR03-C02H2B_day6",110,6.78135971352466,137.5097,7,1,-0.584962500721156,"SC07",8,"plx"
"1400","WellR03-C02H2B_day7",82,6.35755200461808,159.3733,8,1,-1.00877020962773,"SC07",8,"plx"
"1401","WellR03-C02H2B_day8",47,5.55458885167764,187.5764,9,1,-1.81173336256818,"SC07",8,"plx"
"1402","WellR03-C02H2B_day0",340,8.4093909361377,0,1,2,0,"SC07",8,"plx"
"1403","WellR03-C02H2B_day1",225,7.81378119121704,39.0881,2,2,-0.595609744920665,"SC07",8,"plx"
"1404","WellR03-C02H2B_day2",199,7.63662462054365,66.1906,3,2,-0.772766315594054,"SC07",8,"plx"
"1405","WellR03-C02H2B_day3",200,7.64385618977472,88.6261,4,2,-0.765534746362978,"SC07",8,"plx"
"1406","WellR03-C02H2B_day4",87,6.44294349584873,95.4489,5,2,-1.96644744028897,"SC07",8,"plx"
"1407","WellR03-C02H2B_day5",66,6.04439411935845,112.1483,6,2,-2.36499681677925,"SC07",8,"plx"
"1408","WellR03-C02H2B_day6",87,6.44294349584873,137.5097,7,2,-1.96644744028897,"SC07",8,"plx"
"1409","WellR03-C02H2B_day7",76,6.24792751344359,159.3733,8,2,-2.16146342269412,"SC07",8,"plx"
"1410","WellR03-C02H2B_day8",73,6.18982455888002,187.5764,9,2,-2.21956637725769,"SC07",8,"plx"
"1411","WellR03-C02H2B_day0",146,7.18982455888002,0,1,3,0,"SC07",8,"plx"
"1412","WellR03-C02H2B_day1",174,7.44294349584873,39.0881,2,3,0.25311893696871,"SC07",8,"plx"
"1413","WellR03-C02H2B_day2",230,7.84549005094437,66.1906,3,3,0.655665492064357,"SC07",8,"plx"
"1414","WellR03-C02H2B_day3",226,7.82017896241519,88.6261,4,3,0.63035440353517,"SC07",8,"plx"
"1415","WellR03-C02H2B_day4",205,7.67948009950545,95.4489,5,3,0.489655540625429,"SC07",8,"plx"
"1416","WellR03-C02H2B_day5",250,7.96578428466209,112.1483,6,3,0.775959725782069,"SC07",8,"plx"
"1417","WellR03-C02H2B_day6",279,8.12412131182919,137.5097,7,3,0.934296752949169,"SC07",8,"plx"
"1418","WellR03-C02H2B_day7",272,8.08746284125034,159.3733,8,3,0.897638282370322,"SC07",8,"plx"
"1419","WellR03-C02H2B_day8",243,7.92481250360578,187.5764,9,3,0.734987944725764,"SC07",8,"plx"
"1420","WellR03-C02H2B_day0",273,8.09275714091985,0,1,4,0,"SC07",8,"plx"
"1421","WellR03-C02H2B_day1",305,8.25266543245025,39.0881,2,4,0.159908291530396,"SC07",8,"plx"
"1422","WellR03-C02H2B_day2",301,8.2336196767597,66.1906,3,4,0.140862535839849,"SC07",8,"plx"
"1423","WellR03-C02H2B_day3",308,8.2667865406949,88.6261,4,4,0.174029399775049,"SC07",8,"plx"
"1424","WellR03-C02H2B_day4",232,7.85798099512757,95.4489,5,4,-0.234776145792281,"SC07",8,"plx"
"1425","WellR03-C02H2B_day5",192,7.58496250072116,112.1483,6,4,-0.507794640198696,"SC07",8,"plx"
"1426","WellR03-C02H2B_day6",210,7.71424551766612,137.5097,7,4,-0.37851162325373,"SC07",8,"plx"
"1427","WellR03-C02H2B_day7",196,7.61470984411521,159.3733,8,4,-0.478047296804644,"SC07",8,"plx"
"1428","WellR03-C02H2B_day8",192,7.58496250072116,187.5764,9,4,-0.507794640198696,"SC07",8,"plx"
"1429","WellR03-C03H2B_day0",185,7.53138146051631,0,1,5,0,"SC07",8,"plx"
"1430","WellR03-C03H2B_day1",225,7.81378119121704,39.0881,2,5,0.282399730700726,"SC07",8,"plx"
"1431","WellR03-C03H2B_day2",237,7.88874324889826,66.1906,3,5,0.357361788381947,"SC07",8,"plx"
"1432","WellR03-C03H2B_day3",235,7.876516946565,88.6261,4,5,0.345135486048687,"SC07",8,"plx"
"1433","WellR03-C03H2B_day4",203,7.66533591718518,95.4489,5,5,0.133954456668865,"SC07",8,"plx"
"1434","WellR03-C03H2B_day5",174,7.44294349584873,112.1483,6,5,-0.0884379646675839,"SC07",8,"plx"
"1435","WellR03-C03H2B_day6",162,7.33985000288462,137.5097,7,5,-0.191531457631688,"SC07",8,"plx"
"1436","WellR03-C03H2B_day7",172,7.4262647547021,159.3733,8,5,-0.105116705814214,"SC07",8,"plx"
"1437","WellR03-C03H2B_day8",155,7.27612440527424,187.5764,9,5,-0.255257055242074,"SC07",8,"plx"
"1438","WellR03-C03H2B_day0",307,8.26209484537018,0,1,6,0,"SC07",8,"plx"
"1439","WellR03-C03H2B_day1",338,8.40087943628218,39.0881,2,6,0.138784590912005,"SC07",8,"plx"
"1440","WellR03-C03H2B_day2",361,8.49585502688717,66.1906,3,6,0.233760181516992,"SC07",8,"plx"
"1441","WellR03-C03H2B_day3",415,8.69696752623429,88.6261,4,6,0.434872680864109,"SC07",8,"plx"
"1442","WellR03-C03H2B_day4",347,8.43879185257826,95.4489,5,6,0.176697007208082,"SC07",8,"plx"
"1443","WellR03-C03H2B_day5",430,8.74819284958946,112.1483,6,6,0.486098004219281,"SC07",8,"plx"
"1444","WellR03-C03H2B_day6",417,8.70390357344466,137.5097,7,6,0.441808728074484,"SC07",8,"plx"
"1445","WellR03-C03H2B_day7",386,8.59245703726808,159.3733,8,6,0.330362191897901,"SC07",8,"plx"
"1446","WellR03-C03H2B_day8",352,8.4594316186373,187.5764,9,6,0.197336773267118,"SC07",8,"plx"
"1447","WellR03-C03H2B_day0",143,7.15987133677839,0,1,7,0,"SC07",8,"plx"
"1448","WellR03-C03H2B_day1",127,6.98868468677217,39.0881,2,7,-0.171186650006224,"SC07",8,"plx"
"1449","WellR03-C03H2B_day2",154,7.2667865406949,66.1906,3,7,0.106915203916512,"SC07",8,"plx"
"1450","WellR03-C03H2B_day3",135,7.07681559705083,88.6261,4,7,-0.0830557397275582,"SC07",8,"plx"
"1451","WellR03-C03H2B_day4",59,5.88264304936184,95.4489,5,7,-1.27722828741655,"SC07",8,"plx"
"1452","WellR03-C03H2B_day5",35,5.12928301694497,112.1483,6,7,-2.03058831983342,"SC07",8,"plx"
"1453","WellR03-C03H2B_day6",32,5,137.5097,7,7,-2.15987133677839,"SC07",8,"plx"
"1454","WellR03-C03H2B_day7",28,4.8073549220576,159.3733,8,7,-2.35251641472079,"SC07",8,"plx"
"1455","WellR03-C03H2B_day8",19,4.24792751344359,187.5764,9,7,-2.9119438233348,"SC07",8,"plx"
"1456","WellR03-C04H2B_day0",226,7.82017896241519,0,1,8,0,"SC07",8,"plx"
"1457","WellR03-C04H2B_day1",254,7.98868468677217,39.0881,2,8,0.168505724356978,"SC07",8,"plx"
"1458","WellR03-C04H2B_day2",311,8.2807707701306,66.1906,3,8,0.460591807715415,"SC07",8,"plx"
"1459","WellR03-C04H2B_day3",314,8.29462074889163,88.6261,4,8,0.474441786476438,"SC07",8,"plx"
"1460","WellR03-C04H2B_day4",302,8.23840473932508,95.4489,5,8,0.418225776909891,"SC07",8,"plx"
"1461","WellR03-C04H2B_day5",280,8.12928301694497,112.1483,6,8,0.309104054529779,"SC07",8,"plx"
"1462","WellR03-C04H2B_day6",283,8.14465824283188,137.5097,7,8,0.324479280416694,"SC07",8,"plx"
"1463","WellR03-C04H2B_day7",334,8.38370429247405,159.3733,8,8,0.563525330058864,"SC07",8,"plx"
"1464","WellR03-C04H2B_day8",306,8.25738784269265,187.5764,9,8,0.437208880277463,"SC07",8,"plx"
"1465","WellR03-C04H2B_day0",155,7.27612440527424,0,1,9,0,"SC07",8,"plx"
"1466","WellR03-C04H2B_day1",131,7.03342300153745,39.0881,2,9,-0.242701403736787,"SC07",8,"plx"
"1467","WellR03-C04H2B_day2",165,7.36632221424582,66.1906,3,9,0.0901978089715785,"SC07",8,"plx"
"1468","WellR03-C04H2B_day3",173,7.43462822763672,88.6261,4,9,0.158503822362487,"SC07",8,"plx"
"1469","WellR03-C04H2B_day4",157,7.29462074889163,95.4489,5,9,0.0184963436173895,"SC07",8,"plx"
"1470","WellR03-C04H2B_day5",185,7.53138146051631,112.1483,6,9,0.255257055242074,"SC07",8,"plx"
"1471","WellR03-C04H2B_day6",165,7.36632221424582,137.5097,7,9,0.0901978089715785,"SC07",8,"plx"
"1472","WellR03-C04H2B_day7",169,7.40087943628218,159.3733,8,9,0.124755031007947,"SC07",8,"plx"
"1473","WellR03-C04H2B_day8",142,7.14974711950468,187.5764,9,9,-0.126377285769555,"SC07",8,"plx"
"1474","WellR03-C04H2B_day0",59,5.88264304936184,0,1,10,0,"SC07",8,"plx"
"1475","WellR03-C04H2B_day1",98,6.61470984411521,39.0881,2,10,0.732066794753367,"SC07",8,"plx"
"1476","WellR03-C04H2B_day2",103,6.68650052718322,66.1906,3,10,0.803857477821377,"SC07",8,"plx"
"1477","WellR03-C04H2B_day3",106,6.7279204545632,88.6261,4,10,0.845277405201357,"SC07",8,"plx"
"1478","WellR03-C04H2B_day4",90,6.49185309632967,95.4489,5,10,0.609210046967833,"SC07",8,"plx"
"1479","WellR03-C04H2B_day5",77,6.2667865406949,112.1483,6,10,0.384143491333059,"SC07",8,"plx"
"1480","WellR03-C04H2B_day6",50,5.64385618977472,137.5097,7,10,-0.238786859587117,"SC07",8,"plx"
"1481","WellR03-C04H2B_day7",45,5.49185309632967,159.3733,8,10,-0.390789953032167,"SC07",8,"plx"
"1482","WellR03-C04H2B_day8",18,4.16992500144231,187.5764,9,10,-1.71271804791953,"SC07",8,"plx"
"1483","WellR03-C04H2B_day0",87,6.44294349584873,0,1,11,0,"SC07",8,"plx"
"1484","WellR03-C04H2B_day1",135,7.07681559705083,39.0881,2,11,0.633872101202103,"SC07",8,"plx"
"1485","WellR03-C04H2B_day2",150,7.22881869049588,66.1906,3,11,0.785875194647152,"SC07",8,"plx"
"1486","WellR03-C04H2B_day3",157,7.29462074889163,88.6261,4,11,0.851677253042899,"SC07",8,"plx"
"1487","WellR03-C04H2B_day4",146,7.18982455888002,95.4489,5,11,0.74688106303129,"SC07",8,"plx"
"1488","WellR03-C04H2B_day5",158,7.3037807481771,112.1483,6,11,0.860837252328375,"SC07",8,"plx"
"1489","WellR03-C04H2B_day6",140,7.12928301694497,137.5097,7,11,0.686339521096238,"SC07",8,"plx"
"1490","WellR03-C04H2B_day7",151,7.23840473932508,159.3733,8,11,0.795461243476351,"SC07",8,"plx"
"1491","WellR03-C04H2B_day8",127,6.98868468677217,187.5764,9,11,0.545741190923438,"SC07",8,"plx"
"1492","WellR03-C05H2B_day0",273,8.09275714091985,0,1,12,0,"SC07",8,"plx"
"1493","WellR03-C05H2B_day1",298,8.21916852046216,39.0881,2,12,0.12641137954231,"SC07",8,"plx"
"1494","WellR03-C05H2B_day2",320,8.32192809488736,66.1906,3,12,0.229170953967509,"SC07",8,"plx"
"1495","WellR03-C05H2B_day3",322,8.33091687811462,88.6261,4,12,0.238159737194765,"SC07",8,"plx"
"1496","WellR03-C05H2B_day4",274,8.09803208296053,95.4489,5,12,0.0052749420406748,"SC07",8,"plx"
"1497","WellR03-C05H2B_day5",277,8.11374216604919,112.1483,6,12,0.0209850251293364,"SC07",8,"plx"
"1498","WellR03-C05H2B_day6",244,7.93073733756289,137.5097,7,12,-0.162019803356966,"SC07",8,"plx"
"1499","WellR03-C05H2B_day7",232,7.85798099512757,159.3733,8,12,-0.234776145792281,"SC07",8,"plx"
"1500","WellR03-C05H2B_day8",178,7.4757334309664,187.5764,9,12,-0.617023709953455,"SC07",8,"plx"
"1501","WellR03-C05H2B_day0",209,7.70735913208088,0,1,13,0,"SC07",8,"plx"
"1502","WellR03-C05H2B_day1",278,8.11894107272351,39.0881,2,13,0.411581940642624,"SC07",8,"plx"
"1503","WellR03-C05H2B_day2",305,8.25266543245025,66.1906,3,13,0.545306300369366,"SC07",8,"plx"
"1504","WellR03-C05H2B_day3",352,8.4594316186373,88.6261,4,13,0.752072486556414,"SC07",8,"plx"
"1505","WellR03-C05H2B_day4",368,8.52356195605701,95.4489,5,13,0.81620282397613,"SC07",8,"plx"
"1506","WellR03-C05H2B_day5",419,8.71080643369935,112.1483,6,13,1.00344730161847,"SC07",8,"plx"
"1507","WellR03-C05H2B_day6",437,8.7714894695006,137.5097,7,13,1.06413033741972,"SC07",8,"plx"
"1508","WellR03-C05H2B_day7",502,8.97154355395077,159.3733,8,13,1.26418442186989,"SC07",8,"plx"
"1509","WellR03-C05H2B_day8",616,9.2667865406949,187.5764,9,13,1.55942740861402,"SC07",8,"plx"
"1510","WellR03-C05H2B_day0",53,5.7279204545632,0,1,14,0,"SC07",8,"plx"
"1511","WellR03-C05H2B_day1",88,6.4594316186373,39.0881,2,14,0.731511164074099,"SC07",8,"plx"
"1512","WellR03-C05H2B_day2",97,6.59991284218713,66.1906,3,14,0.871992387623929,"SC07",8,"plx"
"1513","WellR03-C05H2B_day3",92,6.52356195605701,88.6261,4,14,0.795641501493814,"SC07",8,"plx"
"1514","WellR03-C05H2B_day4",103,6.68650052718322,95.4489,5,14,0.95858007262002,"SC07",8,"plx"
"1515","WellR03-C05H2B_day5",112,6.8073549220576,112.1483,6,14,1.0794344674944,"SC07",8,"plx"
"1516","WellR03-C05H2B_day6",121,6.91886323727459,137.5097,7,14,1.1909427827114,"SC07",8,"plx"
"1517","WellR03-C05H2B_day7",124,6.95419631038687,159.3733,8,14,1.22627585582368,"SC07",8,"plx"
"1518","WellR03-C05H2B_day8",134,7.06608919045777,187.5764,9,14,1.33816873589457,"SC07",8,"plx"
"1519","WellR03-C05H2B_day0",112,6.8073549220576,0,1,15,0,"SC07",8,"plx"
"1520","WellR03-C05H2B_day1",170,7.4093909361377,39.0881,2,15,0.602036014080098,"SC07",8,"plx"
"1521","WellR03-C05H2B_day2",181,7.49984588708321,66.1906,3,15,0.692490965025602,"SC07",8,"plx"
"1522","WellR03-C05H2B_day3",171,7.4178525148859,88.6261,4,15,0.610497592828295,"SC07",8,"plx"
"1523","WellR03-C05H2B_day4",185,7.53138146051631,95.4489,5,15,0.724026538458708,"SC07",8,"plx"
"1524","WellR03-C05H2B_day5",171,7.4178525148859,112.1483,6,15,0.610497592828295,"SC07",8,"plx"
"1525","WellR03-C05H2B_day6",150,7.22881869049588,137.5097,7,15,0.421463768438277,"SC07",8,"plx"
"1526","WellR03-C05H2B_day7",119,6.89481776330794,159.3733,8,15,0.08746284125034,"SC07",8,"plx"
"1527","WellR03-C05H2B_day8",102,6.6724253419715,187.5764,9,15,-0.134929580086109,"SC07",8,"plx"
"1528","WellR03-C05H2B_day0",98,6.61470984411521,0,1,16,0,"SC07",8,"plx"
"1529","WellR03-C05H2B_day1",85,6.4093909361377,39.0881,2,16,-0.205318907977507,"SC07",8,"plx"
"1530","WellR03-C05H2B_day2",71,6.14974711950468,66.1906,3,16,-0.464962724610526,"SC07",8,"plx"
"1531","WellR03-C05H2B_day3",75,6.22881869049588,88.6261,4,16,-0.385891153619328,"SC07",8,"plx"
"1532","WellR03-C05H2B_day4",53,5.7279204545632,95.4489,5,16,-0.88678938955201,"SC07",8,"plx"
"1533","WellR03-C05H2B_day5",29,4.85798099512757,112.1483,6,16,-1.75672884898764,"SC07",8,"plx"
"1534","WellR03-C05H2B_day6",12,3.58496250072116,137.5097,7,16,-3.02974734339405,"SC07",8,"plx"
"1535","WellR03-C05H2B_day7",6,2.58496250072116,159.3733,8,16,-4.02974734339405,"SC07",8,"plx"
"1536","WellR03-C05H2B_day8",2,1,187.5764,9,16,-5.61470984411521,"SC07",8,"plx"
"1537","WellR03-C05H2B_day0",128,7,0,1,17,0,"SC07",8,"plx"
"1538","WellR03-C05H2B_day1",129,7.01122725542325,39.0881,2,17,0.011227255423254,"SC07",8,"plx"
"1539","WellR03-C05H2B_day2",138,7.10852445677817,66.1906,3,17,0.108524456778169,"SC07",8,"plx"
"1540","WellR03-C05H2B_day3",132,7.04439411935845,88.6261,4,17,0.0443941193584534,"SC07",8,"plx"
"1541","WellR03-C05H2B_day4",149,7.21916852046216,95.4489,5,17,0.219168520462161,"SC07",8,"plx"
"1542","WellR03-C05H2B_day5",145,7.17990909001493,112.1483,6,17,0.179909090014934,"SC07",8,"plx"
"1543","WellR03-C05H2B_day6",132,7.04439411935845,137.5097,7,17,0.0443941193584534,"SC07",8,"plx"
"1544","WellR03-C05H2B_day7",131,7.03342300153745,159.3733,8,17,0.0334230015374501,"SC07",8,"plx"
"1545","WellR03-C05H2B_day8",147,7.19967234483636,187.5764,9,17,0.199672344836364,"SC07",8,"plx"
"1546","WellR03-C06H2B_day0",124,6.95419631038687,0,1,18,0,"SC07",8,"plx"
"1547","WellR03-C06H2B_day1",103,6.68650052718322,39.0881,2,18,-0.267695783203656,"SC07",8,"plx"
"1548","WellR03-C06H2B_day2",91,6.5077946401987,66.1906,3,18,-0.446401670188179,"SC07",8,"plx"
"1549","WellR03-C06H2B_day3",78,6.28540221886225,88.6261,4,18,-0.668794091524626,"SC07",8,"plx"
"1550","WellR03-C06H2B_day4",73,6.18982455888002,95.4489,5,18,-0.764371751506857,"SC07",8,"plx"
"1551","WellR03-C06H2B_day5",72,6.16992500144231,112.1483,6,18,-0.784271308944563,"SC07",8,"plx"
"1552","WellR03-C06H2B_day6",54,5.75488750216347,137.5097,7,18,-1.19930880822341,"SC07",8,"plx"
"1553","WellR03-C06H2B_day7",41,5.35755200461808,159.3733,8,18,-1.59664430576879,"SC07",8,"plx"
"1554","WellR03-C06H2B_day8",31,4.95419631038687,187.5764,9,18,-2,"SC07",8,"plx"
"1555","WellR03-C06H2B_day0",134,7.06608919045777,0,1,19,0,"SC07",8,"plx"
"1556","WellR03-C06H2B_day1",116,6.85798099512757,39.0881,2,19,-0.2081081953302,"SC07",8,"plx"
"1557","WellR03-C06H2B_day2",114,6.83289001416474,66.1906,3,19,-0.233199176293031,"SC07",8,"plx"
"1558","WellR03-C06H2B_day3",92,6.52356195605701,88.6261,4,19,-0.542527234400759,"SC07",8,"plx"
"1559","WellR03-C06H2B_day4",33,5.04439411935845,95.4489,5,19,-2.02169507109932,"SC07",8,"plx"
"1560","WellR03-C06H2B_day5",24,4.58496250072116,112.1483,6,19,-2.48112668973662,"SC07",8,"plx"
"1561","WellR03-C06H2B_day6",20,4.32192809488736,137.5097,7,19,-2.74416109557041,"SC07",8,"plx"
"1562","WellR03-C06H2B_day7",20,4.32192809488736,159.3733,8,19,-2.74416109557041,"SC07",8,"plx"
"1563","WellR03-C06H2B_day8",11,3.4594316186373,187.5764,9,19,-3.60665757182047,"SC07",8,"plx"
"1564","WellR03-C06H2B_day0",46,5.52356195605701,0,1,20,0,"SC07",8,"plx"
"1565","WellR03-C06H2B_day1",45,5.49185309632967,39.0881,2,20,-0.0317088597273383,"SC07",8,"plx"
"1566","WellR03-C06H2B_day2",33,5.04439411935845,66.1906,3,20,-0.47916783669856,"SC07",8,"plx"
"1567","WellR03-C06H2B_day3",30,4.90689059560852,88.6261,4,20,-0.616671360448494,"SC07",8,"plx"
"1568","WellR03-C06H2B_day4",20,4.32192809488736,95.4489,5,20,-1.20163386116965,"SC07",8,"plx"
"1569","WellR03-C06H2B_day5",21,4.39231742277876,112.1483,6,20,-1.13124453327825,"SC07",8,"plx"
"1570","WellR03-C06H2B_day6",19,4.24792751344359,137.5097,7,20,-1.27563444261343,"SC07",8,"plx"
"1571","WellR03-C06H2B_day7",19,4.24792751344359,159.3733,8,20,-1.27563444261343,"SC07",8,"plx"
"1572","WellR03-C06H2B_day8",21,4.39231742277876,187.5764,9,20,-1.13124453327825,"SC07",8,"plx"
"1573","WellR03-C07H2B_day0",213,7.73470962022584,0,1,21,0,"SC07",8,"plx"
"1574","WellR03-C07H2B_day1",248,7.95419631038687,39.0881,2,21,0.219486690161037,"SC07",8,"plx"
"1575","WellR03-C07H2B_day2",278,8.11894107272351,66.1906,3,21,0.384231452497668,"SC07",8,"plx"
"1576","WellR03-C07H2B_day3",261,8.02790599656988,88.6261,4,21,0.293196376344047,"SC07",8,"plx"
"1577","WellR03-C07H2B_day4",289,8.17492568250068,95.4489,5,21,0.44021606227484,"SC07",8,"plx"
"1578","WellR03-C07H2B_day5",292,8.18982455888002,112.1483,6,21,0.455114938654179,"SC07",8,"plx"
"1579","WellR03-C07H2B_day6",281,8.13442632022093,137.5097,7,21,0.399716699995088,"SC07",8,"plx"
"1580","WellR03-C07H2B_day7",285,8.1548181090521,159.3733,8,21,0.420108488826267,"SC07",8,"plx"
"1581","WellR03-C07H2B_day8",265,8.04984854945056,187.5764,9,21,0.315138929224724,"SC07",8,"plx"
"1582","WellR03-C07H2B_day0",203,7.66533591718518,0,1,22,0,"SC07",8,"plx"
"1583","WellR03-C07H2B_day1",197,7.62205181945638,39.0881,2,22,-0.0432840977288,"SC07",8,"plx"
"1584","WellR03-C07H2B_day2",223,7.8008998999203,66.1906,3,22,0.135563982735128,"SC07",8,"plx"
"1585","WellR03-C07H2B_day3",221,7.78790255939143,88.6261,4,22,0.122566642206255,"SC07",8,"plx"
"1586","WellR03-C07H2B_day4",67,6.06608919045777,95.4489,5,22,-1.5992467267274,"SC07",8,"plx"
"1587","WellR03-C07H2B_day5",67,6.06608919045777,112.1483,6,22,-1.5992467267274,"SC07",8,"plx"
"1588","WellR03-C07H2B_day6",76,6.24792751344359,137.5097,7,22,-1.41740840374159,"SC07",8,"plx"
"1589","WellR03-C07H2B_day7",67,6.06608919045777,159.3733,8,22,-1.5992467267274,"SC07",8,"plx"
"1590","WellR03-C07H2B_day8",65,6.02236781302845,187.5764,9,22,-1.64296810415672,"SC07",8,"plx"
"1591","WellR03-C08H2B_day0",154,7.2667865406949,0,1,23,0,"SC07",8,"plx"
"1592","WellR03-C08H2B_day1",202,7.65821148275179,39.0881,2,23,0.391424942056894,"SC07",8,"plx"
"1593","WellR03-C08H2B_day2",194,7.59991284218713,66.1906,3,23,0.333126301492227,"SC07",8,"plx"
"1594","WellR03-C08H2B_day3",198,7.62935662007961,88.6261,4,23,0.362570079384708,"SC07",8,"plx"
"1595","WellR03-C08H2B_day4",70,6.12928301694497,95.4489,5,23,-1.13750352374993,"SC07",8,"plx"
"1596","WellR03-C08H2B_day5",71,6.14974711950468,112.1483,6,23,-1.11703942119022,"SC07",8,"plx"
"1597","WellR03-C08H2B_day6",46,5.52356195605701,137.5097,7,23,-1.74322458463789,"SC07",8,"plx"
"1598","WellR03-C08H2B_day7",28,4.8073549220576,159.3733,8,23,-2.4594316186373,"SC07",8,"plx"
"1599","WellR03-C08H2B_day8",11,3.4594316186373,187.5764,9,23,-3.8073549220576,"SC07",8,"plx"
"1600","WellR03-C08H2B_day0",154,7.2667865406949,0,1,24,0,"SC07",8,"plx"
"1601","WellR03-C08H2B_day1",182,7.5077946401987,39.0881,2,24,0.241008099503795,"SC07",8,"plx"
"1602","WellR03-C08H2B_day2",207,7.69348695749933,66.1906,3,24,0.426700416804424,"SC07",8,"plx"
"1603","WellR03-C08H2B_day3",203,7.66533591718518,88.6261,4,24,0.398549376490275,"SC07",8,"plx"
"1604","WellR03-C08H2B_day4",211,7.72109918870718,95.4489,5,24,0.454312648012284,"SC07",8,"plx"
"1605","WellR03-C08H2B_day5",210,7.71424551766612,112.1483,6,24,0.447458976971221,"SC07",8,"plx"
"1606","WellR03-C08H2B_day6",196,7.61470984411521,137.5097,7,24,0.347923303420307,"SC07",8,"plx"
"1607","WellR03-C08H2B_day7",212,7.7279204545632,159.3733,8,24,0.461133913868298,"SC07",8,"plx"
"1608","WellR03-C08H2B_day8",204,7.6724253419715,187.5764,9,24,0.405638801276594,"SC07",8,"plx"
"1609","WellR03-C08H2B_day0",100,6.64385618977472,0,1,25,0,"SC07",8,"plx"
"1610","WellR03-C08H2B_day1",103,6.68650052718322,39.0881,2,25,0.0426443374084942,"SC07",8,"plx"
"1611","WellR03-C08H2B_day2",126,6.97727992349992,66.1906,3,25,0.333423733725192,"SC07",8,"plx"
"1612","WellR03-C08H2B_day3",144,7.16992500144231,88.6261,4,25,0.526068811667588,"SC07",8,"plx"
"1613","WellR03-C08H2B_day4",161,7.33091687811462,95.4489,5,25,0.687060688339892,"SC07",8,"plx"
"1614","WellR03-C08H2B_day5",131,7.03342300153745,112.1483,6,25,0.389566811762726,"SC07",8,"plx"
"1615","WellR03-C08H2B_day6",154,7.2667865406949,137.5097,7,25,0.622930350920177,"SC07",8,"plx"
