"","Slice","Count","l2","Time","day","cID","nl2","Cell","conc","drug"
"576","WellR03-C10H2B_day11",30,4.90689059560852,235.0925,7,48,-1.64769825606912,"SC01",8,"plx"
"577","WellR03-C10H2B_day0",1,0,-169.1575,-4,49,-5.64385618977472,"SC01",8,"plx"
"578","WellR03-C10H2B_day1",6,2.58496250072116,-124.1042,-3,49,-3.05889368905357,"SC01",8,"plx"
"579","WellR03-C10H2B_day2",11,3.4594316186373,-100.3244,-2,49,-2.18442457113743,"SC01",8,"plx"
"580","WellR03-C10H2B_day3",20,4.32192809488736,-45.9536,-1,49,-1.32192809488736,"SC01",8,"plx"
"581","WellR03-C10H2B_day4",50,5.64385618977472,0,0,49,0,"SC01",8,"plx"
"582","WellR03-C10H2B_day5",48,5.58496250072116,17.6897,1,49,-0.0588936890535683,"SC01",8,"plx"
"583","WellR03-C10H2B_day6",25,4.64385618977472,49.4008,2,49,-1,"SC01",8,"plx"
"584","WellR03-C10H2B_day7",14,3.8073549220576,67.66,3,49,-1.83650126771712,"SC01",8,"plx"
"585","WellR03-C10H2B_day8",1,0,98.6242,4,49,-5.64385618977472,"SC01",8,"plx"
"586","WellR03-C10H2B_day9",1,0,140.8703,5,49,-5.64385618977472,"SC01",8,"plx"
"587","WellR03-C10H2B_day10",1,0,168.3842,6,49,-5.64385618977472,"SC01",8,"plx"
"588","WellR03-C10H2B_day11",1,0,235.0925,7,49,-5.64385618977472,"SC01",8,"plx"
"589","WellR03-C10H2B_day0",6,2.58496250072116,-169.1575,-4,50,-2.87446911791614,"SC01",8,"plx"
"590","WellR03-C10H2B_day1",5,2.32192809488736,-124.1042,-3,50,-3.13750352374994,"SC01",8,"plx"
"591","WellR03-C10H2B_day2",10,3.32192809488736,-100.3244,-2,50,-2.13750352374994,"SC01",8,"plx"
"592","WellR03-C10H2B_day3",26,4.70043971814109,-45.9536,-1,50,-0.758991900496206,"SC01",8,"plx"
"593","WellR03-C10H2B_day4",44,5.4594316186373,0,0,50,0,"SC01",8,"plx"
"594","WellR03-C10H2B_day5",33,5.04439411935845,17.6897,1,50,-0.415037499278844,"SC01",8,"plx"
"595","WellR03-C10H2B_day6",12,3.58496250072116,49.4008,2,50,-1.87446911791614,"SC01",8,"plx"
"596","WellR03-C10H2B_day7",10,3.32192809488736,67.66,3,50,-2.13750352374994,"SC01",8,"plx"
"597","WellR03-C10H2B_day8",4,2,98.6242,4,50,-3.4594316186373,"SC01",8,"plx"
"598","WellR03-C10H2B_day9",4,2,140.8703,5,50,-3.4594316186373,"SC01",8,"plx"
"599","WellR03-C10H2B_day10",4,2,168.3842,6,50,-3.4594316186373,"SC01",8,"plx"
"600","WellR03-C10H2B_day11",7,2.8073549220576,235.0925,7,50,-2.65207669657969,"SC01",8,"plx"
"601","WellR03-C11H2B_day0",4,2,-169.1575,-4,51,-5.54689445988764,"SC01",8,"plx"
"602","WellR03-C11H2B_day1",16,4,-124.1042,-3,51,-3.54689445988764,"SC01",8,"plx"
"603","WellR03-C11H2B_day2",29,4.85798099512757,-100.3244,-2,51,-2.68891346476006,"SC01",8,"plx"
"604","WellR03-C11H2B_day3",86,6.4262647547021,-45.9536,-1,51,-1.12062970518554,"SC01",8,"plx"
"605","WellR03-C11H2B_day4",187,7.54689445988764,0,0,51,0,"SC01",8,"plx"
"606","WellR03-C11H2B_day5",150,7.22881869049588,17.6897,1,51,-0.318075769391756,"SC01",8,"plx"
"607","WellR03-C11H2B_day6",63,5.97727992349992,49.4008,2,51,-1.56961453638772,"SC01",8,"plx"
"608","WellR03-C11H2B_day7",67,6.06608919045777,67.66,3,51,-1.48080526942986,"SC01",8,"plx"
"609","WellR03-C11H2B_day8",34,5.08746284125034,98.6242,4,51,-2.4594316186373,"SC01",8,"plx"
"610","WellR03-C11H2B_day9",26,4.70043971814109,140.8703,5,51,-2.84645474174654,"SC01",8,"plx"
"611","WellR03-C11H2B_day10",23,4.52356195605701,168.3842,6,51,-3.02333250383062,"SC01",8,"plx"
"612","WellR03-C11H2B_day11",14,3.8073549220576,235.0925,7,51,-3.73953953783003,"SC01",8,"plx"
"613","WellR03-C11H2B_day0",5,2.32192809488736,-169.1575,-4,52,-4.6667565918848,"SC01",8,"plx"
"614","WellR03-C11H2B_day1",16,4,-124.1042,-3,52,-2.98868468677217,"SC01",8,"plx"
"615","WellR03-C11H2B_day2",18,4.16992500144231,-100.3244,-2,52,-2.81875968532985,"SC01",8,"plx"
"616","WellR03-C11H2B_day3",61,5.93073733756289,-45.9536,-1,52,-1.05794734920928,"SC01",8,"plx"
"617","WellR03-C11H2B_day4",127,6.98868468677217,0,0,52,0,"SC01",8,"plx"
"618","WellR03-C11H2B_day5",170,7.4093909361377,17.6897,1,52,0.420706249365536,"SC01",8,"plx"
"619","WellR03-C11H2B_day6",123,6.94251450533924,49.4008,2,52,-0.0461701814329256,"SC01",8,"plx"
"620","WellR03-C11H2B_day7",130,7.02236781302845,67.66,3,52,0.0336831262562889,"SC01",8,"plx"
"621","WellR03-C11H2B_day8",76,6.24792751344359,98.6242,4,52,-0.74075717332858,"SC01",8,"plx"
"622","WellR03-C11H2B_day9",37,5.20945336562895,140.8703,5,52,-1.77923132114322,"SC01",8,"plx"
"623","WellR03-C11H2B_day10",23,4.52356195605701,168.3842,6,52,-2.46512273071515,"SC01",8,"plx"
"624","WellR03-C11H2B_day11",2,1,235.0925,7,52,-5.98868468677217,"SC01",8,"plx"
"625","WellR03-C11H2B_day0",2,1,-169.1575,-4,53,-4.35755200461808,"SC01",8,"plx"
"626","WellR03-C11H2B_day1",4,2,-124.1042,-3,53,-3.35755200461808,"SC01",8,"plx"
"627","WellR03-C11H2B_day2",8,3,-100.3244,-2,53,-2.35755200461808,"SC01",8,"plx"
"628","WellR03-C11H2B_day3",23,4.52356195605701,-45.9536,-1,53,-0.833990048561071,"SC01",8,"plx"
"629","WellR03-C11H2B_day4",41,5.35755200461808,0,0,53,0,"SC01",8,"plx"
"630","WellR03-C11H2B_day5",24,4.58496250072116,17.6897,1,53,-0.772589503896928,"SC01",8,"plx"
"631","WellR03-C11H2B_day6",16,4,49.4008,2,53,-1.35755200461808,"SC01",8,"plx"
"632","WellR03-C11H2B_day7",13,3.70043971814109,67.66,3,53,-1.65711228647699,"SC01",8,"plx"
"633","WellR03-C11H2B_day8",1,0,98.6242,4,53,-5.35755200461808,"SC01",8,"plx"
"634","WellR03-C11H2B_day9",2,1,140.8703,5,53,-4.35755200461808,"SC01",8,"plx"
"635","WellR03-C11H2B_day10",1,0,168.3842,6,53,-5.35755200461808,"SC01",8,"plx"
"636","WellR03-C11H2B_day11",1,0,235.0925,7,53,-5.35755200461808,"SC01",8,"plx"
"637","WellR04-C02H2B_day0",1,0,-169.1575,-4,54,-4.32192809488736,"SC01",8,"plx"
"638","WellR04-C02H2B_day1",4,2,-124.1042,-3,54,-2.32192809488736,"SC01",8,"plx"
"639","WellR04-C02H2B_day2",6,2.58496250072116,-100.3244,-2,54,-1.73696559416621,"SC01",8,"plx"
"640","WellR04-C02H2B_day3",10,3.32192809488736,-45.9536,-1,54,-1,"SC01",8,"plx"
"641","WellR04-C02H2B_day4",20,4.32192809488736,0,0,54,0,"SC01",8,"plx"
"642","WellR04-C02H2B_day5",12,3.58496250072116,17.6897,1,54,-0.736965594166207,"SC01",8,"plx"
"643","WellR04-C02H2B_day6",4,2,49.4008,2,54,-2.32192809488736,"SC01",8,"plx"
"644","WellR04-C02H2B_day7",3,1.58496250072116,67.66,3,54,-2.73696559416621,"SC01",8,"plx"
"645","WellR04-C02H2B_day8",1,0,98.6242,4,54,-4.32192809488736,"SC01",8,"plx"
"646","WellR04-C02H2B_day9",1,0,140.8703,5,54,-4.32192809488736,"SC01",8,"plx"
"647","WellR04-C02H2B_day10",1,0,168.3842,6,54,-4.32192809488736,"SC01",8,"plx"
"648","WellR04-C02H2B_day11",1,0,235.0925,7,54,-4.32192809488736,"SC01",8,"plx"
"649","WellR04-C02H2B_day0",1,0,-169.1575,-4,55,-4.75488750216347,"SC01",8,"plx"
"650","WellR04-C02H2B_day1",4,2,-124.1042,-3,55,-2.75488750216347,"SC01",8,"plx"
"651","WellR04-C02H2B_day2",10,3.32192809488736,-100.3244,-2,55,-1.43295940727611,"SC01",8,"plx"
"652","WellR04-C02H2B_day3",21,4.39231742277876,-45.9536,-1,55,-0.362570079384708,"SC01",8,"plx"
"653","WellR04-C02H2B_day4",27,4.75488750216347,0,0,55,0,"SC01",8,"plx"
"654","WellR04-C02H2B_day5",17,4.08746284125034,17.6897,1,55,-0.667424660913129,"SC01",8,"plx"
"655","WellR04-C02H2B_day6",6,2.58496250072116,49.4008,2,55,-2.16992500144231,"SC01",8,"plx"
"656","WellR04-C02H2B_day7",6,2.58496250072116,67.66,3,55,-2.16992500144231,"SC01",8,"plx"
"657","WellR04-C02H2B_day8",2,1,98.6242,4,55,-3.75488750216347,"SC01",8,"plx"
"658","WellR04-C02H2B_day9",2,1,140.8703,5,55,-3.75488750216347,"SC01",8,"plx"
"659","WellR04-C02H2B_day10",1,0,168.3842,6,55,-4.75488750216347,"SC01",8,"plx"
"660","WellR04-C02H2B_day11",2,1,235.0925,7,55,-3.75488750216347,"SC01",8,"plx"
"661","WellR04-C03H2B_day0",3,1.58496250072116,-169.1575,-4,56,-5.48112668973662,"SC01",8,"plx"
"662","WellR04-C03H2B_day1",5,2.32192809488736,-124.1042,-3,56,-4.74416109557041,"SC01",8,"plx"
"663","WellR04-C03H2B_day2",19,4.24792751344359,-100.3244,-2,56,-2.81816167701419,"SC01",8,"plx"
"664","WellR04-C03H2B_day3",48,5.58496250072116,-45.9536,-1,56,-1.48112668973662,"SC01",8,"plx"
"665","WellR04-C03H2B_day4",134,7.06608919045777,0,0,56,0,"SC01",8,"plx"
"666","WellR04-C03H2B_day5",145,7.17990909001493,17.6897,1,56,0.113819899557162,"SC01",8,"plx"
"667","WellR04-C03H2B_day6",239,7.90086680798075,49.4008,2,56,0.834777617522977,"SC01",8,"plx"
"668","WellR04-C03H2B_day7",213,7.73470962022584,67.66,3,56,0.668620429768066,"SC01",8,"plx"
"669","WellR04-C03H2B_day8",250,7.96578428466209,98.6242,4,56,0.899695094204315,"SC01",8,"plx"
"670","WellR04-C03H2B_day9",217,7.76155123244448,140.8703,5,56,0.695462041986707,"SC01",8,"plx"
"671","WellR04-C03H2B_day10",232,7.85798099512757,168.3842,6,56,0.7918918046698,"SC01",8,"plx"
"672","WellR04-C03H2B_day11",186,7.53915881110803,235.0925,7,56,0.473069620650259,"SC01",8,"plx"
"673","WellR04-C03H2B_day0",5,2.32192809488736,-169.1575,-4,57,-3.70043971814109,"SC01",8,"plx"
"674","WellR04-C03H2B_day1",6,2.58496250072116,-124.1042,-3,57,-3.4374053123073,"SC01",8,"plx"
"675","WellR04-C03H2B_day2",15,3.90689059560852,-100.3244,-2,57,-2.11547721741994,"SC01",8,"plx"
"676","WellR04-C03H2B_day3",30,4.90689059560852,-45.9536,-1,57,-1.11547721741994,"SC01",8,"plx"
"677","WellR04-C03H2B_day4",65,6.02236781302845,0,0,57,0,"SC01",8,"plx"
"678","WellR04-C03H2B_day5",60,5.90689059560852,17.6897,1,57,-0.115477217419936,"SC01",8,"plx"
"679","WellR04-C03H2B_day6",24,4.58496250072116,49.4008,2,57,-1.4374053123073,"SC01",8,"plx"
"680","WellR04-C03H2B_day7",18,4.16992500144231,67.66,3,57,-1.85244281158614,"SC01",8,"plx"
"681","WellR04-C03H2B_day8",3,1.58496250072116,98.6242,4,57,-4.4374053123073,"SC01",8,"plx"
"682","WellR04-C03H2B_day9",3,1.58496250072116,140.8703,5,57,-4.4374053123073,"SC01",8,"plx"
"683","WellR04-C03H2B_day10",7,2.8073549220576,168.3842,6,57,-3.21501289097085,"SC01",8,"plx"
"684","WellR04-C03H2B_day11",1,0,235.0925,7,57,-6.02236781302845,"SC01",8,"plx"
"685","WellR04-C03H2B_day0",3,1.58496250072116,-169.1575,-4,58,-4.02974734339405,"SC01",8,"plx"
"686","WellR04-C03H2B_day1",4,2,-124.1042,-3,58,-3.61470984411521,"SC01",8,"plx"
"687","WellR04-C03H2B_day2",13,3.70043971814109,-100.3244,-2,58,-1.91427012597412,"SC01",8,"plx"
"688","WellR04-C03H2B_day3",23,4.52356195605701,-45.9536,-1,58,-1.0911478880582,"SC01",8,"plx"
"689","WellR04-C03H2B_day4",49,5.61470984411521,0,0,58,0,"SC01",8,"plx"
"690","WellR04-C03H2B_day5",31,4.95419631038687,17.6897,1,58,-0.660513533728333,"SC01",8,"plx"
"691","WellR04-C03H2B_day6",13,3.70043971814109,49.4008,2,58,-1.91427012597412,"SC01",8,"plx"
"692","WellR04-C03H2B_day7",11,3.4594316186373,67.66,3,58,-2.15527822547791,"SC01",8,"plx"
"693","WellR04-C03H2B_day8",6,2.58496250072116,98.6242,4,58,-3.02974734339405,"SC01",8,"plx"
"694","WellR04-C03H2B_day9",5,2.32192809488736,140.8703,5,58,-3.29278174922785,"SC01",8,"plx"
"695","WellR04-C03H2B_day10",8,3,168.3842,6,58,-2.61470984411521,"SC01",8,"plx"
"696","WellR04-C03H2B_day11",4,2,235.0925,7,58,-3.61470984411521,"SC01",8,"plx"
"697","WellR04-C04H2B_day0",2,1,-169.1575,-4,59,-5,"SC01",8,"plx"
"698","WellR04-C04H2B_day1",10,3.32192809488736,-124.1042,-3,59,-2.67807190511264,"SC01",8,"plx"
"699","WellR04-C04H2B_day2",11,3.4594316186373,-100.3244,-2,59,-2.5405683813627,"SC01",8,"plx"
"700","WellR04-C04H2B_day3",30,4.90689059560852,-45.9536,-1,59,-1.09310940439148,"SC01",8,"plx"
"701","WellR04-C04H2B_day4",64,6,0,0,59,0,"SC01",8,"plx"
"702","WellR04-C04H2B_day5",32,5,17.6897,1,59,-1,"SC01",8,"plx"
"703","WellR04-C04H2B_day6",14,3.8073549220576,49.4008,2,59,-2.1926450779424,"SC01",8,"plx"
"704","WellR04-C04H2B_day7",12,3.58496250072116,67.66,3,59,-2.41503749927884,"SC01",8,"plx"
"705","WellR04-C04H2B_day8",5,2.32192809488736,98.6242,4,59,-3.67807190511264,"SC01",8,"plx"
"706","WellR04-C04H2B_day9",6,2.58496250072116,140.8703,5,59,-3.41503749927884,"SC01",8,"plx"
"707","WellR04-C04H2B_day10",5,2.32192809488736,168.3842,6,59,-3.67807190511264,"SC01",8,"plx"
"708","WellR04-C04H2B_day11",7,2.8073549220576,235.0925,7,59,-3.1926450779424,"SC01",8,"plx"
"709","WellR04-C04H2B_day0",2,1,-169.1575,-4,60,-4.12928301694497,"SC01",8,"plx"
"710","WellR04-C04H2B_day1",5,2.32192809488736,-124.1042,-3,60,-2.8073549220576,"SC01",8,"plx"
"711","WellR04-C04H2B_day2",5,2.32192809488736,-100.3244,-2,60,-2.8073549220576,"SC01",8,"plx"
"712","WellR04-C04H2B_day3",20,4.32192809488736,-45.9536,-1,60,-0.807354922057604,"SC01",8,"plx"
"713","WellR04-C04H2B_day4",35,5.12928301694497,0,0,60,0,"SC01",8,"plx"
"714","WellR04-C04H2B_day5",31,4.95419631038687,17.6897,1,60,-0.175086706558091,"SC01",8,"plx"
"715","WellR04-C04H2B_day6",17,4.08746284125034,49.4008,2,60,-1.04182017569463,"SC01",8,"plx"
"716","WellR04-C04H2B_day7",15,3.90689059560852,67.66,3,60,-1.22239242133645,"SC01",8,"plx"
"717","WellR04-C04H2B_day8",5,2.32192809488736,98.6242,4,60,-2.8073549220576,"SC01",8,"plx"
"718","WellR04-C04H2B_day9",5,2.32192809488736,140.8703,5,60,-2.8073549220576,"SC01",8,"plx"
"719","WellR04-C04H2B_day10",9,3.16992500144231,168.3842,6,60,-1.95935801550265,"SC01",8,"plx"
"720","WellR04-C04H2B_day11",2,1,235.0925,7,60,-4.12928301694497,"SC01",8,"plx"
"721","WellR04-C04H2B_day0",5,2.32192809488736,-169.1575,-4,61,-2.8073549220576,"SC01",8,"plx"
"722","WellR04-C04H2B_day1",5,2.32192809488736,-124.1042,-3,61,-2.8073549220576,"SC01",8,"plx"
"723","WellR04-C04H2B_day2",10,3.32192809488736,-100.3244,-2,61,-1.8073549220576,"SC01",8,"plx"
"724","WellR04-C04H2B_day3",16,4,-45.9536,-1,61,-1.12928301694497,"SC01",8,"plx"
"725","WellR04-C04H2B_day4",35,5.12928301694497,0,0,61,0,"SC01",8,"plx"
"726","WellR04-C04H2B_day5",25,4.64385618977472,17.6897,1,61,-0.485426827170242,"SC01",8,"plx"
"727","WellR04-C04H2B_day6",13,3.70043971814109,49.4008,2,61,-1.42884329880387,"SC01",8,"plx"
"728","WellR04-C04H2B_day7",12,3.58496250072116,67.66,3,61,-1.54432051622381,"SC01",8,"plx"
"729","WellR04-C04H2B_day8",5,2.32192809488736,98.6242,4,61,-2.8073549220576,"SC01",8,"plx"
"730","WellR04-C04H2B_day9",6,2.58496250072116,140.8703,5,61,-2.54432051622381,"SC01",8,"plx"
"731","WellR04-C04H2B_day10",6,2.58496250072116,168.3842,6,61,-2.54432051622381,"SC01",8,"plx"
"732","WellR04-C04H2B_day11",2,1,235.0925,7,61,-4.12928301694497,"SC01",8,"plx"
"733","WellR04-C04H2B_day0",4,2,-169.1575,-4,62,-2.8073549220576,"SC01",8,"plx"
"734","WellR04-C04H2B_day1",8,3,-124.1042,-3,62,-1.8073549220576,"SC01",8,"plx"
"735","WellR04-C04H2B_day2",9,3.16992500144231,-100.3244,-2,62,-1.63742992061529,"SC01",8,"plx"
"736","WellR04-C04H2B_day3",17,4.08746284125034,-45.9536,-1,62,-0.719892080807265,"SC01",8,"plx"
"737","WellR04-C04H2B_day4",28,4.8073549220576,0,0,62,0,"SC01",8,"plx"
"738","WellR04-C04H2B_day5",15,3.90689059560852,17.6897,1,62,-0.900464326449085,"SC01",8,"plx"
"739","WellR04-C04H2B_day6",8,3,49.4008,2,62,-1.8073549220576,"SC01",8,"plx"
"740","WellR04-C04H2B_day7",6,2.58496250072116,67.66,3,62,-2.22239242133645,"SC01",8,"plx"
"741","WellR04-C04H2B_day8",5,2.32192809488736,98.6242,4,62,-2.48542682717024,"SC01",8,"plx"
"742","WellR04-C04H2B_day9",3,1.58496250072116,140.8703,5,62,-3.22239242133645,"SC01",8,"plx"
"743","WellR04-C04H2B_day10",4,2,168.3842,6,62,-2.8073549220576,"SC01",8,"plx"
"744","WellR04-C04H2B_day11",2,1,235.0925,7,62,-3.8073549220576,"SC01",8,"plx"
"745","WellR04-C05H2B_day0",1,0,-169.1575,-4,63,-4.75488750216347,"SC01",8,"plx"
"746","WellR04-C05H2B_day1",7,2.8073549220576,-124.1042,-3,63,-1.94753258010586,"SC01",8,"plx"
"747","WellR04-C05H2B_day2",8,3,-100.3244,-2,63,-1.75488750216347,"SC01",8,"plx"
"748","WellR04-C05H2B_day3",17,4.08746284125034,-45.9536,-1,63,-0.667424660913129,"SC01",8,"plx"
"749","WellR04-C05H2B_day4",27,4.75488750216347,0,0,63,0,"SC01",8,"plx"
"750","WellR04-C05H2B_day5",27,4.75488750216347,17.6897,1,63,0,"SC01",8,"plx"
"751","WellR04-C05H2B_day6",15,3.90689059560852,49.4008,2,63,-0.84799690655495,"SC01",8,"plx"
"752","WellR04-C05H2B_day7",13,3.70043971814109,67.66,3,63,-1.05444778402238,"SC01",8,"plx"
"753","WellR04-C05H2B_day8",11,3.4594316186373,98.6242,4,63,-1.29545588352617,"SC01",8,"plx"
"754","WellR04-C05H2B_day9",11,3.4594316186373,140.8703,5,63,-1.29545588352617,"SC01",8,"plx"
"755","WellR04-C05H2B_day10",10,3.32192809488736,168.3842,6,63,-1.43295940727611,"SC01",8,"plx"
"756","WellR04-C05H2B_day11",12,3.58496250072116,235.0925,7,63,-1.16992500144231,"SC01",8,"plx"
"757","WellR04-C05H2B_day0",3,1.58496250072116,-169.1575,-4,64,-3.58496250072116,"SC01",8,"plx"
"758","WellR04-C05H2B_day1",12,3.58496250072116,-124.1042,-3,64,-1.58496250072116,"SC01",8,"plx"
"759","WellR04-C05H2B_day2",16,4,-100.3244,-2,64,-1.16992500144231,"SC01",8,"plx"
"760","WellR04-C05H2B_day3",18,4.16992500144231,-45.9536,-1,64,-1,"SC01",8,"plx"
"761","WellR04-C05H2B_day4",36,5.16992500144231,0,0,64,0,"SC01",8,"plx"
"762","WellR04-C05H2B_day5",24,4.58496250072116,17.6897,1,64,-0.584962500721156,"SC01",8,"plx"
"763","WellR04-C05H2B_day6",23,4.52356195605701,49.4008,2,64,-0.646363045385299,"SC01",8,"plx"
"764","WellR04-C05H2B_day7",28,4.8073549220576,67.66,3,64,-0.362570079384708,"SC01",8,"plx"
"765","WellR04-C05H2B_day8",17,4.08746284125034,98.6242,4,64,-1.08246216019197,"SC01",8,"plx"
"766","WellR04-C05H2B_day9",17,4.08746284125034,140.8703,5,64,-1.08246216019197,"SC01",8,"plx"
"767","WellR04-C05H2B_day10",12,3.58496250072116,168.3842,6,64,-1.58496250072116,"SC01",8,"plx"
"768","WellR04-C05H2B_day11",5,2.32192809488736,235.0925,7,64,-2.84799690655495,"SC01",8,"plx"
"769","WellR04-C05H2B_day0",1,0,-169.1575,-4,65,-5.12928301694497,"SC01",8,"plx"
"770","WellR04-C05H2B_day1",3,1.58496250072116,-124.1042,-3,65,-3.54432051622381,"SC01",8,"plx"
"771","WellR04-C05H2B_day2",2,1,-100.3244,-2,65,-4.12928301694497,"SC01",8,"plx"
"772","WellR04-C05H2B_day3",20,4.32192809488736,-45.9536,-1,65,-0.807354922057604,"SC01",8,"plx"
"773","WellR04-C05H2B_day4",35,5.12928301694497,0,0,65,0,"SC01",8,"plx"
"774","WellR04-C05H2B_day5",28,4.8073549220576,17.6897,1,65,-0.321928094887363,"SC01",8,"plx"
"775","WellR04-C05H2B_day6",9,3.16992500144231,49.4008,2,65,-1.95935801550265,"SC01",8,"plx"
"776","WellR04-C05H2B_day7",14,3.8073549220576,67.66,3,65,-1.32192809488736,"SC01",8,"plx"
"777","WellR04-C05H2B_day8",1,0,98.6242,4,65,-5.12928301694497,"SC01",8,"plx"
"778","WellR04-C05H2B_day9",2,1,140.8703,5,65,-4.12928301694497,"SC01",8,"plx"
"779","WellR04-C05H2B_day10",4,2,168.3842,6,65,-3.12928301694497,"SC01",8,"plx"
"780","WellR04-C05H2B_day11",1,0,235.0925,7,65,-5.12928301694497,"SC01",8,"plx"
"781","WellR04-C05H2B_day0",1,0,-169.1575,-4,66,-5.35755200461808,"SC01",8,"plx"
"782","WellR04-C05H2B_day1",6,2.58496250072116,-124.1042,-3,66,-2.77258950389693,"SC01",8,"plx"
"783","WellR04-C05H2B_day2",10,3.32192809488736,-100.3244,-2,66,-2.03562390973072,"SC01",8,"plx"
"784","WellR04-C05H2B_day3",34,5.08746284125034,-45.9536,-1,66,-0.270089163367745,"SC01",8,"plx"
"785","WellR04-C05H2B_day4",41,5.35755200461808,0,0,66,0,"SC01",8,"plx"
"786","WellR04-C05H2B_day5",44,5.4594316186373,17.6897,1,66,0.101879614019214,"SC01",8,"plx"
"787","WellR04-C05H2B_day6",27,4.75488750216347,49.4008,2,66,-0.602664502454616,"SC01",8,"plx"
"788","WellR04-C05H2B_day7",35,5.12928301694497,67.66,3,66,-0.228268987673117,"SC01",8,"plx"
"789","WellR04-C05H2B_day8",26,4.70043971814109,98.6242,4,66,-0.657112286476992,"SC01",8,"plx"
"790","WellR04-C05H2B_day9",12,3.58496250072116,140.8703,5,66,-1.77258950389693,"SC01",8,"plx"
"791","WellR04-C05H2B_day10",13,3.70043971814109,168.3842,6,66,-1.65711228647699,"SC01",8,"plx"
"792","WellR04-C05H2B_day11",1,0,235.0925,7,66,-5.35755200461808,"SC01",8,"plx"
"793","WellR04-C05H2B_day0",2,1,-169.1575,-4,67,-3.52356195605701,"SC01",8,"plx"
"794","WellR04-C05H2B_day1",9,3.16992500144231,-124.1042,-3,67,-1.3536369546147,"SC01",8,"plx"
"795","WellR04-C05H2B_day2",6,2.58496250072116,-100.3244,-2,67,-1.93859945533586,"SC01",8,"plx"
"796","WellR04-C05H2B_day3",16,4,-45.9536,-1,67,-0.523561956057013,"SC01",8,"plx"
"797","WellR04-C05H2B_day4",23,4.52356195605701,0,0,67,0,"SC01",8,"plx"
"798","WellR04-C05H2B_day5",29,4.85798099512757,17.6897,1,67,0.334419039070559,"SC01",8,"plx"
"799","WellR04-C05H2B_day6",5,2.32192809488736,49.4008,2,67,-2.20163386116965,"SC01",8,"plx"
"800","WellR04-C05H2B_day7",7,2.8073549220576,67.66,3,67,-1.71620703399941,"SC01",8,"plx"
"801","WellR04-C05H2B_day8",7,2.8073549220576,98.6242,4,67,-1.71620703399941,"SC01",8,"plx"
"802","WellR04-C05H2B_day9",4,2,140.8703,5,67,-2.52356195605701,"SC01",8,"plx"
"803","WellR04-C05H2B_day10",2,1,168.3842,6,67,-3.52356195605701,"SC01",8,"plx"
"804","WellR04-C05H2B_day11",4,2,235.0925,7,67,-2.52356195605701,"SC01",8,"plx"
"805","WellR04-C05H2B_day0",2,1,-169.1575,-4,68,-3.75488750216347,"SC01",8,"plx"
"806","WellR04-C05H2B_day1",4,2,-124.1042,-3,68,-2.75488750216347,"SC01",8,"plx"
"807","WellR04-C05H2B_day2",4,2,-100.3244,-2,68,-2.75488750216347,"SC01",8,"plx"
"808","WellR04-C05H2B_day3",11,3.4594316186373,-45.9536,-1,68,-1.29545588352617,"SC01",8,"plx"
"809","WellR04-C05H2B_day4",27,4.75488750216347,0,0,68,0,"SC01",8,"plx"
"810","WellR04-C05H2B_day5",13,3.70043971814109,17.6897,1,68,-1.05444778402238,"SC01",8,"plx"
"811","WellR04-C05H2B_day6",3,1.58496250072116,49.4008,2,68,-3.16992500144231,"SC01",8,"plx"
"812","WellR04-C05H2B_day7",2,1,67.66,3,68,-3.75488750216347,"SC01",8,"plx"
"813","WellR04-C05H2B_day8",1,0,98.6242,4,68,-4.75488750216347,"SC01",8,"plx"
"814","WellR04-C05H2B_day9",3,1.58496250072116,140.8703,5,68,-3.16992500144231,"SC01",8,"plx"
"815","WellR04-C05H2B_day10",1,0,168.3842,6,68,-4.75488750216347,"SC01",8,"plx"
"816","WellR04-C05H2B_day11",1,0,235.0925,7,68,-4.75488750216347,"SC01",8,"plx"
"817","WellR04-C05H2B_day0",1,0,-169.1575,-4,69,-4.58496250072116,"SC01",8,"plx"
"818","WellR04-C05H2B_day1",9,3.16992500144231,-124.1042,-3,69,-1.41503749927884,"SC01",8,"plx"
"819","WellR04-C05H2B_day2",6,2.58496250072116,-100.3244,-2,69,-2,"SC01",8,"plx"
"820","WellR04-C05H2B_day3",12,3.58496250072116,-45.9536,-1,69,-1,"SC01",8,"plx"
"821","WellR04-C05H2B_day4",24,4.58496250072116,0,0,69,0,"SC01",8,"plx"
"822","WellR04-C05H2B_day5",17,4.08746284125034,17.6897,1,69,-0.497499659470817,"SC01",8,"plx"
"823","WellR04-C05H2B_day6",2,1,49.4008,2,69,-3.58496250072116,"SC01",8,"plx"
"824","WellR04-C05H2B_day7",1,0,67.66,3,69,-4.58496250072116,"SC01",8,"plx"
"825","WellR04-C05H2B_day8",1,0,98.6242,4,69,-4.58496250072116,"SC01",8,"plx"
"826","WellR04-C05H2B_day9",1,0,140.8703,5,69,-4.58496250072116,"SC01",8,"plx"
"827","WellR04-C05H2B_day10",1,0,168.3842,6,69,-4.58496250072116,"SC01",8,"plx"
"828","WellR04-C05H2B_day11",1,0,235.0925,7,69,-4.58496250072116,"SC01",8,"plx"
"829","WellR04-C06H2B_day0",1,0,-169.1575,-4,70,-5.90689059560852,"SC01",8,"plx"
"830","WellR04-C06H2B_day1",7,2.8073549220576,-124.1042,-3,70,-3.09953567355091,"SC01",8,"plx"
