"","col","rate","R2"
"1",1,-0.0226702126389029,0.904544543871042
"2",2,-0.0865842834796704,0.979427221627139
"3",3,-0.0374682192711284,0.988104156547658
"4",4,-0.0783231668954243,0.932238757207784
"5",5,-0.0181642968058712,0.612886987815942
"6",6,-0.0223867048817974,0.905528102701773
"7",7,-0.0164329880103497,0.842291635410723
"8",8,0.00024071783599464,0.0217243167247625
"9",9,-0.0500941099422968,0.999699492714502
"10",10,0.00947177124448582,0.673811725561122
"11",11,-0.0555143654888872,0.967402787003064
"12",12,0.00563247814703565,0.226329688487827
"13",13,-0.0342099933368996,0.865388695459297
"14",14,-0.0708718246475658,0.980394690151178
"15",15,-0.0281787387773386,0.788828342411292
"16",16,0.00160164681732525,0.149003708528884
"17",17,-0.0273133407477086,0.635263443956452
"18",18,-0.0624334337226832,0.975097657418772
"19",19,-0.0466969285226346,0.995375911859643
"20",20,-0.0280128106470831,0.928646743257492
"21",21,-0.017346220097542,0.931840256151679
"22",22,-0.0557940960026309,0.865388695459297
"23",23,-0.0510162609849099,0.796305863196421
"24",24,-0.0397483994716025,0.978275683275239
"25",25,-0.0212508649668074,0.612886987815942
"26",26,-0.0302090769613704,0.836492839649713
"27",27,-0.0707786860056128,0.997771544637303
"28",28,-0.0256237046142629,0.958938795170232
"29",29,-0.0344319168247493,0.9085155211955
"30",30,-0.0184806869897994,0.996653139950045
"31",31,-0.0503738319550062,0.924767840657186
"32",32,-0.0455959647259782,0.952772584943707
"33",33,-0.0127229949349356,0.612886987815942
"34",34,0,NA
"35",35,-0.0414594232028503,0.629282595951335
"36",36,-0.0708990113999045,0.905544944394832
"37",37,-0.0388488728691873,0.913433013001107
"38",38,-0.0624334337226831,0.975097657418772
"39",39,-0.00753886432246746,0.612886987815943
"40",40,-0.00195519644053586,0.0840919495854952
"41",41,-0.0347298144065799,0.807064611590731
"42",42,-0.0370096760033415,0.997199254373014
"43",43,-0.0167449491337757,0.328135799830633
"44",44,-0.0624334337226832,0.975097657418772
"45",45,-0.0254822358958045,0.981324807673177
"46",46,-0.00866760304891683,0.200174258645368
"47",47,-0.0561441688414822,0.943645469258565
"48",48,-0.00768676212022149,0.927206515099063
"49",49,-0.09737279682787,0.958208835129752
"50",50,-0.0333104667344844,0.952288247999088
"51",51,-0.0195096137085487,0.804650135115168
"52",52,-0.015265119752922,0.795263657370756
"53",53,-0.0853119726556427,0.907872545672466
"54",54,-0.0417488576593671,0.968729293362453
"55",55,-0.0342099933368996,0.865388695459297
"56",56,0.00196941080583234,0.169088690936593
"57",57,-0.0633329603250984,0.939909569609086
"58",58,-0.0232523738711193,0.971745435158007
"59",59,-0.0313010662343991,0.945136640914904
"60",60,-0.0374899612016403,0.922245885555332
"61",61,-0.0293590267373993,0.912614505387937
"62",62,-0.0132162259426037,0.925402995271071
"63",63,-0.00895197857711356,0.989352348267013
"64",64,-0.0103833249145377,0.50767771072434
"65",65,-0.0705998732515696,0.742161546869987
"66",66,-0.00245556653561563,0.0684970060034371
"67",67,0.00881743696625262,0.612886987815942
"68",68,-0.032209535149135,0.999995515467652
"69",69,-0.0181642968058712,0.612886987815942
"70",70,-0.0649216613330543,0.950908910857156
"71",71,-0.037350068683016,0.98724386615583
"72",72,-0.0270660386792452,0.599249193793355
"73",73,0.00228056941954934,0.240085593495202
"74",74,-0.00611564875462456,0.272149350087222
"75",75,-0.0565546349083058,0.813164159292955
"76",76,-0.0706356912124093,0.8431070584092
"77",77,-0.0166226639454347,0.9538810064354
"78",78,-0.0160685174061989,0.826614537422643
"79",79,-0.0470153446093807,0.999505227003926
"80",80,-0.0408493310569519,0.998716215208551
"81",81,-0.0333104667344844,0.952288247999088
"82",82,0.00210524189636035,0.185575548451106
"83",83,-0.043338441177009,0.948108160021069
"84",84,-0.0439358992178881,0.999494095925632
"85",85,-0.0574613164914717,0.970446867570162
"86",86,-0.0489544842829107,0.807626592497037
"87",87,-0.0457360031392658,0.859207093366098
"88",88,-0.0348297894255712,0.883187830869704
"89",89,-0.0116368849617639,0.802901304243054
"90",90,-0.0167839618115248,0.865388695459297
"91",91,-0.0221380604422281,0.945242235039259
"92",92,-0.0354080291860162,0.97396539524741
"93",93,-0.0280220031915424,0.757486144678574
"94",94,-0.0130270337534307,0.537193871785194
"95",95,-0.0330865979928586,0.931724024396068
"96",96,-0.031068059027288,0.999116337509382
"97",97,-0.0360491902027454,0.999858665377551
"98",98,-0.00624250713049575,0.907137207553108
"99",99,-0.0144807187100954,0.977316490962097
"100",100,-0.0500941099422968,0.999699492714502
"101",101,-0.028828741967024,0.933416856474836
"102",102,-0.0376684847697621,0.972093102980006
"103",103,-0.0199915934791407,0.98639656068399
"104",104,-0.0458085200228421,0.99708528045139
"105",105,-0.0780564134477986,0.942238640053468
"106",106,-0.0589341713487473,0.955232529058775
"107",107,-0.0769489074222184,0.885742128277443
"108",108,-0.0442465124766141,0.984697098252938
"109",109,-0.032840231378213,0.983140463935971
"110",110,-0.0569495767844258,0.975439481092545
"111",111,-0.0131457117408486,0.706744145325753
"112",112,-0.0171788714763378,0.774495978666049
"113",113,-0.0238860153004854,0.980092302477032
"114",114,-0.0388488728691873,0.913433013001107
"115",115,-0.0020956263192835,0.925044812064467
"116",116,-0.0170415972465485,0.96479885599516
