"","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"9281","20160303","Well-R06-C07H2B_day9",48,33,52,5.04439411935845,0.400537929583729,"SKMEL19","PLX4720",8
"9291","20160303","Well-R06-C07H2B_day10",72,48,52,5.58496250072116,0.941106310946432,"SKMEL19","PLX4720",8
"9301","20160303","Well-R06-C07H2B_day11",96,59,52,5.88264304936184,1.23878685958712,"SKMEL19","PLX4720",8
"9311","20160303","Well-R06-C07H2B_day12",120,62,52,5.95419631038687,1.31034012061215,"SKMEL19","PLX4720",8
"9321","20160303","Well-R06-C07H2B_day13",144,72,52,6.16992500144231,1.52606881166759,"SKMEL19","PLX4720",8
"9331","20160303","Well-R06-C07H2B_day14",168,68,52,6.08746284125034,1.44360665147561,"SKMEL19","PLX4720",8
"9341","20160303","Well-R06-C07H2B_day15",192,76,52,6.24792751344359,1.60407132366886,"SKMEL19","PLX4720",8
"9351","20160303","Well-R06-C07H2B_day16",216,85,52,6.4093909361377,1.76553474636298,"SKMEL19","PLX4720",8
"936","20160303","Well-R06-C07H2B_day17",240,82,52,6.35755200461808,1.71369581484336,"SKMEL19","PLX4720",8
"944","20160303","Well-R06-C07H2B_day7",0,30,53,4.90689059560852,0,"SKMEL19","PLX4720",8
"945","20160303","Well-R06-C07H2B_day8",24,25,53,4.64385618977472,-0.263034405833794,"SKMEL19","PLX4720",8
"946","20160303","Well-R06-C07H2B_day9",48,48,53,5.58496250072116,0.678071905112637,"SKMEL19","PLX4720",8
"947","20160303","Well-R06-C07H2B_day10",72,48,53,5.58496250072116,0.678071905112637,"SKMEL19","PLX4720",8
"948","20160303","Well-R06-C07H2B_day11",96,54,53,5.75488750216347,0.84799690655495,"SKMEL19","PLX4720",8
"949","20160303","Well-R06-C07H2B_day12",120,69,53,6.10852445677817,1.20163386116965,"SKMEL19","PLX4720",8
"950","20160303","Well-R06-C07H2B_day13",144,75,53,6.22881869049588,1.32192809488736,"SKMEL19","PLX4720",8
"951","20160303","Well-R06-C07H2B_day14",168,81,53,6.33985000288462,1.43295940727611,"SKMEL19","PLX4720",8
"952","20160303","Well-R06-C07H2B_day15",192,85,53,6.4093909361377,1.50250034052918,"SKMEL19","PLX4720",8
"953","20160303","Well-R06-C07H2B_day16",216,95,53,6.56985560833095,1.66296501272243,"SKMEL19","PLX4720",8
"954","20160303","Well-R06-C07H2B_day17",240,100,53,6.64385618977472,1.73696559416621,"SKMEL19","PLX4720",8
"962","20160303","Well-R06-C08H2B_day7",0,40,54,5.32192809488736,0,"SKMEL19","PLX4720",8
"963","20160303","Well-R06-C08H2B_day8",24,35,54,5.12928301694497,-0.192645077942396,"SKMEL19","PLX4720",8
"964","20160303","Well-R06-C08H2B_day9",48,48,54,5.58496250072116,0.263034405833793,"SKMEL19","PLX4720",8
"965","20160303","Well-R06-C08H2B_day10",72,51,54,5.6724253419715,0.350497247084133,"SKMEL19","PLX4720",8
"966","20160303","Well-R06-C08H2B_day11",96,58,54,5.85798099512757,0.536052900240209,"SKMEL19","PLX4720",8
"967","20160303","Well-R06-C08H2B_day12",120,58,54,5.85798099512757,0.536052900240209,"SKMEL19","PLX4720",8
"968","20160303","Well-R06-C08H2B_day13",144,56,54,5.8073549220576,0.485426827170241,"SKMEL19","PLX4720",8
"969","20160303","Well-R06-C08H2B_day14",168,60,54,5.90689059560852,0.584962500721156,"SKMEL19","PLX4720",8
"970","20160303","Well-R06-C08H2B_day15",192,54,54,5.75488750216347,0.432959407276106,"SKMEL19","PLX4720",8
"971","20160303","Well-R06-C08H2B_day16",216,55,54,5.78135971352466,0.459431618637297,"SKMEL19","PLX4720",8
"972","20160303","Well-R06-C08H2B_day17",240,54,54,5.75488750216347,0.432959407276106,"SKMEL19","PLX4720",8
"980","20160303","Well-R06-C08H2B_day7",0,27,55,4.75488750216347,0,"SKMEL19","PLX4720",8
"981","20160303","Well-R06-C08H2B_day8",24,27,55,4.75488750216347,0,"SKMEL19","PLX4720",8
"982","20160303","Well-R06-C08H2B_day9",48,31,55,4.95419631038687,0.199308808223407,"SKMEL19","PLX4720",8
"983","20160303","Well-R06-C08H2B_day10",72,37,55,5.20945336562895,0.454565863465482,"SKMEL19","PLX4720",8
"984","20160303","Well-R06-C08H2B_day11",96,60,55,5.90689059560852,1.15200309344505,"SKMEL19","PLX4720",8
"985","20160303","Well-R06-C08H2B_day12",120,79,55,6.3037807481771,1.54889324601363,"SKMEL19","PLX4720",8
"986","20160303","Well-R06-C08H2B_day13",144,101,55,6.65821148275179,1.90332398058833,"SKMEL19","PLX4720",8
"987","20160303","Well-R06-C08H2B_day14",168,113,55,6.82017896241519,2.06529146025172,"SKMEL19","PLX4720",8
"988","20160303","Well-R06-C08H2B_day15",192,128,55,7,2.24511249783653,"SKMEL19","PLX4720",8
"989","20160303","Well-R06-C08H2B_day16",216,131,55,7.03342300153745,2.27853549937398,"SKMEL19","PLX4720",8
"990","20160303","Well-R06-C08H2B_day17",240,131,55,7.03342300153745,2.27853549937398,"SKMEL19","PLX4720",8
"998","20160303","Well-R06-C08H2B_day7",0,24,56,4.58496250072116,0,"SKMEL19","PLX4720",8
"999","20160303","Well-R06-C08H2B_day8",24,32,56,5,0.415037499278844,"SKMEL19","PLX4720",8
"1000","20160303","Well-R06-C08H2B_day9",48,39,56,5.28540221886225,0.700439718141093,"SKMEL19","PLX4720",8
"1001","20160303","Well-R06-C08H2B_day10",72,41,56,5.35755200461808,0.772589503896928,"SKMEL19","PLX4720",8
"1002","20160303","Well-R06-C08H2B_day11",96,40,56,5.32192809488736,0.736965594166207,"SKMEL19","PLX4720",8
"1003","20160303","Well-R06-C08H2B_day12",120,36,56,5.16992500144231,0.584962500721156,"SKMEL19","PLX4720",8
"1004","20160303","Well-R06-C08H2B_day13",144,35,56,5.12928301694497,0.54432051622381,"SKMEL19","PLX4720",8
"1005","20160303","Well-R06-C08H2B_day14",168,36,56,5.16992500144231,0.584962500721156,"SKMEL19","PLX4720",8
"1006","20160303","Well-R06-C08H2B_day15",192,33,56,5.04439411935845,0.459431618637297,"SKMEL19","PLX4720",8
"1007","20160303","Well-R06-C08H2B_day16",216,37,56,5.20945336562895,0.624490864907794,"SKMEL19","PLX4720",8
"1008","20160303","Well-R06-C08H2B_day17",240,37,56,5.20945336562895,0.624490864907794,"SKMEL19","PLX4720",8
"1016","20160303","Well-R06-C09H2B_day7",0,58,57,5.85798099512757,0,"SKMEL19","PLX4720",8
"1017","20160303","Well-R06-C09H2B_day8",24,56,57,5.8073549220576,-0.0506260730699681,"SKMEL19","PLX4720",8
"1018","20160303","Well-R06-C09H2B_day9",48,52,57,5.70043971814109,-0.15754127698648,"SKMEL19","PLX4720",8
"1019","20160303","Well-R06-C09H2B_day10",72,46,57,5.52356195605701,-0.334419039070559,"SKMEL19","PLX4720",8
"1020","20160303","Well-R06-C09H2B_day11",96,37,57,5.20945336562895,-0.648527629498622,"SKMEL19","PLX4720",8
"1021","20160303","Well-R06-C09H2B_day12",120,19,57,4.24792751344359,-1.61005348168399,"SKMEL19","PLX4720",8
"1022","20160303","Well-R06-C09H2B_day13",144,18,57,4.16992500144231,-1.68805599368526,"SKMEL19","PLX4720",8
"1023","20160303","Well-R06-C09H2B_day14",168,18,57,4.16992500144231,-1.68805599368526,"SKMEL19","PLX4720",8
"1024","20160303","Well-R06-C09H2B_day15",192,18,57,4.16992500144231,-1.68805599368526,"SKMEL19","PLX4720",8
"1025","20160303","Well-R06-C09H2B_day16",216,19,57,4.24792751344359,-1.61005348168399,"SKMEL19","PLX4720",8
"1026","20160303","Well-R06-C09H2B_day17",240,22,57,4.4594316186373,-1.39854937649027,"SKMEL19","PLX4720",8
"1034","20160303","Well-R06-C10H2B_day7",0,58,58,5.85798099512757,0,"SKMEL19","PLX4720",8
"1035","20160303","Well-R06-C10H2B_day8",24,64,58,6,0.142019004872428,"SKMEL19","PLX4720",8
"1036","20160303","Well-R06-C10H2B_day9",48,84,58,6.39231742277876,0.534336427651189,"SKMEL19","PLX4720",8
"1037","20160303","Well-R06-C10H2B_day10",72,81,58,6.33985000288462,0.481869007757052,"SKMEL19","PLX4720",8
"1038","20160303","Well-R06-C10H2B_day11",96,84,58,6.39231742277876,0.534336427651189,"SKMEL19","PLX4720",8
"1039","20160303","Well-R06-C10H2B_day12",120,71,58,6.14974711950468,0.29176612437711,"SKMEL19","PLX4720",8
"1040","20160303","Well-R06-C10H2B_day13",144,79,58,6.3037807481771,0.445799753049531,"SKMEL19","PLX4720",8
"1041","20160303","Well-R06-C10H2B_day14",168,84,58,6.39231742277876,0.534336427651189,"SKMEL19","PLX4720",8
"1042","20160303","Well-R06-C10H2B_day15",192,87,58,6.44294349584873,0.584962500721156,"SKMEL19","PLX4720",8
"1043","20160303","Well-R06-C10H2B_day16",216,90,58,6.49185309632967,0.633872101202103,"SKMEL19","PLX4720",8
"1044","20160303","Well-R06-C10H2B_day17",240,87,58,6.44294349584873,0.584962500721156,"SKMEL19","PLX4720",8
"1052","20160303","Well-R06-C10H2B_day7",0,166,59,7.37503943134692,0,"SKMEL19","PLX4720",8
"1053","20160303","Well-R06-C10H2B_day8",24,189,59,7.56224242422107,0.187202992874148,"SKMEL19","PLX4720",8
"1054","20160303","Well-R06-C10H2B_day9",48,333,59,8.37937836707126,1.00433893572434,"SKMEL19","PLX4720",8
"1055","20160303","Well-R06-C10H2B_day10",72,338,59,8.40087943628218,1.02584000493526,"SKMEL19","PLX4720",8
"1056","20160303","Well-R06-C10H2B_day11",96,371,59,8.5352753766208,1.16023594527388,"SKMEL19","PLX4720",8
"1057","20160303","Well-R06-C10H2B_day12",120,389,59,8.60362634498619,1.22858691363927,"SKMEL19","PLX4720",8
"1058","20160303","Well-R06-C10H2B_day13",144,460,59,8.84549005094438,1.47045061959745,"SKMEL19","PLX4720",8
"1059","20160303","Well-R06-C10H2B_day14",168,489,59,8.93369065495223,1.55865122360531,"SKMEL19","PLX4720",8
"1060","20160303","Well-R06-C10H2B_day15",192,314,59,8.29462074889163,0.919581317544702,"SKMEL19","PLX4720",8
"1061","20160303","Well-R06-C10H2B_day16",216,333,59,8.37937836707126,1.00433893572434,"SKMEL19","PLX4720",8
"1062","20160303","Well-R06-C10H2B_day17",240,356,59,8.4757334309664,1.10069399961947,"SKMEL19","PLX4720",8
"1070","20160303","Well-R06-C11H2B_day7",0,178,60,7.4757334309664,0,"SKMEL19","PLX4720",8
"1071","20160303","Well-R06-C11H2B_day8",24,255,60,7.99435343685886,0.51862000589246,"SKMEL19","PLX4720",8
"1072","20160303","Well-R06-C11H2B_day9",48,300,60,8.22881869049588,0.753085259529484,"SKMEL19","PLX4720",8
"1073","20160303","Well-R06-C11H2B_day10",72,310,60,8.27612440527424,0.800390974307841,"SKMEL19","PLX4720",8
"1074","20160303","Well-R06-C11H2B_day11",96,301,60,8.2336196767597,0.757886245793304,"SKMEL19","PLX4720",8
"1075","20160303","Well-R06-C11H2B_day12",120,290,60,8.17990909001493,0.704175659048537,"SKMEL19","PLX4720",8
"1076","20160303","Well-R06-C11H2B_day13",144,303,60,8.24317398347295,0.767440552506554,"SKMEL19","PLX4720",8
"1077","20160303","Well-R06-C11H2B_day14",168,306,60,8.25738784269265,0.781654411726254,"SKMEL19","PLX4720",8
"1078","20160303","Well-R06-C11H2B_day15",192,304,60,8.24792751344359,0.772194082477188,"SKMEL19","PLX4720",8
"1079","20160303","Well-R06-C11H2B_day16",216,302,60,8.23840473932508,0.762671308358681,"SKMEL19","PLX4720",8
"1080","20160303","Well-R06-C11H2B_day17",240,311,60,8.2807707701306,0.805037339164206,"SKMEL19","PLX4720",8
"1088","20160303","Well-R06-C11H2B_day7",0,59,61,5.88264304936184,0,"SKMEL19","PLX4720",8
"1089","20160303","Well-R06-C11H2B_day8",24,63,61,5.97727992349992,0.0946368741380752,"SKMEL19","PLX4720",8
"1090","20160303","Well-R06-C11H2B_day9",48,57,61,5.83289001416474,-0.0497530351971003,"SKMEL19","PLX4720",8
"1091","20160303","Well-R06-C11H2B_day10",72,74,61,6.20945336562895,0.326810316267109,"SKMEL19","PLX4720",8
"1092","20160303","Well-R06-C11H2B_day11",96,78,61,6.28540221886225,0.402759169500407,"SKMEL19","PLX4720",8
"1093","20160303","Well-R06-C11H2B_day12",120,66,61,6.04439411935845,0.161751069996612,"SKMEL19","PLX4720",8
"1094","20160303","Well-R06-C11H2B_day13",144,66,61,6.04439411935845,0.161751069996612,"SKMEL19","PLX4720",8
"1095","20160303","Well-R06-C11H2B_day14",168,62,61,5.95419631038687,0.0715532610250333,"SKMEL19","PLX4720",8
"1096","20160303","Well-R06-C11H2B_day15",192,67,61,6.06608919045777,0.18344614109593,"SKMEL19","PLX4720",8
"1097","20160303","Well-R06-C11H2B_day16",216,70,61,6.12928301694497,0.246639967583125,"SKMEL19","PLX4720",8
"1098","20160303","Well-R06-C11H2B_day17",240,65,61,6.02236781302845,0.139724763666613,"SKMEL19","PLX4720",8
