"","Date","CellLine","Row","Cell.Nucleus","Well","Time","drug","conc","rep","l2","nl2"
"1201","20170301","Parental","B",19527,"B02",278.9728,"vemurafenib",0,1,14.2531826996101,3.83111793343724
"1261","20170301","Parental","B",13312,"B02",309.3422,"vemurafenib",0,1,13.7004397181411,3.27837495196828
"1321","20170301","Parental","B",15268,"B02",327.4333,"vemurafenib",0,1,13.8982234712156,3.47615870504275
"1381","20170301","Parental","B",10480,"B02",360.5156,"vemurafenib",0,1,13.3553510964248,2.933286330252
"2","20170301","Parental","C",997,"C02",0,"vemurafenib",0,2,9.9614496943982,0
"62","20170301","Parental","C",1312,"C02",15.6414,"vemurafenib",0,2,10.3575520046181,0.396102310219888
"122","20170301","Parental","C",1556,"C02",23.0633,"vemurafenib",0,2,10.6036263449862,0.642176650587997
"182","20170301","Parental","C",2282,"C02",41.4258,"vemurafenib",0,2,11.1560830762887,1.19463338189049
"242","20170301","Parental","C",2741,"C02",47.3786,"vemurafenib",0,2,11.4204866128258,1.45903691842758
"302","20170301","Parental","C",3879,"C02",66.3189,"vemurafenib",0,2,11.9214690605314,1.96001936613322
"362","20170301","Parental","C",4403,"C02",70.9425,"vemurafenib",0,2,12.1042711289369,2.1428214345387
"422","20170301","Parental","C",4403,"C02",71.7192,"vemurafenib",0,2,12.1042711289369,2.1428214345387
"482","20170301","Parental","C",6696,"C02",90.07,"vemurafenib",0,2,12.7090838125503,2.74763411815215
"542","20170301","Parental","C",10228,"C02",112.7814,"vemurafenib",0,2,13.3202364452416,3.35878675084345
"602","20170301","Parental","C",14183,"C02",137.1572,"vemurafenib",0,2,13.7918751044647,3.8304254100665
"662","20170301","Parental","C",17669,"C02",161.1103,"vemurafenib",0,2,14.1089327705501,4.14748307615195
"722","20170301","Parental","C",20764,"C02",168.0106,"vemurafenib",0,2,14.3417967723918,4.38034707799363
"782","20170301","Parental","C",20752,"C02",188.2425,"vemurafenib",0,2,14.3409627642517,4.3795130698535
"842","20170301","Parental","C",20752,"C02",189.1347,"vemurafenib",0,2,14.3409627642517,4.3795130698535
"902","20170301","Parental","C",22839,"C02",207.7864,"vemurafenib",0,2,14.4792118635854,4.51776216918719
"962","20170301","Parental","C",19479,"C02",215.1181,"vemurafenib",0,2,14.2496319947483,4.28818230035014
"1022","20170301","Parental","C",23167,"C02",239.2256,"vemurafenib",0,2,14.4997836147171,4.53833392031893
"1082","20170301","Parental","C",19177,"C02",257.6178,"vemurafenib",0,2,14.2270894260972,4.26563973169905
"1142","20170301","Parental","C",21532,"C02",266.1728,"vemurafenib",0,2,14.3941947100194,4.43274501562123
"1202","20170301","Parental","C",21532,"C02",278.9728,"vemurafenib",0,2,14.3941947100194,4.43274501562123
"1262","20170301","Parental","C",17565,"C02",309.3422,"vemurafenib",0,2,14.1004159561097,4.13896626171154
"1322","20170301","Parental","C",13567,"C02",327.4333,"vemurafenib",0,2,13.727814119937,3.76636442553876
"1382","20170301","Parental","C",12335,"C02",360.5156,"vemurafenib",0,2,13.5904700951875,3.62902040078929
"3","20170301","Parental","D",1352,"D02",0,"vemurafenib",0,3,10.4008794362822,0
"63","20170301","Parental","D",1807,"D02",15.6414,"vemurafenib",0,3,10.8193807908646,0.418501354582416
"123","20170301","Parental","D",2020,"D02",23.0633,"vemurafenib",0,3,10.9801395776392,0.579260141356974
"183","20170301","Parental","D",3043,"D02",41.4258,"vemurafenib",0,3,11.5712786185146,1.17039918223241
"243","20170301","Parental","D",3452,"D02",47.3786,"vemurafenib",0,3,11.753216749179,1.35233731289677
"303","20170301","Parental","D",5005,"D02",66.3189,"vemurafenib",0,3,12.2891543537234,1.88827491744117
"363","20170301","Parental","D",5399,"D02",70.9425,"vemurafenib",0,3,12.3984765014493,1.99759706516707
"423","20170301","Parental","D",5399,"D02",71.7192,"vemurafenib",0,3,12.3984765014493,1.99759706516707
"483","20170301","Parental","D",7979,"D02",90.07,"vemurafenib",0,3,12.9619922309289,2.56111279464671
"543","20170301","Parental","D",12432,"D02",112.7814,"vemurafenib",0,3,13.6017707884077,3.20089135212553
"603","20170301","Parental","D",18408,"D02",137.1572,"vemurafenib",0,3,14.1680452682241,3.76716583194191
"663","20170301","Parental","D",21495,"D02",161.1103,"vemurafenib",0,3,14.3917134898707,3.99083405358848
"723","20170301","Parental","D",23695,"D02",168.0106,"vemurafenib",0,3,14.53229504052,4.13141560423778
"783","20170301","Parental","D",24087,"D02",188.2425,"vemurafenib",0,3,14.5559670987946,4.1550876625124
"843","20170301","Parental","D",24087,"D02",189.1347,"vemurafenib",0,3,14.5559670987946,4.1550876625124
"903","20170301","Parental","D",27623,"D02",207.7864,"vemurafenib",0,3,14.7535823917626,4.35270295548046
"963","20170301","Parental","D",25760,"D02",215.1181,"vemurafenib",0,3,14.652844973002,4.2519655367198
"1023","20170301","Parental","D",27928,"D02",239.2256,"vemurafenib",0,3,14.7694246415528,4.36854520527057
"1083","20170301","Parental","D",22138,"D02",257.6178,"vemurafenib",0,3,14.4342372710269,4.03335783474471
"1143","20170301","Parental","D",21247,"D02",266.1728,"vemurafenib",0,3,14.3749715318274,3.97409209554521
"1203","20170301","Parental","D",21247,"D02",278.9728,"vemurafenib",0,3,14.3749715318274,3.97409209554521
"1263","20170301","Parental","D",20907,"D02",309.3422,"vemurafenib",0,3,14.3516984402511,3.95081900396894
"1323","20170301","Parental","D",20199,"D02",327.4333,"vemurafenib",0,3,14.301996250212,3.90111681392986
"1383","20170301","Parental","D",13857,"D02",360.5156,"vemurafenib",0,3,13.7583273315702,3.35744789528801
"7","20170301","Parental","B",1242,"B03",0,"vemurafenib",0.125,1,10.2784494582205,0
"67","20170301","Parental","B",1661,"B03",15.6414,"vemurafenib",0.125,1,10.6978363579624,0.419386899741895
"127","20170301","Parental","B",1925,"B03",23.0633,"vemurafenib",0.125,1,10.9106427304696,0.632193272249143
"187","20170301","Parental","B",2634,"B03",41.4258,"vemurafenib",0.125,1,11.3630396302565,1.08459017203603
"247","20170301","Parental","B",2894,"B03",47.3786,"vemurafenib",0.125,1,11.4988492065317,1.22039974831124
"307","20170301","Parental","B",3912,"B03",66.3189,"vemurafenib",0.125,1,11.9336906549522,1.65524119673175
"367","20170301","Parental","B",4037,"B03",70.9425,"vemurafenib",0.125,1,11.9790678714805,1.70061841326003
"427","20170301","Parental","B",4037,"B03",71.7192,"vemurafenib",0.125,1,11.9790678714805,1.70061841326003
"487","20170301","Parental","B",5463,"B03",90.07,"vemurafenib",0.125,1,12.415477707698,2.13702824947751
"547","20170301","Parental","B",7248,"B03",112.7814,"vemurafenib",0.125,1,12.8233672400462,2.54491778182575
"607","20170301","Parental","B",9232,"B03",137.1572,"vemurafenib",0.125,1,13.1724275086455,2.893978050425
"667","20170301","Parental","B",11175,"B03",161.1103,"vemurafenib",0.125,1,13.447987210958,3.16953775273756
"727","20170301","Parental","B",12704,"B03",168.0106,"vemurafenib",0.125,1,13.632995197143,3.35454573892248
"787","20170301","Parental","B",14119,"B03",188.2425,"vemurafenib",0.125,1,13.7853502906706,3.50690083245008
"847","20170301","Parental","B",14119,"B03",189.1347,"vemurafenib",0.125,1,13.7853502906706,3.50690083245008
"907","20170301","Parental","B",17116,"B03",207.7864,"vemurafenib",0.125,1,14.0630579636235,3.78460850540301
"967","20170301","Parental","B",12633,"B03",215.1181,"vemurafenib",0.125,1,13.6249096608902,3.34646020266977
"1027","20170301","Parental","B",20751,"B03",239.2256,"vemurafenib",0.125,1,14.3408932418056,4.06244378358507
"1087","20170301","Parental","B",23747,"B03",257.6178,"vemurafenib",0.125,1,14.5354576463194,4.25700818809893
"1147","20170301","Parental","B",24953,"B03",266.1728,"vemurafenib",0.125,1,14.6069256550293,4.32847619680886
"1207","20170301","Parental","B",24953,"B03",278.9728,"vemurafenib",0.125,1,14.6069256550293,4.32847619680886
"1267","20170301","Parental","B",23083,"B03",309.3422,"vemurafenib",0.125,1,14.4945431166983,4.21609365847783
"1327","20170301","Parental","B",25227,"B03",327.4333,"vemurafenib",0.125,1,14.6226810304748,4.34423157225432
"1387","20170301","Parental","B",25940,"B03",360.5156,"vemurafenib",0.125,1,14.6628908591391,4.38444140091858
"8","20170301","Parental","C",1283,"C03",0,"vemurafenib",0.125,2,10.3253054550897,0
"68","20170301","Parental","C",1857,"C03",15.6414,"vemurafenib",0.125,2,10.8587580999354,0.53345264484574
"128","20170301","Parental","C",2043,"C03",23.0633,"vemurafenib",0.125,2,10.9964734887332,0.671168033643546
"188","20170301","Parental","C",2784,"C03",41.4258,"vemurafenib",0.125,2,11.4429434958487,1.11763804075905
"248","20170301","Parental","C",3166,"C03",47.3786,"vemurafenib",0.125,2,11.6284455401372,1.3031400850475
"308","20170301","Parental","C",4246,"C03",66.3189,"vemurafenib",0.125,2,12.0518886559054,1.7265832008157
"368","20170301","Parental","C",4482,"C03",70.9425,"vemurafenib",0.125,2,12.1299269335104,1.80462147842071
"428","20170301","Parental","C",4482,"C03",71.7192,"vemurafenib",0.125,2,12.1299269335104,1.80462147842071
"488","20170301","Parental","C",5983,"C03",90.07,"vemurafenib",0.125,2,12.546653347655,2.22134789256527
"548","20170301","Parental","C",7943,"C03",112.7814,"vemurafenib",0.125,2,12.9554682879598,2.63016283287014
"608","20170301","Parental","C",10600,"C03",137.1572,"vemurafenib",0.125,2,13.3717766443379,3.04647118924824
"668","20170301","Parental","C",13177,"C03",161.1103,"vemurafenib",0.125,2,13.6857343297306,3.36042887464097
"728","20170301","Parental","C",14252,"C03",168.0106,"vemurafenib",0.125,2,13.7988767681333,3.47357131304362
"788","20170301","Parental","C",15867,"C03",188.2425,"vemurafenib",0.125,2,13.9537417607625,3.62843630567281
"848","20170301","Parental","C",15867,"C03",189.1347,"vemurafenib",0.125,2,13.9537417607625,3.62843630567281
"908","20170301","Parental","C",18867,"C03",207.7864,"vemurafenib",0.125,2,14.203577420972,3.87827196588228
"968","20170301","Parental","C",20284,"C03",215.1181,"vemurafenib",0.125,2,14.3080545590666,3.98274910397695
"1028","20170301","Parental","C",24566,"C03",239.2256,"vemurafenib",0.125,2,14.5843753471414,4.25906989205173
"1088","20170301","Parental","C",26151,"C03",257.6178,"vemurafenib",0.125,2,14.6745784949493,4.34927303985958
"1148","20170301","Parental","C",28432,"C03",266.1728,"vemurafenib",0.125,2,14.7952279660287,4.469922510939
"1208","20170301","Parental","C",28432,"C03",278.9728,"vemurafenib",0.125,2,14.7952279660287,4.469922510939
"1268","20170301","Parental","C",28719,"C03",309.3422,"vemurafenib",0.125,2,14.8097178947216,4.48441243963194
"1328","20170301","Parental","C",32797,"C03",327.4333,"vemurafenib",0.125,2,15.0012762345433,4.67597077945357
"1388","20170301","Parental","C",32601,"C03",360.5156,"vemurafenib",0.125,2,14.9926285977762,4.66732314268649
"9","20170301","Parental","D",1233,"D03",0,"vemurafenib",0.125,3,10.2679570844028,0
"69","20170301","Parental","D",1654,"D03",15.6414,"vemurafenib",0.125,3,10.6917435191713,0.423786434768436
"129","20170301","Parental","D",1803,"D03",23.0633,"vemurafenib",0.125,3,10.8161836814323,0.548226597029503
"189","20170301","Parental","D",2557,"D03",41.4258,"vemurafenib",0.125,3,11.3202364452416,1.05227936083881
"249","20170301","Parental","D",2779,"D03",47.3786,"vemurafenib",0.125,3,11.4403501192006,1.17239303479772
"309","20170301","Parental","D",3865,"D03",66.3189,"vemurafenib",0.125,3,11.9162526988122,1.64829561440937
"369","20170301","Parental","D",4265,"D03",70.9425,"vemurafenib",0.125,3,12.0583300262057,1.79037294180281
"429","20170301","Parental","D",4265,"D03",71.7192,"vemurafenib",0.125,3,12.0583300262057,1.79037294180281
"489","20170301","Parental","D",5375,"D03",90.07,"vemurafenib",0.125,3,12.3920490393642,2.12409195496135
"549","20170301","Parental","D",7243,"D03",112.7814,"vemurafenib",0.125,3,12.8223716599633,2.55441457556049
"609","20170301","Parental","D",9461,"D03",137.1572,"vemurafenib",0.125,3,13.207776964928,2.93981988052517
"669","20170301","Parental","D",11700,"D03",161.1103,"vemurafenib",0.125,3,13.5142209093581,3.24626382495529
"729","20170301","Parental","D",11985,"D03",168.0106,"vemurafenib",0.125,3,13.5489422885365,3.28098520413366
"789","20170301","Parental","D",13465,"D03",188.2425,"vemurafenib",0.125,3,13.716926609389,3.44896952498619
"849","20170301","Parental","D",13465,"D03",189.1347,"vemurafenib",0.125,3,13.716926609389,3.44896952498619
"909","20170301","Parental","D",15051,"D03",207.7864,"vemurafenib",0.125,3,13.8775717234855,3.60961463908261
"969","20170301","Parental","D",16088,"D03",215.1181,"vemurafenib",0.125,3,13.9736973663054,3.70574028190251
"1029","20170301","Parental","D",20748,"D03",239.2256,"vemurafenib",0.125,3,14.3406846543634,4.0727275699606
"1089","20170301","Parental","D",23758,"D03",257.6178,"vemurafenib",0.125,3,14.5361257716003,4.26816868719743
"1149","20170301","Parental","D",24803,"D03",266.1728,"vemurafenib",0.125,3,14.5982270091682,4.33026992476539
"1209","20170301","Parental","D",24803,"D03",278.9728,"vemurafenib",0.125,3,14.5982270091682,4.33026992476539
"1269","20170301","Parental","D",22276,"D03",309.3422,"vemurafenib",0.125,3,14.443202577297,4.17524549289417
"1329","20170301","Parental","D",24587,"D03",327.4333,"vemurafenib",0.125,3,14.5856080937775,4.31765100937466
"1389","20170301","Parental","D",21790,"D03",360.5156,"vemurafenib",0.125,3,14.4113785760033,4.14342149160043
"13","20170301","Parental","B",1537,"B04",0,"vemurafenib",0.25,1,10.5859014496908,0
"73","20170301","Parental","B",2133,"B04",15.6414,"vemurafenib",0.25,1,11.0586682503406,0.472766800649801
"133","20170301","Parental","B",2106,"B04",23.0633,"vemurafenib",0.25,1,11.0402897210257,0.454388271334945
"193","20170301","Parental","B",2616,"B04",41.4258,"vemurafenib",0.25,1,11.3531468254981,0.767245375807311
"253","20170301","Parental","B",2822,"B04",47.3786,"vemurafenib",0.25,1,11.4625022725973,0.876600822906493
"313","20170301","Parental","B",3603,"B04",66.3189,"vemurafenib",0.25,1,11.8149829364268,1.22908148673602
"373","20170301","Parental","B",3871,"B04",70.9425,"vemurafenib",0.25,1,11.9184905922923,1.33258914260154
"433","20170301","Parental","B",3871,"B04",71.7192,"vemurafenib",0.25,1,11.9184905922923,1.33258914260154
"493","20170301","Parental","B",5096,"B04",90.07,"vemurafenib",0.25,1,12.3151495622563,1.72924811256553
"553","20170301","Parental","B",6313,"B04",112.7814,"vemurafenib",0.25,1,12.624110035763,2.03820858607222
"613","20170301","Parental","B",7230,"B04",137.1572,"vemurafenib",0.25,1,12.8197799318385,2.23387848214771
"673","20170301","Parental","B",8624,"B04",161.1103,"vemurafenib",0.25,1,13.0741414627525,2.48824001306173
"733","20170301","Parental","B",9001,"B04",168.0106,"vemurafenib",0.25,1,13.1358695766485,2.54996812695775
"793","20170301","Parental","B",10440,"B04",188.2425,"vemurafenib",0.25,1,13.3498340914572,2.76393264176648
"853","20170301","Parental","B",10440,"B04",189.1347,"vemurafenib",0.25,1,13.3498340914572,2.76393264176648
"913","20170301","Parental","B",11851,"B04",207.7864,"vemurafenib",0.25,1,13.5327211799532,2.94681973026247
"973","20170301","Parental","B",11769,"B04",215.1181,"vemurafenib",0.25,1,13.5227041207983,2.93680267110748
"1033","20170301","Parental","B",14743,"B04",239.2256,"vemurafenib",0.25,1,13.8477425026758,3.26184105298498
"1093","20170301","Parental","B",16549,"B04",257.6178,"vemurafenib",0.25,1,14.0144564220424,3.42855497235168
"1153","20170301","Parental","B",15708,"B04",266.1728,"vemurafenib",0.25,1,13.9392118826664,3.35331043297563
"1213","20170301","Parental","B",15708,"B04",278.9728,"vemurafenib",0.25,1,13.9392118826664,3.35331043297563
"1273","20170301","Parental","B",15688,"B04",309.3422,"vemurafenib",0.25,1,13.9373738201921,3.35147237050138
"1333","20170301","Parental","B",19126,"B04",327.4333,"vemurafenib",0.25,1,14.2232475604175,3.6373461107267
"1393","20170301","Parental","B",20123,"B04",360.5156,"vemurafenib",0.25,1,14.2965577822319,3.7106563325411
"14","20170301","Parental","C",1557,"C04",0,"vemurafenib",0.25,2,10.604553229079,0
"74","20170301","Parental","C",2033,"C04",15.6414,"vemurafenib",0.25,2,10.9893944998447,0.384841270765694
"134","20170301","Parental","C",2264,"C04",23.0633,"vemurafenib",0.25,2,11.1446582428319,0.540105013752845
"194","20170301","Parental","C",2922,"C04",41.4258,"vemurafenib",0.25,2,11.5127404628035,0.90818723372446
"254","20170301","Parental","C",3301,"C04",47.3786,"vemurafenib",0.25,2,11.6886874232225,1.0841341941435
"314","20170301","Parental","C",4266,"C04",66.3189,"vemurafenib",0.25,2,12.0586682503406,1.45411502126153
"374","20170301","Parental","C",4609,"C04",70.9425,"vemurafenib",0.25,2,12.1702380523366,1.56568482325761
"434","20170301","Parental","C",4609,"C04",71.7192,"vemurafenib",0.25,2,12.1702380523366,1.56568482325761
"494","20170301","Parental","C",5635,"C04",90.07,"vemurafenib",0.25,2,12.4601998950596,1.85564666598055
"554","20170301","Parental","C",7068,"C04",112.7814,"vemurafenib",0.25,2,12.7870863245516,2.18253309547258
"614","20170301","Parental","C",8360,"C04",137.1572,"vemurafenib",0.25,2,13.0292872269682,2.42473399788921
"674","20170301","Parental","C",9937,"C04",161.1103,"vemurafenib",0.25,2,13.2785946496905,2.67404142061149
"734","20170301","Parental","C",10481,"C04",168.0106,"vemurafenib",0.25,2,13.3554887515979,2.7509355225189
"794","20170301","Parental","C",11823,"C04",188.2425,"vemurafenib",0.25,2,13.529308534859,2.92475530577995
"854","20170301","Parental","C",11823,"C04",189.1347,"vemurafenib",0.25,2,13.529308534859,2.92475530577995
"914","20170301","Parental","C",13895,"C04",207.7864,"vemurafenib",0.25,2,13.7622782140879,3.15772498500889
"974","20170301","Parental","C",14373,"C04",215.1181,"vemurafenib",0.25,2,13.8110735988535,3.20652036977451
"1034","20170301","Parental","C",17587,"C04",239.2256,"vemurafenib",0.25,2,14.1022217876438,3.49766855856481
"1094","20170301","Parental","C",18226,"C04",257.6178,"vemurafenib",0.25,2,14.1537103521517,3.54915712307268
"1154","20170301","Parental","C",20356,"C04",266.1728,"vemurafenib",0.25,2,14.3131664759772,3.70861324689816
"1214","20170301","Parental","C",20356,"C04",278.9728,"vemurafenib",0.25,2,14.3131664759772,3.70861324689816
"1274","20170301","Parental","C",23144,"C04",309.3422,"vemurafenib",0.25,2,14.4983506079296,3.89379737885056
"1334","20170301","Parental","C",24293,"C04",327.4333,"vemurafenib",0.25,2,14.5682530423462,3.96369981326712
"1394","20170301","Parental","C",25626,"C04",360.5156,"vemurafenib",0.25,2,14.6453206833633,4.04076745428426
"15","20170301","Parental","D",1006,"D04",0,"vemurafenib",0.25,3,9.97441458980553,0
"75","20170301","Parental","D",1407,"D04",15.6414,"vemurafenib",0.25,3,10.4584066132365,0.483992023431005
"135","20170301","Parental","D",1557,"D04",23.0633,"vemurafenib",0.25,3,10.604553229079,0.630138639273511
"195","20170301","Parental","D",1944,"D04",41.4258,"vemurafenib",0.25,3,10.9248125036058,0.950397913800254
"255","20170301","Parental","D",2066,"D04",47.3786,"vemurafenib",0.25,3,11.0126245388651,1.03820994905953
"315","20170301","Parental","D",2550,"D04",66.3189,"vemurafenib",0.25,3,11.3162815317462,1.34186694194069
"375","20170301","Parental","D",2656,"D04",70.9425,"vemurafenib",0.25,3,11.3750394313469,1.4006248415414
"435","20170301","Parental","D",2656,"D04",71.7192,"vemurafenib",0.25,3,11.3750394313469,1.4006248415414
"495","20170301","Parental","D",3262,"D04",90.07,"vemurafenib",0.25,3,11.6715410667119,1.69712647690636
"555","20170301","Parental","D",4402,"D04",112.7814,"vemurafenib",0.25,3,12.1039434298916,2.12952884008603
"615","20170301","Parental","D",5412,"D04",137.1572,"vemurafenib",0.25,3,12.4019461239765,2.42753153417101
"675","20170301","Parental","D",6841,"D04",161.1103,"vemurafenib",0.25,3,12.7399915146842,2.7655769248787
"735","20170301","Parental","D",6696,"D04",168.0106,"vemurafenib",0.25,3,12.7090838125503,2.73466922274482
"795","20170301","Parental","D",8500,"D04",188.2425,"vemurafenib",0.25,3,13.0532471259124,3.0788325361069
"855","20170301","Parental","D",8500,"D04",189.1347,"vemurafenib",0.25,3,13.0532471259124,3.0788325361069
"915","20170301","Parental","D",9581,"D04",207.7864,"vemurafenib",0.25,3,13.2259605272362,3.25154593743063
"975","20170301","Parental","D",10499,"D04",215.1181,"vemurafenib",0.25,3,13.3579643013699,3.38354971156437
"1035","20170301","Parental","D",13207,"D04",239.2256,"vemurafenib",0.25,3,13.6890151718986,3.71460058209304
"1095","20170301","Parental","D",14847,"D04",257.6178,"vemurafenib",0.25,3,13.8578838275882,3.88346923778263
"1155","20170301","Parental","D",16317,"D04",266.1728,"vemurafenib",0.25,3,13.9940882111865,4.01967362138094
"1215","20170301","Parental","D",16317,"D04",278.9728,"vemurafenib",0.25,3,13.9940882111865,4.01967362138094
"1275","20170301","Parental","D",18938,"D04",309.3422,"vemurafenib",0.25,3,14.2089963585904,4.23458176878484
"1335","20170301","Parental","D",20545,"D04",327.4333,"vemurafenib",0.25,3,14.326499710055,4.35208512024949
"1395","20170301","Parental","D",24044,"D04",360.5156,"vemurafenib",0.25,3,14.5533893047216,4.57897471491609
"19","20170301","Parental","B",1285,"B05",0,"vemurafenib",0.5,1,10.3275526440812,0
"79","20170301","Parental","B",1793,"B05",15.6414,"vemurafenib",0.5,1,10.8081597728684,0.480607128787135
"139","20170301","Parental","B",1929,"B05",23.0633,"vemurafenib",0.5,1,10.9136374280491,0.586084783967863
"199","20170301","Parental","B",2372,"B05",41.4258,"vemurafenib",0.5,1,11.211888294546,0.884335650464763
"259","20170301","Parental","B",2391,"B05",47.3786,"vemurafenib",0.5,1,11.2233984147116,0.895845770630388
"319","20170301","Parental","B",2950,"B05",66.3189,"vemurafenib",0.5,1,11.5264992391366,1.19894659505533
"379","20170301","Parental","B",3225,"B05",70.9425,"vemurafenib",0.5,1,11.655083445198,1.32753080111674
"439","20170301","Parental","B",3225,"B05",71.7192,"vemurafenib",0.5,1,11.655083445198,1.32753080111674
"499","20170301","Parental","B",4139,"B05",90.07,"vemurafenib",0.5,1,12.0150665332303,1.68751388914905
"559","20170301","Parental","B",5245,"B05",112.7814,"vemurafenib",0.5,1,12.3567270574646,2.02917441338339
"619","20170301","Parental","B",5936,"B05",137.1572,"vemurafenib",0.5,1,12.5352753766208,2.20772273253956
"679","20170301","Parental","B",7085,"B05",161.1103,"vemurafenib",0.5,1,12.7905521378054,2.46299949372414
"739","20170301","Parental","B",6876,"B05",168.0106,"vemurafenib",0.5,1,12.7473538294781,2.41980118539682
"799","20170301","Parental","B",7886,"B05",188.2425,"vemurafenib",0.5,1,12.9450779951078,2.61752535102658
"859","20170301","Parental","B",7886,"B05",189.1347,"vemurafenib",0.5,1,12.9450779951078,2.61752535102658
"919","20170301","Parental","B",8894,"B05",207.7864,"vemurafenib",0.5,1,13.1186166893515,2.79106404527027
"979","20170301","Parental","B",9058,"B05",215.1181,"vemurafenib",0.5,1,13.1449768240501,2.81742417996887
"1039","20170301","Parental","B",10293,"B05",239.2256,"vemurafenib",0.5,1,13.3293759112788,3.00182326719757
"1099","20170301","Parental","B",11892,"B05",257.6178,"vemurafenib",0.5,1,13.5377037479076,3.2101511038264
"1159","20170301","Parental","B",12977,"B05",266.1728,"vemurafenib",0.5,1,13.6636692817337,3.33611663765243
"1219","20170301","Parental","B",12977,"B05",278.9728,"vemurafenib",0.5,1,13.6636692817337,3.33611663765243
"1279","20170301","Parental","B",13319,"B05",309.3422,"vemurafenib",0.5,1,13.7011981474542,3.37364550337297
"1339","20170301","Parental","B",15438,"B05",327.4333,"vemurafenib",0.5,1,13.914198242455,3.58664559837372
"1399","20170301","Parental","B",15769,"B05",360.5156,"vemurafenib",0.5,1,13.9448035532616,3.61725090918036
"20","20170301","Parental","C",1159,"C05",0,"vemurafenib",0.5,2,10.1786648510065,0
"80","20170301","Parental","C",1648,"C05",15.6414,"vemurafenib",0.5,2,10.6865005271832,0.507835676176747
"140","20170301","Parental","C",1774,"C05",23.0633,"vemurafenib",0.5,2,10.7927902943011,0.614125443294592
"200","20170301","Parental","C",2067,"C05",41.4258,"vemurafenib",0.5,2,11.0133226734254,0.834657822418976
"260","20170301","Parental","C",2214,"C05",47.3786,"vemurafenib",0.5,2,11.1124395067816,0.93377465577508
"320","20170301","Parental","C",2691,"C05",66.3189,"vemurafenib",0.5,2,11.3939266756404,1.21526182463395
"380","20170301","Parental","C",3014,"C05",70.9425,"vemurafenib",0.5,2,11.5574637015978,1.37879885059135
"440","20170301","Parental","C",3014,"C05",71.7192,"vemurafenib",0.5,2,11.5574637015978,1.37879885059135
"500","20170301","Parental","C",3048,"C05",90.07,"vemurafenib",0.5,2,11.5736471874933,1.39498233648685
"560","20170301","Parental","C",4745,"C05",112.7814,"vemurafenib",0.5,2,12.2121923719085,2.033527520902
"620","20170301","Parental","C",5550,"C05",137.1572,"vemurafenib",0.5,2,12.4382720561248,2.25960720511836
"680","20170301","Parental","C",6619,"C05",161.1103,"vemurafenib",0.5,2,12.6923975554685,2.51373270446201
"740","20170301","Parental","C",7018,"C05",168.0106,"vemurafenib",0.5,2,12.7768442324022,2.5981793813957
"800","20170301","Parental","C",8015,"C05",188.2425,"vemurafenib",0.5,2,12.9684868050419,2.78982195403544
"860","20170301","Parental","C",8015,"C05",189.1347,"vemurafenib",0.5,2,12.9684868050419,2.78982195403544
"920","20170301","Parental","C",8830,"C05",207.7864,"vemurafenib",0.5,2,13.1081977225358,2.92953287152936
