"","Date","CellLine","Row","Cell.Nucleus","Well","Time","drug","conc","rep","l2","nl2"
"1201","20170301","Parental","B",20976,"B02",278.9728,"vemurafenib",0,1,14.3564519702218,3.93438720404894
"1261","20170301","Parental","B",14761,"B02",309.3422,"vemurafenib",0,1,13.8495028412033,3.42743807503046
"1321","20170301","Parental","B",16717,"B02",327.4333,"vemurafenib",0,1,14.029028346977,3.60696358080415
"1381","20170301","Parental","B",11929,"B02",360.5156,"vemurafenib",0,1,13.5421854875022,3.12012072132937
"2","20170301","Parental","C",997,"C02",0,"vemurafenib",0,2,9.9614496943982,0
"62","20170301","Parental","C",1312,"C02",15.6414,"vemurafenib",0,2,10.3575520046181,0.396102310219888
"122","20170301","Parental","C",1556,"C02",23.0633,"vemurafenib",0,2,10.6036263449862,0.642176650587997
"182","20170301","Parental","C",2282,"C02",41.4258,"vemurafenib",0,2,11.1560830762887,1.19463338189049
"242","20170301","Parental","C",2741,"C02",47.3786,"vemurafenib",0,2,11.4204866128258,1.45903691842758
"302","20170301","Parental","C",3879,"C02",66.3189,"vemurafenib",0,2,11.9214690605314,1.96001936613322
"362","20170301","Parental","C",4403,"C02",70.9425,"vemurafenib",0,2,12.1042711289369,2.1428214345387
"422","20170301","Parental","C",4301,"C02",71.7192,"vemurafenib",0,2,12.0704564159446,2.10900672154645
"482","20170301","Parental","C",6594,"C02",90.07,"vemurafenib",0,2,12.6869381716704,2.72548847727219
"542","20170301","Parental","C",10126,"C02",112.7814,"vemurafenib",0,2,13.3057767689098,3.34432707451161
"602","20170301","Parental","C",14081,"C02",137.1572,"vemurafenib",0,2,13.7814621740226,3.82001247962442
"662","20170301","Parental","C",17567,"C02",161.1103,"vemurafenib",0,2,14.1005802160485,4.13913052165033
"722","20170301","Parental","C",20662,"C02",168.0106,"vemurafenib",0,2,14.3346922876939,4.37324259329566
"782","20170301","Parental","C",20650,"C02",188.2425,"vemurafenib",0,2,14.3338541611942,4.37240446679597
"842","20170301","Parental","C",22950,"C02",189.1347,"vemurafenib",0,2,14.4862065331885,4.52475683879034
"902","20170301","Parental","C",25037,"C02",207.7864,"vemurafenib",0,2,14.611774084615,4.65032439021677
"962","20170301","Parental","C",21677,"C02",215.1181,"vemurafenib",0,2,14.4038774875049,4.44242779310675
"1022","20170301","Parental","C",25365,"C02",239.2256,"vemurafenib",0,2,14.6305515400185,4.66910184562031
"1082","20170301","Parental","C",21375,"C02",257.6178,"vemurafenib",0,2,14.383636799548,4.42218710514979
"1142","20170301","Parental","C",23730,"C02",266.1728,"vemurafenib",0,2,14.5344244800813,4.57297478568312
"1202","20170301","Parental","C",24026,"C02",278.9728,"vemurafenib",0,2,14.5523088590403,4.59085916464214
"1262","20170301","Parental","C",20059,"C02",309.3422,"vemurafenib",0,2,14.2919620647118,4.33051237031363
"1322","20170301","Parental","C",16061,"C02",327.4333,"vemurafenib",0,2,13.9712741011797,4.00982440678151
"1382","20170301","Parental","C",14829,"C02",360.5156,"vemurafenib",0,2,13.8561336918609,3.89468399746273
"3","20170301","Parental","D",1352,"D02",0,"vemurafenib",0,3,10.4008794362822,0
"63","20170301","Parental","D",1807,"D02",15.6414,"vemurafenib",0,3,10.8193807908646,0.418501354582416
"123","20170301","Parental","D",2020,"D02",23.0633,"vemurafenib",0,3,10.9801395776392,0.579260141356974
"183","20170301","Parental","D",3043,"D02",41.4258,"vemurafenib",0,3,11.5712786185146,1.17039918223241
"243","20170301","Parental","D",3452,"D02",47.3786,"vemurafenib",0,3,11.753216749179,1.35233731289677
"303","20170301","Parental","D",5005,"D02",66.3189,"vemurafenib",0,3,12.2891543537234,1.88827491744117
"363","20170301","Parental","D",5399,"D02",70.9425,"vemurafenib",0,3,12.3984765014493,1.99759706516707
"423","20170301","Parental","D",5466,"D02",71.7192,"vemurafenib",0,3,12.4162697445232,2.01539030824102
"483","20170301","Parental","D",8046,"D02",90.07,"vemurafenib",0,3,12.9740560226256,2.57317658634345
"543","20170301","Parental","D",12499,"D02",112.7814,"vemurafenib",0,3,13.6095250542167,3.20864561793449
"603","20170301","Parental","D",18475,"D02",137.1572,"vemurafenib",0,3,14.1732867439209,3.77240730763869
"663","20170301","Parental","D",21562,"D02",161.1103,"vemurafenib",0,3,14.3962033821417,3.99532394585951
"723","20170301","Parental","D",23762,"D02",168.0106,"vemurafenib",0,3,14.5363686495539,4.13548921327167
"783","20170301","Parental","D",24154,"D02",188.2425,"vemurafenib",0,3,14.5599745045237,4.15909506824156
"843","20170301","Parental","D",25201,"D02",189.1347,"vemurafenib",0,3,14.621193361942,4.22031392565979
"903","20170301","Parental","D",28737,"D02",207.7864,"vemurafenib",0,3,14.8106218390124,4.40974240273022
"963","20170301","Parental","D",26874,"D02",215.1181,"vemurafenib",0,3,14.7139234515769,4.31304401529467
"1023","20170301","Parental","D",29042,"D02",239.2256,"vemurafenib",0,3,14.8258531886244,4.42497375234222
"1083","20170301","Parental","D",23252,"D02",257.6178,"vemurafenib",0,3,14.5050671932319,4.1041877569497
"1143","20170301","Parental","D",22361,"D02",266.1728,"vemurafenib",0,3,14.4486970875329,4.04781765125075
"1203","20170301","Parental","D",20334,"D02",278.9728,"vemurafenib",0,3,14.3116064222052,3.91072698592297
"1263","20170301","Parental","D",19994,"D02",309.3422,"vemurafenib",0,3,14.2872795061029,3.88640006982074
"1323","20170301","Parental","D",19286,"D02",327.4333,"vemurafenib",0,3,14.2352663327569,3.83438689647468
"1383","20170301","Parental","D",12944,"D02",360.5156,"vemurafenib",0,3,13.65999589243,3.25911645614779
"7","20170301","Parental","B",1242,"B03",0,"vemurafenib",0.125,1,10.2784494582205,0
"67","20170301","Parental","B",1661,"B03",15.6414,"vemurafenib",0.125,1,10.6978363579624,0.419386899741895
"127","20170301","Parental","B",1925,"B03",23.0633,"vemurafenib",0.125,1,10.9106427304696,0.632193272249143
"187","20170301","Parental","B",2634,"B03",41.4258,"vemurafenib",0.125,1,11.3630396302565,1.08459017203603
"247","20170301","Parental","B",2894,"B03",47.3786,"vemurafenib",0.125,1,11.4988492065317,1.22039974831124
"307","20170301","Parental","B",3912,"B03",66.3189,"vemurafenib",0.125,1,11.9336906549522,1.65524119673175
"367","20170301","Parental","B",4037,"B03",70.9425,"vemurafenib",0.125,1,11.9790678714805,1.70061841326003
"427","20170301","Parental","B",4006,"B03",71.7192,"vemurafenib",0.125,1,11.9679467058127,1.68949724759223
"487","20170301","Parental","B",5432,"B03",90.07,"vemurafenib",0.125,1,12.4072677642447,2.12881830602425
"547","20170301","Parental","B",7217,"B03",112.7814,"vemurafenib",0.125,1,12.8171835394257,2.53873408120523
"607","20170301","Parental","B",9201,"B03",137.1572,"vemurafenib",0.125,1,13.1675749519882,2.88912549376769
"667","20170301","Parental","B",11144,"B03",161.1103,"vemurafenib",0.125,1,13.4439795426013,3.16553008438077
"727","20170301","Parental","B",12673,"B03",168.0106,"vemurafenib",0.125,1,13.6294704646282,3.35102100640769
"787","20170301","Parental","B",14088,"B03",188.2425,"vemurafenib",0.125,1,13.7821791938312,3.50372973561073
"847","20170301","Parental","B",13370,"B03",189.1347,"vemurafenib",0.125,1,13.7067118449807,3.42826238676023
"907","20170301","Parental","B",16367,"B03",207.7864,"vemurafenib",0.125,1,13.9985022858601,3.72005282763963
"967","20170301","Parental","B",11884,"B03",215.1181,"vemurafenib",0.125,1,13.5367328898354,3.25828343161493
"1027","20170301","Parental","B",20002,"B03",239.2256,"vemurafenib",0.125,1,14.2878566418405,4.00940718362006
"1087","20170301","Parental","B",22998,"B03",257.6178,"vemurafenib",0.125,1,14.4892207835217,4.21077132530119
"1147","20170301","Parental","B",24204,"B03",266.1728,"vemurafenib",0.125,1,14.5629578693341,4.28450841111364
"1207","20170301","Parental","B",24198,"B03",278.9728,"vemurafenib",0.125,1,14.562600191127,4.28415073290655
"1267","20170301","Parental","B",22328,"B03",309.3422,"vemurafenib",0.125,1,14.4465664090661,4.16811695084558
"1327","20170301","Parental","B",24472,"B03",327.4333,"vemurafenib",0.125,1,14.5788443915582,4.30039493333772
"1387","20170301","Parental","B",25185,"B03",360.5156,"vemurafenib",0.125,1,14.6202771105455,4.34182765232507
"8","20170301","Parental","C",1283,"C03",0,"vemurafenib",0.125,2,10.3253054550897,0
"68","20170301","Parental","C",1857,"C03",15.6414,"vemurafenib",0.125,2,10.8587580999354,0.53345264484574
"128","20170301","Parental","C",2043,"C03",23.0633,"vemurafenib",0.125,2,10.9964734887332,0.671168033643546
"188","20170301","Parental","C",2784,"C03",41.4258,"vemurafenib",0.125,2,11.4429434958487,1.11763804075905
"248","20170301","Parental","C",3166,"C03",47.3786,"vemurafenib",0.125,2,11.6284455401372,1.3031400850475
"308","20170301","Parental","C",4246,"C03",66.3189,"vemurafenib",0.125,2,12.0518886559054,1.7265832008157
"368","20170301","Parental","C",4482,"C03",70.9425,"vemurafenib",0.125,2,12.1299269335104,1.80462147842071
"428","20170301","Parental","C",4503,"C03",71.7192,"vemurafenib",0.125,2,12.1366707623418,1.81136530725216
"488","20170301","Parental","C",6004,"C03",90.07,"vemurafenib",0.125,2,12.5517082616207,2.22640280653101
"548","20170301","Parental","C",7964,"C03",112.7814,"vemurafenib",0.125,2,12.9592775057205,2.63397205063082
"608","20170301","Parental","C",10621,"C03",137.1572,"vemurafenib",0.125,2,13.3746319862868,3.04932653119709
"668","20170301","Parental","C",13198,"C03",161.1103,"vemurafenib",0.125,2,13.6880317024139,3.36272624732425
"728","20170301","Parental","C",14273,"C03",168.0106,"vemurafenib",0.125,2,13.8010009820742,3.47569552698452
"788","20170301","Parental","C",15888,"C03",188.2425,"vemurafenib",0.125,2,13.9556499075284,3.63034445243869
"848","20170301","Parental","C",16007,"C03",189.1347,"vemurafenib",0.125,2,13.9664153257123,3.64110987062263
"908","20170301","Parental","C",19007,"C03",207.7864,"vemurafenib",0.125,2,14.2142432194439,3.88893776435419
"968","20170301","Parental","C",20424,"C03",215.1181,"vemurafenib",0.125,2,14.3179778224071,3.99267236731744
"1028","20170301","Parental","C",24706,"C03",239.2256,"vemurafenib",0.125,2,14.5925738310379,4.26726837594822
"1088","20170301","Parental","C",26291,"C03",257.6178,"vemurafenib",0.125,2,14.682281396652,4.3569759415623
"1148","20170301","Parental","C",28572,"C03",266.1728,"vemurafenib",0.125,2,14.8023144059915,4.47700895090181
"1208","20170301","Parental","C",26837,"C03",278.9728,"vemurafenib",0.125,2,14.7119357870405,4.3866303319508
"1268","20170301","Parental","C",27124,"C03",309.3422,"vemurafenib",0.125,2,14.7272823292122,4.40197687412251
"1328","20170301","Parental","C",31202,"C03",327.4333,"vemurafenib",0.125,2,14.9293508861243,4.60404543103464
"1388","20170301","Parental","C",31006,"C03",360.5156,"vemurafenib",0.125,2,14.9202597993283,4.59495434423862
"9","20170301","Parental","D",1233,"D03",0,"vemurafenib",0.125,3,10.2679570844028,0
"69","20170301","Parental","D",1654,"D03",15.6414,"vemurafenib",0.125,3,10.6917435191713,0.423786434768436
"129","20170301","Parental","D",1803,"D03",23.0633,"vemurafenib",0.125,3,10.8161836814323,0.548226597029503
"189","20170301","Parental","D",2557,"D03",41.4258,"vemurafenib",0.125,3,11.3202364452416,1.05227936083881
"249","20170301","Parental","D",2779,"D03",47.3786,"vemurafenib",0.125,3,11.4403501192006,1.17239303479772
"309","20170301","Parental","D",3865,"D03",66.3189,"vemurafenib",0.125,3,11.9162526988122,1.64829561440937
"369","20170301","Parental","D",4265,"D03",70.9425,"vemurafenib",0.125,3,12.0583300262057,1.79037294180281
"429","20170301","Parental","D",4356,"D03",71.7192,"vemurafenib",0.125,3,12.0887882387169,1.82083115431407
"489","20170301","Parental","D",5466,"D03",90.07,"vemurafenib",0.125,3,12.4162697445232,2.14831266012037
"549","20170301","Parental","D",7334,"D03",112.7814,"vemurafenib",0.125,3,12.8403845507117,2.57242746630883
"609","20170301","Parental","D",9552,"D03",137.1572,"vemurafenib",0.125,3,13.2215871212648,2.95363003686197
"669","20170301","Parental","D",11791,"D03",161.1103,"vemurafenib",0.125,3,13.5253984586696,3.25744137426678
"729","20170301","Parental","D",12076,"D03",168.0106,"vemurafenib",0.125,3,13.5598550415136,3.29189795711079
"789","20170301","Parental","D",13556,"D03",188.2425,"vemurafenib",0.125,3,13.726643921484,3.45868683708115
"849","20170301","Parental","D",15398,"D03",189.1347,"vemurafenib",0.125,3,13.9104553553098,3.64249827090698
"909","20170301","Parental","D",16984,"D03",207.7864,"vemurafenib",0.125,3,14.0518886559054,3.78393157150254
"969","20170301","Parental","D",18021,"D03",215.1181,"vemurafenib",0.125,3,14.1373914492476,3.86943436484479
"1029","20170301","Parental","D",22681,"D03",239.2256,"vemurafenib",0.125,3,14.4691966293197,4.20123954491689
"1089","20170301","Parental","D",25691,"D03",257.6178,"vemurafenib",0.125,3,14.6489754265403,4.38101834213749
"1149","20170301","Parental","D",26736,"D03",266.1728,"vemurafenib",0.125,3,14.7064960180612,4.43853893365835
"1209","20170301","Parental","D",26514,"D03",278.9728,"vemurafenib",0.125,3,14.6944667164782,4.42650963207532
"1269","20170301","Parental","D",23987,"D03",309.3422,"vemurafenib",0.125,3,14.5499651138476,4.28200802944476
"1329","20170301","Parental","D",26298,"D03",327.4333,"vemurafenib",0.125,3,14.6826654642458,4.41470837984297
"1389","20170301","Parental","D",23501,"D03",360.5156,"vemurafenib",0.125,3,14.5204345263119,4.25247744190906
"13","20170301","Parental","B",1537,"B04",0,"vemurafenib",0.25,1,10.5859014496908,0
"73","20170301","Parental","B",2133,"B04",15.6414,"vemurafenib",0.25,1,11.0586682503406,0.472766800649801
"133","20170301","Parental","B",2106,"B04",23.0633,"vemurafenib",0.25,1,11.0402897210257,0.454388271334945
"193","20170301","Parental","B",2616,"B04",41.4258,"vemurafenib",0.25,1,11.3531468254981,0.767245375807311
"253","20170301","Parental","B",2822,"B04",47.3786,"vemurafenib",0.25,1,11.4625022725973,0.876600822906493
"313","20170301","Parental","B",3603,"B04",66.3189,"vemurafenib",0.25,1,11.8149829364268,1.22908148673602
"373","20170301","Parental","B",3871,"B04",70.9425,"vemurafenib",0.25,1,11.9184905922923,1.33258914260154
"433","20170301","Parental","B",3492,"B04",71.7192,"vemurafenib",0.25,1,11.7698378436294,1.18393639393867
"493","20170301","Parental","B",4717,"B04",90.07,"vemurafenib",0.25,1,12.2036538855296,1.61775243583883
"553","20170301","Parental","B",5934,"B04",112.7814,"vemurafenib",0.25,1,12.5347892114803,1.94888776178949
"613","20170301","Parental","B",6851,"B04",137.1572,"vemurafenib",0.25,1,12.7420988697783,2.15619742008754
"673","20170301","Parental","B",8245,"B04",161.1103,"vemurafenib",0.25,1,13.0093037783248,2.42340232863406
"733","20170301","Parental","B",8622,"B04",168.0106,"vemurafenib",0.25,1,13.0738068471785,2.48790539748772
"793","20170301","Parental","B",10061,"B04",188.2425,"vemurafenib",0.25,1,13.2964860866155,2.71058463692469
"853","20170301","Parental","B",9663,"B04",189.1347,"vemurafenib",0.25,1,13.238255446104,2.6523539964132
"913","20170301","Parental","B",11074,"B04",207.7864,"vemurafenib",0.25,1,13.4348888065304,2.84898735683962
"973","20170301","Parental","B",10992,"B04",215.1181,"vemurafenib",0.25,1,13.4241662888181,2.83826483912733
"1033","20170301","Parental","B",13966,"B04",239.2256,"vemurafenib",0.25,1,13.7696312573842,3.18372980769347
"1093","20170301","Parental","B",15772,"B04",257.6178,"vemurafenib",0.25,1,13.9450779951078,3.35917654541704
"1153","20170301","Parental","B",14931,"B04",266.1728,"vemurafenib",0.25,1,13.8660231723982,3.2801217227074
"1213","20170301","Parental","B",16837,"B04",278.9728,"vemurafenib",0.25,1,14.0393474828773,3.45344603318658
"1273","20170301","Parental","B",16817,"B04",309.3422,"vemurafenib",0.25,1,14.0376327444085,3.45173129471777
"1333","20170301","Parental","B",20255,"B04",327.4333,"vemurafenib",0.25,1,14.3059904645738,3.72008901488303
"1393","20170301","Parental","B",21252,"B04",360.5156,"vemurafenib",0.25,1,14.3753109974731,3.7894095477823
"14","20170301","Parental","C",1557,"C04",0,"vemurafenib",0.25,2,10.604553229079,0
"74","20170301","Parental","C",2033,"C04",15.6414,"vemurafenib",0.25,2,10.9893944998447,0.384841270765694
"134","20170301","Parental","C",2264,"C04",23.0633,"vemurafenib",0.25,2,11.1446582428319,0.540105013752845
"194","20170301","Parental","C",2922,"C04",41.4258,"vemurafenib",0.25,2,11.5127404628035,0.90818723372446
"254","20170301","Parental","C",3301,"C04",47.3786,"vemurafenib",0.25,2,11.6886874232225,1.0841341941435
"314","20170301","Parental","C",4266,"C04",66.3189,"vemurafenib",0.25,2,12.0586682503406,1.45411502126153
"374","20170301","Parental","C",4609,"C04",70.9425,"vemurafenib",0.25,2,12.1702380523366,1.56568482325761
"434","20170301","Parental","C",4560,"C04",71.7192,"vemurafenib",0.25,2,12.1548181090521,1.55026487997307
"494","20170301","Parental","C",5586,"C04",90.07,"vemurafenib",0.25,2,12.44759985828,1.84304662920091
"554","20170301","Parental","C",7019,"C04",112.7814,"vemurafenib",0.25,2,12.7770497884388,2.17249655935979
"614","20170301","Parental","C",8311,"C04",137.1572,"vemurafenib",0.25,2,13.0208063607243,2.41625313164523
"674","20170301","Parental","C",9888,"C04",161.1103,"vemurafenib",0.25,2,13.2714630279044,2.66690979882534
"734","20170301","Parental","C",10432,"C04",168.0106,"vemurafenib",0.25,2,13.3487281542311,2.74417492515204
"794","20170301","Parental","C",11774,"C04",188.2425,"vemurafenib",0.25,2,13.5233169123127,2.91876368323371
"854","20170301","Parental","C",11442,"C04",189.1347,"vemurafenib",0.25,2,13.4820516290339,2.87749839995488
"914","20170301","Parental","C",13514,"C04",207.7864,"vemurafenib",0.25,2,13.7221671397819,3.11761391070281
"974","20170301","Parental","C",13992,"C04",215.1181,"vemurafenib",0.25,2,13.7723145739217,3.16776134484262
"1034","20170301","Parental","C",17206,"C04",239.2256,"vemurafenib",0.25,2,14.0706241224303,3.46607089335123
"1094","20170301","Parental","C",17845,"C04",257.6178,"vemurafenib",0.25,2,14.1232322809364,3.51867905185735
"1154","20170301","Parental","C",19975,"C04",266.1728,"vemurafenib",0.25,2,14.2859078827027,3.68135465362366
"1214","20170301","Parental","C",17659,"C04",278.9728,"vemurafenib",0.25,2,14.1081160274119,3.50356279833285
"1274","20170301","Parental","C",20447,"C04",309.3422,"vemurafenib",0.25,2,14.3196015648868,3.71504833580775
"1334","20170301","Parental","C",21596,"C04",327.4333,"vemurafenib",0.25,2,14.3984765014493,3.79392327237022
"1394","20170301","Parental","C",22929,"C04",360.5156,"vemurafenib",0.25,2,14.4848858157372,3.88033258665818
"15","20170301","Parental","D",1006,"D04",0,"vemurafenib",0.25,3,9.97441458980553,0
"75","20170301","Parental","D",1407,"D04",15.6414,"vemurafenib",0.25,3,10.4584066132365,0.483992023431005
"135","20170301","Parental","D",1557,"D04",23.0633,"vemurafenib",0.25,3,10.604553229079,0.630138639273511
"195","20170301","Parental","D",1944,"D04",41.4258,"vemurafenib",0.25,3,10.9248125036058,0.950397913800254
"255","20170301","Parental","D",2066,"D04",47.3786,"vemurafenib",0.25,3,11.0126245388651,1.03820994905953
"315","20170301","Parental","D",2550,"D04",66.3189,"vemurafenib",0.25,3,11.3162815317462,1.34186694194069
"375","20170301","Parental","D",2656,"D04",70.9425,"vemurafenib",0.25,3,11.3750394313469,1.4006248415414
"435","20170301","Parental","D",2905,"D04",71.7192,"vemurafenib",0.25,3,11.5043224482919,1.52990785848636
"495","20170301","Parental","D",3511,"D04",90.07,"vemurafenib",0.25,3,11.7776662808808,1.80325169107523
"555","20170301","Parental","D",4651,"D04",112.7814,"vemurafenib",0.25,3,12.1833252245246,2.20891063471909
"615","20170301","Parental","D",5661,"D04",137.1572,"vemurafenib",0.25,3,12.4668412083216,2.49242661851608
"675","20170301","Parental","D",7090,"D04",161.1103,"vemurafenib",0.25,3,12.7915699121269,2.81715532232135
"735","20170301","Parental","D",6945,"D04",168.0106,"vemurafenib",0.25,3,12.7617589788688,2.78734438906323
"795","20170301","Parental","D",8749,"D04",188.2425,"vemurafenib",0.25,3,13.0949024127514,3.12048782294588
"855","20170301","Parental","D",8712,"D04",189.1347,"vemurafenib",0.25,3,13.0887882387169,3.11437364891138
"915","20170301","Parental","D",9793,"D04",207.7864,"vemurafenib",0.25,3,13.2575351692224,3.28312057941683
"975","20170301","Parental","D",10711,"D04",215.1181,"vemurafenib",0.25,3,13.3868055587686,3.41239096896303
"1035","20170301","Parental","D",13419,"D04",239.2256,"vemurafenib",0.25,3,13.7119895437258,3.73757495392023
"1095","20170301","Parental","D",15059,"D04",257.6178,"vemurafenib",0.25,3,13.8783383498952,3.90392376008967
"1155","20170301","Parental","D",16529,"D04",266.1728,"vemurafenib",0.25,3,14.0127118241627,4.03829723435713
"1215","20170301","Parental","D",16843,"D04",278.9728,"vemurafenib",0.25,3,14.0398615072441,4.06544691743862
"1275","20170301","Parental","D",19464,"D04",309.3422,"vemurafenib",0.25,3,14.2485206049384,4.2741060151329
"1335","20170301","Parental","D",21071,"D04",327.4333,"vemurafenib",0.25,3,14.3629711636053,4.38855657379977
"1395","20170301","Parental","D",24570,"D04",360.5156,"vemurafenib",0.25,3,14.5846102372495,4.610195647444
"19","20170301","Parental","B",1285,"B05",0,"vemurafenib",0.5,1,10.3275526440812,0
"79","20170301","Parental","B",1793,"B05",15.6414,"vemurafenib",0.5,1,10.8081597728684,0.480607128787135
"139","20170301","Parental","B",1929,"B05",23.0633,"vemurafenib",0.5,1,10.9136374280491,0.586084783967863
"199","20170301","Parental","B",2372,"B05",41.4258,"vemurafenib",0.5,1,11.211888294546,0.884335650464763
"259","20170301","Parental","B",2391,"B05",47.3786,"vemurafenib",0.5,1,11.2233984147116,0.895845770630388
"319","20170301","Parental","B",2950,"B05",66.3189,"vemurafenib",0.5,1,11.5264992391366,1.19894659505533
"379","20170301","Parental","B",3225,"B05",70.9425,"vemurafenib",0.5,1,11.655083445198,1.32753080111674
"439","20170301","Parental","B",2815,"B05",71.7192,"vemurafenib",0.5,1,11.4589192069676,1.13136656288635
"499","20170301","Parental","B",3729,"B05",90.07,"vemurafenib",0.5,1,11.8645730817736,1.5370204376924
"559","20170301","Parental","B",4835,"B05",112.7814,"vemurafenib",0.5,1,12.2393001743642,1.91174753028296
"619","20170301","Parental","B",5526,"B05",137.1572,"vemurafenib",0.5,1,12.4320198468125,2.10446720273125
"679","20170301","Parental","B",6675,"B05",161.1103,"vemurafenib",0.5,1,12.7045521214623,2.37699947738104
"739","20170301","Parental","B",6466,"B05",168.0106,"vemurafenib",0.5,1,12.6586577921261,2.33110514804484
"799","20170301","Parental","B",7476,"B05",188.2425,"vemurafenib",0.5,1,12.8680508537452,2.54049820966392
"859","20170301","Parental","B",7235,"B05",189.1347,"vemurafenib",0.5,1,12.8207773014191,2.49322465733785
"919","20170301","Parental","B",8243,"B05",207.7864,"vemurafenib",0.5,1,13.0089537795262,2.68140113544496
"979","20170301","Parental","B",8407,"B05",215.1181,"vemurafenib",0.5,1,13.0373753577632,2.709822713682
"1039","20170301","Parental","B",9642,"B05",239.2256,"vemurafenib",0.5,1,13.2351167143963,2.90756407031501
"1099","20170301","Parental","B",11241,"B05",257.6178,"vemurafenib",0.5,1,13.4564827630503,3.12893011896903
"1159","20170301","Parental","B",12326,"B05",266.1728,"vemurafenib",0.5,1,13.5894170757686,3.26186443168737
"1219","20170301","Parental","B",12030,"B05",278.9728,"vemurafenib",0.5,1,13.5543490220634,3.2267963779822
"1279","20170301","Parental","B",12372,"B05",309.3422,"vemurafenib",0.5,1,13.5947911180893,3.26723847400802
"1339","20170301","Parental","B",14491,"B05",327.4333,"vemurafenib",0.5,1,13.822869535884,3.49531689180272
"1399","20170301","Parental","B",14822,"B05",360.5156,"vemurafenib",0.5,1,13.855452509744,3.52789986566281
"20","20170301","Parental","C",1159,"C05",0,"vemurafenib",0.5,2,10.1786648510065,0
"80","20170301","Parental","C",1648,"C05",15.6414,"vemurafenib",0.5,2,10.6865005271832,0.507835676176747
"140","20170301","Parental","C",1774,"C05",23.0633,"vemurafenib",0.5,2,10.7927902943011,0.614125443294592
"200","20170301","Parental","C",2067,"C05",41.4258,"vemurafenib",0.5,2,11.0133226734254,0.834657822418976
"260","20170301","Parental","C",2214,"C05",47.3786,"vemurafenib",0.5,2,11.1124395067816,0.93377465577508
"320","20170301","Parental","C",2691,"C05",66.3189,"vemurafenib",0.5,2,11.3939266756404,1.21526182463395
"380","20170301","Parental","C",3014,"C05",70.9425,"vemurafenib",0.5,2,11.5574637015978,1.37879885059135
"440","20170301","Parental","C",2788,"C05",71.7192,"vemurafenib",0.5,2,11.4450148458684,1.26634999486195
"500","20170301","Parental","C",2822,"C05",90.07,"vemurafenib",0.5,2,11.4625022725973,1.28383742159079
"560","20170301","Parental","C",4519,"C05",112.7814,"vemurafenib",0.5,2,12.141787841671,1.96312299066453
"620","20170301","Parental","C",5324,"C05",137.1572,"vemurafenib",0.5,2,12.3782948559119,2.19963000490542
"680","20170301","Parental","C",6393,"C05",161.1103,"vemurafenib",0.5,2,12.6422773785039,2.46361252749739
"740","20170301","Parental","C",6792,"C05",168.0106,"vemurafenib",0.5,2,12.729620743553,2.55095589254657
"800","20170301","Parental","C",7789,"C05",188.2425,"vemurafenib",0.5,2,12.9272224027246,2.74855755171817
"860","20170301","Parental","C",7795,"C05",189.1347,"vemurafenib",0.5,2,12.9283333075851,2.74966845657868
"920","20170301","Parental","C",8610,"C05",207.7864,"vemurafenib",0.5,2,13.0717975222842,2.89313267127774
