"","Date","CellLine","Row","Cell.Nucleus","Well","Time","drug","conc","rep","l2","nl2"
"980","20170301","Parental","C",8822,"C05",215.1181,"vemurafenib",0.5,2,13.1068900450922,2.92822519408575
"1040","20170301","Parental","C",10973,"C05",239.2256,"vemurafenib",0.5,2,13.42167038965,3.24300553864353
"1100","20170301","Parental","C",12553,"C05",257.6178,"vemurafenib",0.5,2,13.6157445698533,3.43707971884684
"1160","20170301","Parental","C",13021,"C05",266.1728,"vemurafenib",0.5,2,13.6685526298687,3.48988777886225
"1220","20170301","Parental","C",12976,"C05",278.9728,"vemurafenib",0.5,2,13.6635581042173,3.4848932532108
"1280","20170301","Parental","C",14878,"C05",309.3422,"vemurafenib",0.5,2,13.8608929823388,3.68222813133235
"1340","20170301","Parental","C",14669,"C05",327.4333,"vemurafenib",0.5,2,13.8404829039885,3.66181805298204
"1400","20170301","Parental","C",18393,"C05",360.5156,"vemurafenib",0.5,2,14.1668691900299,3.98820433902345
"21","20170301","Parental","D",1623,"D05",0,"vemurafenib",0.5,3,10.664447284548,0
"81","20170301","Parental","D",2188,"D05",15.6414,"vemurafenib",0.5,3,11.0953970227926,0.430949738244585
"141","20170301","Parental","D",2209,"D05",23.0633,"vemurafenib",0.5,3,11.1091777033553,0.444730418807303
"201","20170301","Parental","D",2704,"D05",41.4258,"vemurafenib",0.5,3,11.4008794362822,0.736432151734212
"261","20170301","Parental","D",2941,"D05",47.3786,"vemurafenib",0.5,3,11.5220910688871,0.857643784339093
"321","20170301","Parental","D",3340,"D05",66.3189,"vemurafenib",0.5,3,11.7056323873614,1.04118510281344
"381","20170301","Parental","D",4004,"D05",70.9425,"vemurafenib",0.5,3,11.967226258836,1.30277897428802
"441","20170301","Parental","D",3898,"D05",71.7192,"vemurafenib",0.5,3,11.9285183752579,1.26407109070992
"501","20170301","Parental","D",4805,"D05",90.07,"vemurafenib",0.5,3,12.2303207156611,1.56587343111314
"561","20170301","Parental","D",5960,"D05",112.7814,"vemurafenib",0.5,3,12.5410966153495,1.87664933080155
"621","20170301","Parental","D",6805,"D05",137.1572,"vemurafenib",0.5,3,12.7323794463914,2.06793216184339
"681","20170301","Parental","D",7865,"D05",161.1103,"vemurafenib",0.5,3,12.941231050303,2.27678376575508
"741","20170301","Parental","D",8415,"D05",168.0106,"vemurafenib",0.5,3,13.0387475562173,2.37430027166934
"801","20170301","Parental","D",9593,"D05",188.2425,"vemurafenib",0.5,3,13.2277663416464,2.56331905709843
"861","20170301","Parental","D",9605,"D05",189.1347,"vemurafenib",0.5,3,13.2295698985529,2.56512261400492
"921","20170301","Parental","D",10467,"D05",207.7864,"vemurafenib",0.5,3,13.3535603829155,2.68911309836756
"981","20170301","Parental","D",11171,"D05",215.1181,"vemurafenib",0.5,3,13.4474707176057,2.78302343305778
"1041","20170301","Parental","D",13363,"D05",239.2256,"vemurafenib",0.5,3,13.7059563094615,3.04150902491357
"1101","20170301","Parental","D",15786,"D05",257.6178,"vemurafenib",0.5,3,13.946358033887,3.28191074933907
"1161","20170301","Parental","D",16552,"D05",266.1728,"vemurafenib",0.5,3,14.01471792986,3.35027064531204
"1221","20170301","Parental","D",15937,"D05",278.9728,"vemurafenib",0.5,3,13.9600924597901,3.29564517524209
"1281","20170301","Parental","D",15755,"D05",309.3422,"vemurafenib",0.5,3,13.9435221339049,3.27907484935693
"1341","20170301","Parental","D",16564,"D05",327.4333,"vemurafenib",0.5,3,14.0157634873699,3.35131620282191
"1401","20170301","Parental","D",22648,"D05",360.5156,"vemurafenib",0.5,3,14.4670960339057,3.80264874935778
"25","20170301","Parental","B",1176,"B06",0,"vemurafenib",1,1,10.1996723448364,0
"85","20170301","Parental","B",1584,"B06",15.6414,"vemurafenib",1,1,10.6293566200796,0.429684275243247
"145","20170301","Parental","B",1746,"B06",23.0633,"vemurafenib",1,1,10.7698378436294,0.570165498793077
"205","20170301","Parental","B",1851,"B06",41.4258,"vemurafenib",1,1,10.8540891798706,0.65441683503421
"265","20170301","Parental","B",1967,"B06",47.3786,"vemurafenib",1,1,10.9417812422785,0.742108897442167
"325","20170301","Parental","B",2426,"B06",66.3189,"vemurafenib",1,1,11.2443638351205,1.04469149028415
"385","20170301","Parental","B",2499,"B06",70.9425,"vemurafenib",1,1,11.2871351860867,1.08746284125034
"445","20170301","Parental","B",2293,"B06",71.7192,"vemurafenib",1,1,11.1630206395808,0.96334829474443
"505","20170301","Parental","B",3034,"B06",90.07,"vemurafenib",1,1,11.567005370247,1.36733302541067
"565","20170301","Parental","B",3841,"B06",112.7814,"vemurafenib",1,1,11.9072662485311,1.7075939036947
"625","20170301","Parental","B",4446,"B06",137.1572,"vemurafenib",1,1,12.118292233027,1.91861988819063
"685","20170301","Parental","B",5265,"B06",161.1103,"vemurafenib",1,1,12.3622178159131,2.16254547107672
"745","20170301","Parental","B",5539,"B06",168.0106,"vemurafenib",1,1,12.4354098231633,2.23573747832696
"805","20170301","Parental","B",6257,"B06",188.2425,"vemurafenib",1,1,12.6112553886993,2.41158304386297
"865","20170301","Parental","B",5894,"B06",189.1347,"vemurafenib",1,1,12.525031345124,2.32535900028764
"925","20170301","Parental","B",7017,"B06",207.7864,"vemurafenib",1,1,12.7766386470736,2.57696630223722
"985","20170301","Parental","B",7196,"B06",215.1181,"vemurafenib",1,1,12.8129794712515,2.61330712641512
"1045","20170301","Parental","B",8613,"B06",239.2256,"vemurafenib",1,1,13.0723001159283,2.87262777109197
"1105","20170301","Parental","B",9370,"B06",257.6178,"vemurafenib",1,1,13.1938333325465,2.99416098771019
"1165","20170301","Parental","B",10320,"B06",266.1728,"vemurafenib",1,1,13.3331553503106,3.13348300547425
"1225","20170301","Parental","B",10226,"B06",278.9728,"vemurafenib",1,1,13.3199543106869,3.12028196585058
"1285","20170301","Parental","B",10626,"B06",309.3422,"vemurafenib",1,1,13.3753109974731,3.17563865263671
"1345","20170301","Parental","B",11674,"B06",327.4333,"vemurafenib",1,1,13.5110113528822,3.31133900804588
"1405","20170301","Parental","B",13602,"B06",360.5156,"vemurafenib",1,1,13.7315311764619,3.53185883162558
"26","20170301","Parental","C",1156,"C06",0,"vemurafenib",1,2,10.1749256825007,0
"86","20170301","Parental","C",1494,"C06",15.6414,"vemurafenib",1,2,10.5449644327892,0.370038750288559
"146","20170301","Parental","C",1513,"C06",23.0633,"vemurafenib",1,2,10.5631962722167,0.388270589716059
"206","20170301","Parental","C",1710,"C06",41.4258,"vemurafenib",1,2,10.7397806097733,0.564854927272583
"266","20170301","Parental","C",1807,"C06",47.3786,"vemurafenib",1,2,10.8193807908646,0.644455108363921
"326","20170301","Parental","C",2149,"C06",66.3189,"vemurafenib",1,2,11.0694497674278,0.894524084927106
"386","20170301","Parental","C",2282,"C06",70.9425,"vemurafenib",1,2,11.1560830762887,0.981157393788003
"446","20170301","Parental","C",2187,"C06",71.7192,"vemurafenib",1,2,11.0947375050481,0.919811822547414
"506","20170301","Parental","C",2702,"C06",90.07,"vemurafenib",1,2,11.3998119593257,1.22488627682501
"566","20170301","Parental","C",3480,"C06",112.7814,"vemurafenib",1,2,11.7648715907361,1.58994590823541
"626","20170301","Parental","C",3919,"C06",137.1572,"vemurafenib",1,2,11.9362698576022,1.76134417510153
"686","20170301","Parental","C",4282,"C06",161.1103,"vemurafenib",1,2,12.0640690803855,1.88914339788483
"746","20170301","Parental","C",4741,"C06",168.0106,"vemurafenib",1,2,12.2109756777264,2.03604999522572
"806","20170301","Parental","C",5320,"C06",188.2425,"vemurafenib",1,2,12.3772105303886,2.20228484788787
"866","20170301","Parental","C",5457,"C06",189.1347,"vemurafenib",1,2,12.4138923283726,2.23896664587196
"926","20170301","Parental","C",6114,"C06",207.7864,"vemurafenib",1,2,12.577900836887,2.40297515438629
"986","20170301","Parental","C",6310,"C06",215.1181,"vemurafenib",1,2,12.6234242898699,2.44849860736923
"1046","20170301","Parental","C",8080,"C06",239.2256,"vemurafenib",1,2,12.9801395776392,2.80521389513848
"1106","20170301","Parental","C",9098,"C06",257.6178,"vemurafenib",1,2,13.1513337192917,2.97640803679098
"1166","20170301","Parental","C",9458,"C06",266.1728,"vemurafenib",1,2,13.2073194264578,3.03239374395713
"1226","20170301","Parental","C",9341,"C06",278.9728,"vemurafenib",1,2,13.1893612904658,3.01443560796512
"1286","20170301","Parental","C",10755,"C06",309.3422,"vemurafenib",1,2,13.3927199043104,3.21779422180975
"1346","20170301","Parental","C",10587,"C06",327.4333,"vemurafenib",1,2,13.3700062155009,3.1950805330002
"1406","20170301","Parental","C",12677,"C06",360.5156,"vemurafenib",1,2,13.6299257530078,3.45500007050709
"27","20170301","Parental","D",1441,"D06",0,"vemurafenib",1,3,10.4928546201747,0
"87","20170301","Parental","D",1914,"D06",15.6414,"vemurafenib",1,3,10.902375114486,0.409520494311277
"147","20170301","Parental","D",2016,"D06",23.0633,"vemurafenib",1,3,10.9772799234999,0.484425303325168
"207","20170301","Parental","D",2257,"D06",41.4258,"vemurafenib",1,3,11.1401907031918,0.647336083017088
"267","20170301","Parental","D",2364,"D06",47.3786,"vemurafenib",1,3,11.2070143201775,0.714159700002783
"327","20170301","Parental","D",2934,"D06",66.3189,"vemurafenib",1,3,11.5186531556734,1.02579853549864
"387","20170301","Parental","D",3113,"D06",70.9425,"vemurafenib",1,3,11.6040898614692,1.11123524129443
"447","20170301","Parental","D",2974,"D06",71.7192,"vemurafenib",1,3,11.5381889320524,1.04533431187767
"507","20170301","Parental","D",3613,"D06",90.07,"vemurafenib",1,3,11.8189815394324,1.32612691925769
"567","20170301","Parental","D",4505,"D06",112.7814,"vemurafenib",1,3,12.1373113907009,1.64445677052615
"627","20170301","Parental","D",5270,"D06",137.1572,"vemurafenib",1,3,12.3635872465246,1.87073262634983
"687","20170301","Parental","D",6290,"D06",161.1103,"vemurafenib",1,3,12.6188443017667,2.1259896815919
"747","20170301","Parental","D",6663,"D06",168.0106,"vemurafenib",1,3,12.7019561782681,2.20910155809339
"807","20170301","Parental","D",7415,"D06",188.2425,"vemurafenib",1,3,12.856230977342,2.36337635716724
"867","20170301","Parental","D",7720,"D06",189.1347,"vemurafenib",1,3,12.9143851321554,2.42153051198069
"927","20170301","Parental","D",7992,"D06",207.7864,"vemurafenib",1,3,12.9643408677924,2.47148624761767
"987","20170301","Parental","D",8705,"D06",215.1181,"vemurafenib",1,3,13.0876285825385,2.59477396236372
"1047","20170301","Parental","D",11037,"D06",239.2256,"vemurafenib",1,3,13.4300604616941,2.93720584151938
"1107","20170301","Parental","D",12161,"D06",257.6178,"vemurafenib",1,3,13.5699742461371,3.07711962596235
"1167","20170301","Parental","D",12717,"D06",266.1728,"vemurafenib",1,3,13.6344707517763,3.1416161316015
"1227","20170301","Parental","D",12457,"D06",278.9728,"vemurafenib",1,3,13.6046690477313,3.11181442755653
"1287","20170301","Parental","D",13604,"D06",309.3422,"vemurafenib",1,3,13.7317432907078,3.23888867053309
"1347","20170301","Parental","D",15643,"D06",327.4333,"vemurafenib",1,3,13.9332295974427,3.44037497726792
"1407","20170301","Parental","D",18164,"D06",360.5156,"vemurafenib",1,3,14.1487943214243,3.65593970124959
"31","20170301","Parental","B",1396,"B07",0,"vemurafenib",2,1,10.4470832262097,0
"91","20170301","Parental","B",1747,"B07",15.6414,"vemurafenib",2,1,10.7706638929168,0.323580666707107
"151","20170301","Parental","B",1827,"B07",23.0633,"vemurafenib",2,1,10.8352609186275,0.388177692417836
"211","20170301","Parental","B",1997,"B07",41.4258,"vemurafenib",2,1,10.963618617444,0.516535391234319
"271","20170301","Parental","B",2059,"B07",47.3786,"vemurafenib",2,1,11.0077281146323,0.560644888422601
"331","20170301","Parental","B",2466,"B07",66.3189,"vemurafenib",2,1,11.2679570844028,0.820873858193186
"391","20170301","Parental","B",2580,"B07",70.9425,"vemurafenib",2,1,11.3331553503106,0.886072124100963
"451","20170301","Parental","B",2151,"B07",71.7192,"vemurafenib",2,1,11.0707918094231,0.623708583213409
"511","20170301","Parental","B",2778,"B07",90.07,"vemurafenib",2,1,11.4398308839814,0.992747657771739
"571","20170301","Parental","B",3693,"B07",112.7814,"vemurafenib",2,1,11.8505775472056,1.40349432099596
"631","20170301","Parental","B",4099,"B07",137.1572,"vemurafenib",2,1,12.0010562746348,1.55397304842513
"691","20170301","Parental","B",4945,"B07",161.1103,"vemurafenib",2,1,12.2717548056465,1.82467157943682
"751","20170301","Parental","B",5161,"B07",168.0106,"vemurafenib",2,1,12.333434915284,1.8863516890744
"811","20170301","Parental","B",5982,"B07",188.2425,"vemurafenib",2,1,12.5464121951194,2.0993289689097
"871","20170301","Parental","B",5045,"B07",189.1347,"vemurafenib",2,1,12.3006385539937,1.85355532778407
"931","20170301","Parental","B",6068,"B07",207.7864,"vemurafenib",2,1,12.567005370247,2.11992214403738
"991","20170301","Parental","B",6246,"B07",215.1181,"vemurafenib",2,1,12.6087168540206,2.16163362781092
"1051","20170301","Parental","B",7644,"B07",239.2256,"vemurafenib",2,1,12.9001120629775,2.4530288367678
"1111","20170301","Parental","B",8633,"B07",257.6178,"vemurafenib",2,1,13.0756462731535,2.62856304694387
"1171","20170301","Parental","B",9326,"B07",266.1728,"vemurafenib",2,1,13.1870427143399,2.73995948813024
"1231","20170301","Parental","B",9249,"B07",278.9728,"vemurafenib",2,1,13.1750816748283,2.72799844861868
"1291","20170301","Parental","B",10065,"B07",309.3422,"vemurafenib",2,1,13.2970595518087,2.84997632559905
"1351","20170301","Parental","B",11300,"B07",327.4333,"vemurafenib",2,1,13.4640351521899,3.01695192598026
"1411","20170301","Parental","B",13383,"B07",360.5156,"vemurafenib",2,1,13.7081139334947,3.26103070728508
"32","20170301","Parental","C",1870,"C07",0,"vemurafenib",2,2,10.868822554775,0
"92","20170301","Parental","C",2338,"C07",15.6414,"vemurafenib",2,2,11.1910592145317,0.322236659756657
"152","20170301","Parental","C",2477,"C07",23.0633,"vemurafenib",2,2,11.2743781532464,0.405555598471365
"212","20170301","Parental","C",2573,"C07",41.4258,"vemurafenib",2,2,11.3292357417338,0.460413186958801
"272","20170301","Parental","C",2781,"C07",47.3786,"vemurafenib",2,2,11.4413880293467,0.572565474571688
"332","20170301","Parental","C",3040,"C07",66.3189,"vemurafenib",2,2,11.5698556083309,0.70103305355595
"392","20170301","Parental","C",3121,"C07",70.9425,"vemurafenib",2,2,11.6077926419192,0.738970087144212
"452","20170301","Parental","C",2920,"C07",71.7192,"vemurafenib",2,2,11.5117526537674,0.64293009899238
"512","20170301","Parental","C",3620,"C07",90.07,"vemurafenib",2,2,11.8217739819706,0.952951427195568
"572","20170301","Parental","C",4596,"C07",112.7814,"vemurafenib",2,2,12.1661630826461,1.29734052787111
"632","20170301","Parental","C",5565,"C07",137.1572,"vemurafenib",2,2,12.4421659722293,1.57334341745432
"692","20170301","Parental","C",6512,"C07",161.1103,"vemurafenib",2,2,12.6688849842662,1.80006242949125
"752","20170301","Parental","C",6935,"C07",168.0106,"vemurafenib",2,2,12.759680167211,1.89085761243597
"812","20170301","Parental","C",7539,"C07",188.2425,"vemurafenib",2,2,12.8801574566018,2.01133490182681
"872","20170301","Parental","C",6904,"C07",189.1347,"vemurafenib",2,2,12.753216749179,1.88439419440396
"932","20170301","Parental","C",8160,"C07",207.7864,"vemurafenib",2,2,12.9943534368589,2.12553088208386
"992","20170301","Parental","C",8411,"C07",215.1181,"vemurafenib",2,2,13.0380616201336,2.1692390653586
"1052","20170301","Parental","C",9444,"C07",239.2256,"vemurafenib",2,2,13.2051823262286,2.33635977145364
"1112","20170301","Parental","C",11908,"C07",257.6178,"vemurafenib",2,2,13.539643506238,2.67082095146304
"1172","20170301","Parental","C",12447,"C07",266.1728,"vemurafenib",2,2,13.6035104425928,2.73468788781781
"1232","20170301","Parental","C",12471,"C07",278.9728,"vemurafenib",2,2,13.6062895333455,2.73746697857053
"1292","20170301","Parental","C",14522,"C07",309.3422,"vemurafenib",2,2,13.8259525375237,2.95712998274873
"1352","20170301","Parental","C",15230,"C07",327.4333,"vemurafenib",2,2,13.8946283213747,3.02580576659965
"1412","20170301","Parental","C",18744,"C07",360.5156,"vemurafenib",2,2,14.1941412388631,3.32531868408814
"33","20170301","Parental","D",1334,"D07",0,"vemurafenib",2,3,10.3815429511846,0
"93","20170301","Parental","D",1621,"D07",15.6414,"vemurafenib",2,3,10.6626683755175,0.281125424332956
"153","20170301","Parental","D",1736,"D07",23.0633,"vemurafenib",2,3,10.7615512324445,0.380008281259894
"213","20170301","Parental","D",1911,"D07",41.4258,"vemurafenib",2,3,10.9001120629775,0.518569111792871
"273","20170301","Parental","D",1930,"D07",47.3786,"vemurafenib",2,3,10.9143851321554,0.532842180970858
"333","20170301","Parental","D",2323,"D07",66.3189,"vemurafenib",2,3,11.1817734388088,0.800230487624223
"393","20170301","Parental","D",2459,"D07",70.9425,"vemurafenib",2,3,11.2638560195961,0.882313068411497
"453","20170301","Parental","D",2454,"D07",71.7192,"vemurafenib",2,3,11.2609195336629,0.87937658247832
"513","20170301","Parental","D",2768,"D07",90.07,"vemurafenib",2,3,11.4346282276367,1.05308527645214
"573","20170301","Parental","D",3359,"D07",112.7814,"vemurafenib",2,3,11.7138160802345,1.33227312904991
"633","20170301","Parental","D",3920,"D07",137.1572,"vemurafenib",2,3,11.9366379390026,1.55509498781799
"693","20170301","Parental","D",4589,"D07",161.1103,"vemurafenib",2,3,12.1639640914123,1.78242114022769
"753","20170301","Parental","D",4607,"D07",168.0106,"vemurafenib",2,3,12.1696118826042,1.78806893141963
"813","20170301","Parental","D",5513,"D07",188.2425,"vemurafenib",2,3,12.4286218860911,2.04707893490653
"873","20170301","Parental","D",5124,"D07",189.1347,"vemurafenib",2,3,12.3230547603416,1.94151180915706
"933","20170301","Parental","D",5770,"D07",207.7864,"vemurafenib",2,3,12.4943556035328,2.11281265234826
"993","20170301","Parental","D",6103,"D07",215.1181,"vemurafenib",2,3,12.5753028750734,2.19375992388881
"1053","20170301","Parental","D",7598,"D07",239.2256,"vemurafenib",2,3,12.891403996665,2.50986104548044
"1113","20170301","Parental","D",6581,"D07",257.6178,"vemurafenib",2,3,12.6840911065291,2.30254815534451
"1173","20170301","Parental","D",8838,"D07",266.1728,"vemurafenib",2,3,13.109504215757,2.72796126457242
"1233","20170301","Parental","D",9183,"D07",278.9728,"vemurafenib",2,3,13.1647498302481,2.78320687906356
"1293","20170301","Parental","D",10884,"D07",309.3422,"vemurafenib",2,3,13.4099212412497,3.02837829006509
"1353","20170301","Parental","D",11518,"D07",327.4333,"vemurafenib",2,3,13.4916026066961,3.11005965551153
"1413","20170301","Parental","D",13247,"D07",360.5156,"vemurafenib",2,3,13.6933780543069,3.31183510312232
"37","20170301","Parental","B",1047,"B08",0,"vemurafenib",4,1,10.0320457269308,0
"97","20170301","Parental","B",1330,"B08",15.6414,"vemurafenib",4,1,10.3772105303886,0.345164803457743
"157","20170301","Parental","B",1384,"B08",23.0633,"vemurafenib",4,1,10.4346282276367,0.402582500705917
"217","20170301","Parental","B",1390,"B08",41.4258,"vemurafenib",4,1,10.4408691676109,0.408823440680061
"277","20170301","Parental","B",1412,"B08",47.3786,"vemurafenib",4,1,10.4635243732712,0.431478646340372
"337","20170301","Parental","B",1704,"B08",66.3189,"vemurafenib",4,1,10.7347096202258,0.702663893295028
"397","20170301","Parental","B",1783,"B08",70.9425,"vemurafenib",4,1,10.800090987625,0.768045260694185
"457","20170301","Parental","B",1547,"B08",71.7192,"vemurafenib",4,1,10.595257481449,0.563211754518226
"517","20170301","Parental","B",2002,"B08",90.07,"vemurafenib",4,1,10.967226258836,0.935180531905184
"577","20170301","Parental","B",2524,"B08",112.7814,"vemurafenib",4,1,11.3014961949825,1.26945046805174
"637","20170301","Parental","B",2987,"B08",137.1572,"vemurafenib",4,1,11.5444815223108,1.51243579537998
"697","20170301","Parental","B",3256,"B08",161.1103,"vemurafenib",4,1,11.6688849842662,1.63683925733544
"757","20170301","Parental","B",3577,"B08",168.0106,"vemurafenib",4,1,11.8045344029952,1.77248867606442
"817","20170301","Parental","B",3866,"B08",188.2425,"vemurafenib",4,1,11.9166259222112,1.88458019528043
"877","20170301","Parental","B",3248,"B08",189.1347,"vemurafenib",4,1,11.6653359171852,1.63329019025437
"937","20170301","Parental","B",3988,"B08",207.7864,"vemurafenib",4,1,11.9614496943982,1.92940396746739
"997","20170301","Parental","B",4194,"B08",215.1181,"vemurafenib",4,1,12.0341111460966,2.00206541916578
"1057","20170301","Parental","B",5018,"B08",239.2256,"vemurafenib",4,1,12.2928967554092,2.26085102847836
"1117","20170301","Parental","B",5724,"B08",257.6178,"vemurafenib",4,1,12.4828079567267,2.45076222979586
"1177","20170301","Parental","B",6263,"B08",266.1728,"vemurafenib",4,1,12.6126381636048,2.58059243667396
"1237","20170301","Parental","B",5600,"B08",278.9728,"vemurafenib",4,1,12.4512111118323,2.41916538490152
"1297","20170301","Parental","B",6792,"B08",309.3422,"vemurafenib",4,1,12.729620743553,2.69757501662223
"1357","20170301","Parental","B",7409,"B08",327.4333,"vemurafenib",4,1,12.8550631183676,2.82301739143682
"1417","20170301","Parental","B",9309,"B08",360.5156,"vemurafenib",4,1,13.1844104822499,3.15236475531907
"38","20170301","Parental","C",1533,"C08",0,"vemurafenib",4,2,10.5821419816588,0
"98","20170301","Parental","C",1827,"C08",15.6414,"vemurafenib",4,2,10.8352609186275,0.253118936968711
"158","20170301","Parental","C",1843,"C08",23.0633,"vemurafenib",4,2,10.8478403556307,0.265698373971937
"218","20170301","Parental","C",1847,"C08",41.4258,"vemurafenib",4,2,10.8509681509824,0.268826169323662
"278","20170301","Parental","C",1937,"C08",47.3786,"vemurafenib",4,2,10.9196082386033,0.337466256944476
"338","20170301","Parental","C",2275,"C08",66.3189,"vemurafenib",4,2,11.1516508299734,0.569508848314644
"398","20170301","Parental","C",2351,"C08",70.9425,"vemurafenib",4,2,11.199058823653,0.616916841994245
"458","20170301","Parental","C",2050,"C08",71.7192,"vemurafenib",4,2,11.0014081943928,0.419266212734032
"518","20170301","Parental","C",2546,"C08",90.07,"vemurafenib",4,2,11.3140167039014,0.73187472224258
"578","20170301","Parental","C",3254,"C08",112.7814,"vemurafenib",4,2,11.6679985356725,1.08585655401375
"638","20170301","Parental","C",3685,"C08",137.1572,"vemurafenib",4,2,11.8474489039824,1.26530692232365
"698","20170301","Parental","C",4213,"C08",161.1103,"vemurafenib",4,2,12.0406322005623,1.45849021890348
"758","20170301","Parental","C",4727,"C08",168.0106,"vemurafenib",4,2,12.2067091493586,1.62456716769987
"818","20170301","Parental","C",5346,"C08",188.2425,"vemurafenib",4,2,12.3842441222431,1.8021021405843
"878","20170301","Parental","C",4685,"C08",189.1347,"vemurafenib",4,2,12.1938333325465,1.61169135088777
"938","20170301","Parental","C",5546,"C08",207.7864,"vemurafenib",4,2,12.4372319010395,1.8550899193807
"998","20170301","Parental","C",5773,"C08",215.1181,"vemurafenib",4,2,12.4951055100078,1.91296352834901
"1058","20170301","Parental","C",7177,"C08",239.2256,"vemurafenib",4,2,12.8091652053719,2.2270232237131
"1118","20170301","Parental","C",8449,"C08",257.6178,"vemurafenib",4,2,13.0445648828126,2.46242290115385
"1178","20170301","Parental","C",8011,"C08",266.1728,"vemurafenib",4,2,12.9677666277945,2.38562464613574
"1238","20170301","Parental","C",8180,"C08",278.9728,"vemurafenib",4,2,12.9978851278291,2.41574314617033
"1298","20170301","Parental","C",9767,"C08",309.3422,"vemurafenib",4,2,13.2536997813742,2.6715577997154
"1358","20170301","Parental","C",10677,"C08",327.4333,"vemurafenib",4,2,13.3822187182309,2.80007673657216
"1418","20170301","Parental","C",13709,"C08",360.5156,"vemurafenib",4,2,13.7428357174311,3.16069373577235
"39","20170301","Parental","D",1519,"D08",0,"vemurafenib",4,3,10.5689061545021,0
"99","20170301","Parental","D",1738,"D08",15.6414,"vemurafenib",4,3,10.7632123668144,0.194306212312316
"159","20170301","Parental","D",1661,"D08",23.0633,"vemurafenib",4,3,10.6978363579624,0.128930203460293
"219","20170301","Parental","D",1758,"D08",41.4258,"vemurafenib",4,3,10.7797193551434,0.21081320064132
"279","20170301","Parental","D",1865,"D08",47.3786,"vemurafenib",4,3,10.8649599151426,0.296053760640516
"339","20170301","Parental","D",2120,"D08",66.3189,"vemurafenib",4,3,11.0498485494506,0.480942394948478
"399","20170301","Parental","D",2316,"D08",70.9425,"vemurafenib",4,3,11.1774195379892,0.608513383487152
"459","20170301","Parental","D",2205,"D08",71.7192,"vemurafenib",4,3,11.1065629404449,0.537656785942799
"519","20170301","Parental","D",2637,"D08",90.07,"vemurafenib",4,3,11.3646818558646,0.795775701362476
"579","20170301","Parental","D",3075,"D08",112.7814,"vemurafenib",4,3,11.586370695114,1.01746454061188
"639","20170301","Parental","D",3595,"D08",137.1572,"vemurafenib",4,3,11.8117760553267,1.24286990082458
"699","20170301","Parental","D",4157,"D08",161.1103,"vemurafenib",4,3,12.0213270326244,1.45242087812229
"759","20170301","Parental","D",4416,"D08",168.0106,"vemurafenib",4,3,12.1085244567782,1.53961830227608
"819","20170301","Parental","D",5106,"D08",188.2425,"vemurafenib",4,3,12.3179778224071,1.74907166790504
"879","20170301","Parental","D",4735,"D08",189.1347,"vemurafenib",4,3,12.2091487103557,1.64024255585366
"939","20170301","Parental","D",5221,"D08",207.7864,"vemurafenib",4,3,12.3501104433479,1.78120428884584
"999","20170301","Parental","D",5087,"D08",215.1181,"vemurafenib",4,3,12.3125993788626,1.74369322436054
"1059","20170301","Parental","D",5853,"D08",239.2256,"vemurafenib",4,3,12.5149605633302,1.9460544088281
"1119","20170301","Parental","D",7137,"D08",257.6178,"vemurafenib",4,3,12.8011020571463,2.23219590264421
"1179","20170301","Parental","D",7511,"D08",266.1728,"vemurafenib",4,3,12.8747892828141,2.30588312831204
"1239","20170301","Parental","D",7292,"D08",278.9728,"vemurafenib",4,3,12.8320988460391,2.26319269153705
"1299","20170301","Parental","D",8465,"D08",309.3422,"vemurafenib",4,3,13.047294352783,2.47838819828092
"1359","20170301","Parental","D",9967,"D08",327.4333,"vemurafenib",4,3,13.2829436131151,2.714037458613
"1419","20170301","Parental","D",11397,"D08",360.5156,"vemurafenib",4,3,13.4763664973862,2.90746034288409
"43","20170301","Parental","B",1379,"B09",0,"vemurafenib",8,1,10.429406741514,0
"103","20170301","Parental","B",1629,"B09",15.6414,"vemurafenib",8,1,10.6697708885255,0.240364147011537
"163","20170301","Parental","B",1520,"B09",23.0633,"vemurafenib",8,1,10.5698556083309,0.140448866816968
"223","20170301","Parental","B",1352,"B09",41.4258,"vemurafenib",8,1,10.4008794362822,-0.0285273052317976
"283","20170301","Parental","B",1355,"B09",47.3786,"vemurafenib",8,1,10.4040771362412,-0.0253296052727467
"343","20170301","Parental","B",1525,"B09",66.3189,"vemurafenib",8,1,10.5745935273376,0.145186785823629
"403","20170301","Parental","B",1542,"B09",70.9425,"vemurafenib",8,1,10.590587049915,0.161180308401054
"463","20170301","Parental","B",1169,"B09",71.7192,"vemurafenib",8,1,10.1910592145317,-0.238347526982325
"523","20170301","Parental","B",1708,"B09",90.07,"vemurafenib",8,1,10.7380922596205,0.308685518106509
"583","20170301","Parental","B",1909,"B09",112.7814,"vemurafenib",8,1,10.8986013874039,0.469194645889957
"643","20170301","Parental","B",2191,"B09",137.1572,"vemurafenib",8,1,11.0973737689902,0.667967027476241
"703","20170301","Parental","B",2441,"B09",161.1103,"vemurafenib",8,1,11.2532565797812,0.823849838267172
"763","20170301","Parental","B",2614,"B09",168.0106,"vemurafenib",8,1,11.3520434257954,0.922636684281452
"823","20170301","Parental","B",2861,"B09",188.2425,"vemurafenib",8,1,11.4823037823232,1.0528970408092
"883","20170301","Parental","B",2103,"B09",189.1347,"vemurafenib",8,1,11.0382331347318,0.608826393217798
